,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.7768173 -2.9457054  3.736482 ],[0.00147953 0.00124961 0.9972709 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.9782999  4.5508327 -1.2630209],[1.9699910e-04 9.9682653e-01 2.9764255e-03]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.1103542  6.4445367 -2.3443928],[7.0838076e-05 9.9977678e-01 1.5237709e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.6184773  6.0563703 -1.8175329],[6.2816616e-05 9.9955684e-01 3.8037743e-04]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[-0.36882788  5.2200193  -2.9437313 ],[3.724349e-03 9.959920e-01 2.836508e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 0.49966398  4.1492014  -2.6951172 ],[0.02531784 0.9736448  0.00103741]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.5184603 -3.6487415  3.9170055],[1.6002666e-03 5.1679381e-04 9.9788290e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.4584746 -1.7809373 -2.6016164],[9.9896741e-01 7.1699265e-04 3.1557187e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.66638     0.32304418 -0.5125986 ],[0.8790166  0.08439162 0.03659184]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.730606   5.9001036 -1.8839046],[6.5648775e-05 9.9951816e-01 4.1613949e-04]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.5540366 -1.9446282 -2.5684578],[9.9915004e-01 5.5335258e-04 2.9653512e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.7072012  6.135847  -1.9759431],[5.3096417e-05 9.9964702e-01 2.9987565e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-3.2519078  5.00112   -1.2210113],[2.5988513e-04 9.9775958e-01 1.9805627e-03]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.530488  -2.020121  -2.5900502],[9.9917740e-01 5.2535726e-04 2.9712380e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.7507102  6.2002215 -2.5017111],[1.2957801e-04 9.9970418e-01 1.6621494e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.558411  -3.5726676  3.903546 ],[1.5584199e-03 5.6519522e-04 9.9787641e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.438922  -1.5774077 -2.6219194],[9.9878865e-01 8.9602539e-04 3.1527865e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.0896113  6.5165367 -2.3204029],[6.7299326e-05 9.9978739e-01 1.4523572e-04]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.6923852  5.97298   -1.8251042],[6.3413165e-05 9.9952626e-01 4.1032620e-04]
