,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.2442293 -3.3563373  3.502848 ],[0.00317861 0.00104533 0.9957761 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.6158352   2.9074109  -0.25027305],[0.001407   0.9578608  0.04073219]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.9487927  5.7704687 -2.0371037],[1.6331476e-04 9.9943024e-01 4.0641238e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.9214861  4.9521527 -1.3652002],[1.3976026e-04 9.9805897e-01 1.8012117e-03]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 0.91731256  3.7111065  -2.7653477 ],[0.05757695 0.9409747  0.0014484 ]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.73175746  4.985614   -2.4534414 ],[3.2756459e-03 9.9613875e-01 5.8557035e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.059394  -3.5948534  3.568302 ],[3.5811979e-03 7.7123503e-04 9.9564761e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.7097893 -1.8181208 -2.2032156],[9.9754912e-01 1.4584747e-03 9.9232607e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.0266454  0.3032528 -0.1553366],[0.77442694 0.13820398 0.08736907]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.3263986  5.1977625 -1.5470426],[1.9833840e-04 9.9862635e-01 1.1753610e-03]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 4.7673845 -1.9431376 -2.1247554],[0.99777114 0.00121531 0.00101347]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.6071694  5.224902  -1.4201318],[1.4576472e-04 9.9855560e-01 1.2985860e-03]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-3.0417566   4.04196    -0.78148115],[8.312708e-04 9.912004e-01 7.968336e-03]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.7399197 -1.9905298 -2.0911565],[0.9977315  0.00119129 0.00107725]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.5323036  5.5236998 -2.0303278],[3.1692529e-04 9.9915946e-01 5.2355498e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.1364176 -3.5117147  3.5548477],[3.3611078e-03 8.4956834e-04 9.9578935e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.6925774 -1.6973959 -2.2562735],[9.9736881e-01 1.6738854e-03 9.5721241e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.8840964  5.9218526 -2.0268176],[1.4976367e-04 9.9949729e-01 3.5295388e-04]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.6230505  4.622419  -1.3174776],[2.6168747e-04 9.9711359e-01 2.6247038e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.1017003 -3.5808523  3.5954592],[3.3417146e-03 7.6134567e-04 9.9589694e-01]
