,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.3390784 -3.3218856  3.54977  ],[0.00275966 0.00103283 0.9962075 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.6770759  2.9659185 -0.2448415],[0.00125104 0.96003467 0.03871431]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.0078304  5.9456778 -2.1087558],[1.2922502e-04 9.9955314e-01 3.1754823e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.8866642  5.1658816 -1.4434035],[1.1692132e-04 9.9853730e-01 1.3458236e-03]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 0.7085989  4.052165  -2.8191736],[0.03407235 0.96492696 0.00100071]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.6731468  4.9840107 -2.5078547],[3.4783427e-03 9.9596620e-01 5.5535272e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.1398575 -3.6190724  3.6361642],[3.0892643e-03 7.0378551e-04 9.9620688e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.8285255 -1.8167595 -2.2879212],[9.9789268e-01 1.2973978e-03 8.0993545e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.0793805   0.17270976 -0.10642865],[0.793046   0.11782617 0.08912786]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.4657466  5.3391128 -1.616207 ],[1.4983705e-04 9.9889767e-01 9.5249782e-04]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 4.9016085 -1.9458029 -2.2284558],[9.981407e-01 1.060227e-03 7.991795e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.6920373  5.4491844 -1.5637136],[1.0704847e-04 9.9899369e-01 8.9929020e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-3.0992591   4.209453   -0.82941693],[6.6492433e-04 9.9290001e-01 6.4350530e-03]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.877623  -2.0147946 -2.2055   ],[9.9814892e-01 1.0135758e-03 8.3759491e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.612762   5.7028546 -2.156579 ],[2.4451176e-04 9.9936968e-01 3.8584913e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.2112575 -3.5470622  3.6208398],[2.9211054e-03 7.6809438e-04 9.9631077e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.814531  -1.6638949 -2.340249 ],[9.9768794e-01 1.5326750e-03 7.7931548e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.957942   6.0507703 -2.0733285],[1.2228804e-04 9.9958152e-01 2.9618765e-04]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.7197847  4.8477106 -1.4762977],[1.8981202e-04 9.9802101e-01 1.7891951e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.164964  -3.596951   3.6569672],[2.9510523e-03 7.0481119e-04 9.9634415e-01]
20,positive,neutral,MISS,"Og nej, det er ikke passivt.",[-2.7951822 -2.4853995  3.2267208],[0.00241123 0.00328682 0.9943019 ]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 4.954179  -1.9358652 -2.240299 ],[9.9823451e-01 1.0160719e-03 7.4939447e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.5369155  5.6327295 -2.0181205],[2.8290375e-04 9.9924183e-01 4.7527888e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.8960223 -1.9555831 -2.2737663],[9.9817610e-01 1.0558270e-03 7.6808216e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 0.8636858  2.892222  -1.7125372],[0.11522053 0.87601566 0.00876376]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 2.227057   1.9403831 -2.095697 ],[0.566887   0.42559412 0.0075188 ]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 4.8243775 -1.3413552 -2.2346258],[9.9704891e-01 2.0939808e-03 8.5709756e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 4.779308  -1.5376035 -2.296318 ],[9.9735606e-01 1.8007380e-03 8.4322790e-04]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.9141181  5.5680437 -2.6198223],[1.5277351e-03 9.9819475e-01 2.7750459e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 4.1452193  -0.10861707 -1.729869  ],[0.9832666  0.01397184 0.00276155]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 3.813612  -1.62549   -1.7780882],[0.9919926  0.0043086  0.00369883]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 1.7412442  2.8241487 -2.494413 ],[0.25203425 0.7443188  0.00364701]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.8007565 -1.8171515 -2.2981896],[9.9784243e-01 1.3333404e-03 8.2419289e-04]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.7844224 -2.00839   -2.2191052],[9.9797374e-01 1.1195362e-03 9.0682966e-04]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-3.0766253  5.6265674 -1.7827469],[1.6592676e-04 9.9922895e-01 6.0511893e-04]
35,positive,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-2.3559158  0.0566284  0.8454966],[0.02722605 0.303906   0.66886795]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.4068534  5.5622444 -1.7606603],[1.2718276e-04 9.9921298e-01 6.5972214e-04]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-2.844038  -2.3141987  3.0552628],[0.00272123 0.00462244 0.9926563 ]
