,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.5205112 -3.2044349  3.6294544],[0.00212673 0.00107322 0.99680007]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.8387203  3.5934787 -0.5409112],[5.822172e-04 9.836669e-01 1.575090e-02]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.0580304  6.1895504 -2.2105718],[9.6313539e-05 9.9967897e-01 2.2476778e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.7873578  5.583764  -1.568692 ],[8.5073916e-05 9.9913269e-01 7.8225957e-04]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 0.34771895  4.52833    -2.870031  ],[1.5049853e-02 9.8434746e-01 6.0267193e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.29578808  4.767034   -2.6107693 ],[6.2839855e-03 9.9309534e-01 6.2065705e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.2809668 -3.6541307  3.7487931],[2.3988376e-03 6.0763600e-04 9.9699354e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.090871  -1.8059728 -2.4286985],[9.9844897e-01 1.0094030e-03 5.4152485e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.2977655   0.19926019 -0.23056786],[0.8316482  0.101993   0.06635877]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.6329143  5.6071825 -1.7413728],[9.6996344e-05 9.9926001e-01 6.4304500e-04]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.172     -1.9442908 -2.3891141],[9.9866962e-01 8.1069244e-04 5.1960297e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.738372   5.7872896 -1.7674259],[7.291195e-05 9.994037e-01 5.233228e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-3.1700737  4.546254  -0.9473103],[4.4347197e-04 9.9546200e-01 4.0944908e-03]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.1375465 -2.0278292 -2.3868082],[9.986891e-01 7.718754e-04 5.390691e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.6961417  5.9476824 -2.326786 ],[1.761359e-04 9.995690e-01 2.548337e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.3467984 -3.5836427  3.737723 ],[2.2711793e-03 6.5932062e-04 9.9706954e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.0762587 -1.6153088 -2.4700222],[9.982337e-01 1.239143e-03 5.271377e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.0252585  6.2659345 -2.174624 ],[9.2204544e-05 9.9969196e-01 2.1586302e-04]
