,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.9817301 -4.1981373  4.545658 ],[3.9599836e-03 1.5879083e-04 9.9588120e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.8597727 -3.5230045  5.944714 ],[1.500241e-04 7.729004e-05 9.997727e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.4621975  6.312805  -3.6822655],[1.5451761e-04 9.9979991e-01 4.5615154e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.6986876  6.1585636 -2.9806879],[1.4231028e-04 9.9975032e-01 1.0734084e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.776945  -1.1374334 -4.6601195],[9.9897838e-01 9.9238358e-04 2.9295186e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.072306   6.6077247 -3.3145928],[6.251260e-05 9.998884e-01 4.906184e-05]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.2371987 -4.6498985  5.3164225],[1.4228517e-03 4.6885983e-05 9.9853027e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-2.5363526  6.6871977 -3.7957897],[9.8675140e-05 9.9987328e-01 2.8005375e-05]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.2189357  3.977653  -4.800868 ],[5.9587579e-02 9.4026762e-01 1.4480663e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-4.160832   6.386324  -1.8923479],[2.6260743e-05 9.9971992e-01 2.5380295e-04]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.7642517 -1.2034967 -4.5996003],[9.9902761e-01 9.4085501e-04 3.1522013e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.336876  6.443668 -3.871158],[1.5366569e-04 9.9981326e-01 3.3131942e-05]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-2.2534251  6.472416  -3.9730697],[1.6230506e-04 9.9980861e-01 2.9073672e-05]
