,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.6849494 -3.7765656  7.017878 ],[2.2480317e-05 2.0512294e-05 9.9995697e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.2077436 -2.6728895  6.71728  ],[1.8000237e-05 8.3532839e-05 9.9989843e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.3259587  5.4917736 -2.6753185],[4.0225737e-04 9.9931407e-01 2.8364742e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.1524932   1.8032669   0.80278915],[0.01380405 0.7210597  0.26513633]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 7.074574  -3.3921676 -3.9203565],[9.9995470e-01 2.8466378e-05 1.6785829e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.6952473   2.9641058  -0.77642846],[0.00916808 0.9678537  0.02297822]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.7052736 -3.2100825  6.6938324],[3.0457251e-05 4.9974595e-05 9.9991953e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 1.687371  -0.6768546 -0.6140305],[0.83742243 0.0787362  0.08384141]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-1.2193042  1.3657527  0.2890131],[0.05323917 0.7061666  0.2405942 ]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-4.2270465   0.15068674  4.3583035 ],[1.8404941e-04 1.4660873e-02 9.8515505e-01]
