,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.9178189 -2.7183545  4.027265 ],[0.00260878 0.00117157 0.9962197 ]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.740024  -2.2276819  4.418842 ],[7.7632425e-04 1.2958378e-03 9.9792778e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.4014056  7.254574  -4.5419774],[6.4036918e-05 9.9992847e-01 7.5299495e-06]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.657284   3.0775635  1.6207176],[3.5456193e-04 8.1076223e-01 1.8888323e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 7.7366567 -3.6276221 -4.4440084],[9.9998331e-01 1.1602436e-05 5.1285806e-06]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 1.231434   5.3066335 -5.9276624],[1.6704807e-02 9.8328215e-01 1.2992283e-05]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.832316  -2.6302507  4.8534384],[4.5885550e-04 5.6160585e-04 9.9897951e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 7.698835 -3.399921 -4.508493],[9.9997985e-01 1.5130833e-05 4.9936275e-06]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.178943   3.7398047 -5.455375 ],[1.7350845e-01 8.2640755e-01 8.3903171e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.8785903 -0.5842179  4.1002955],[3.393699e-04 9.149575e-03 9.905110e-01]
