,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.2134283 -3.431944   6.0372505],[9.6029784e-05 7.7180201e-05 9.9982685e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.9825885 -2.9422169  6.466118 ],[2.8982524e-05 8.2028346e-05 9.9988902e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.458788   7.122929  -3.2429755],[2.5374309e-05 9.9994314e-01 3.1486186e-05]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.5614285 -1.9672568  6.2688723],[1.9785011e-05 2.6483240e-04 9.9971539e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.0705013 -0.8982732 -2.961561 ],[9.922261e-01 6.897619e-03 8.762433e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.11526242  3.2075748  -2.517523  ],[0.03468675 0.96217364 0.00313961]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.4634736 -4.0205946  6.9699697],[2.9430197e-05 1.6859258e-05 9.9995375e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 1.5344336  0.8276843 -1.9041557],[0.6555851  0.32336405 0.02105081]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.8784692  -0.79568815 -1.830566  ],[0.9667587  0.02452742 0.00871385]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-5.4314275  0.5693424  4.86113  ],[3.3425920e-05 1.3495361e-02 9.8647124e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.267849  -2.7774658 -2.5151973],[9.9926323e-01 3.2036428e-04 4.1643370e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.5238715  5.4524984 -3.381163 ],[9.3267974e-04 9.9892175e-01 1.4558654e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 0.33771932  2.2538667  -2.1310265 ],[0.12691288 0.8623387  0.01074838]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 2.1190217  0.8509785 -2.5983844],[0.7750015  0.21807127 0.00692722]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-4.08402    7.7363687 -3.2601357],[7.3529204e-06 9.9997580e-01 1.6759788e-05]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.4514616 -4.687287   6.5089083],[1.2838049e-04 1.3724368e-05 9.9985790e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.6872644 -2.2833722 -2.3179   ],[9.9815720e-01 9.3732466e-04 9.0551324e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.7004333  7.278672  -2.2941024],[6.2734698e-06 9.9992406e-01 6.9592708e-05]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-6.188067   2.6714067  3.6410553],[3.9049639e-05 2.7493984e-01 7.2502118e-01]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.0406725 -4.143975   6.6049023],[6.4705739e-05 2.1467666e-05 9.9991381e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.7718475  7.5098557 -3.2973351],[1.2600981e-05 9.9996710e-01 2.0252673e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.6940417 -3.3452873 -2.417451 ],[9.9958152e-01 1.1860071e-04 2.9994521e-04]
22,negative,neutral,MISS,Kræft øger risiko for andre sygdomme senere i livet,[ 3.4194496 -0.234883  -2.8749635],[0.97302264 0.02518062 0.00179678]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.2343407 -1.7521608 -2.3842354],[0.9961669  0.00250281 0.00133021]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 2.7659495  0.9010003 -3.3630624],[0.8642423  0.13387465 0.00188295]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 4.862809  -2.2774897 -2.5489953],[9.9860543e-01 7.9141004e-04 6.0323736e-04]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 2.0026736   0.97071433 -2.5179634 ],[0.731427   0.26061344 0.00795945]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 3.1888416   0.03749628 -2.8868167 ],[0.95685303 0.04094806 0.00219898]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 5.1525927 -1.8956418 -3.184089 ],[9.9889272e-01 8.6797960e-04 2.3930079e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 4.615128  -2.0290456 -2.5023315],[9.9789208e-01 1.2988399e-03 8.0911501e-04]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-3.6768298 -3.5009794  6.84019  ],[2.7070158e-05 3.2274642e-05 9.9994063e-01]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-0.14784628  3.2812467  -2.6324875 ],[0.03131654 0.966073   0.0026104 ]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 5.374565  -2.6931105 -2.678842 ],[9.9936885e-01 3.1331330e-04 3.1781566e-04]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 5.2245145 -2.1128497 -3.0736578],[9.9910104e-01 6.5017847e-04 2.4874773e-04]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-4.786176   7.5404654 -2.4004445],[4.4318494e-06 9.9994743e-01 4.8160906e-05]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 1.9811803   0.43021843 -1.9942776 ],[0.8124701  0.17227934 0.01525064]
36,positive,positive,TRUE,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-5.568833   1.8270388  3.824845 ],[7.3300682e-05 1.1942469e-01 8.8050205e-01]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.3038914 -3.51889    6.274664 ],[6.9188209e-05 5.5803201e-05 9.9987495e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-5.666926    6.6491547  -0.72740483],[4.4763160e-06 9.9937016e-01 6.2535610e-04]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-5.732448   5.3207083  0.8645819],[1.5655127e-05 9.8851043e-01 1.1473877e-02]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 5.363148 -2.88795  -2.483243],[9.9934834e-01 2.6080164e-04 3.9090615e-04]
41,positive,neutral,MISS,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-5.0949807   0.90175086  4.123722  ],[9.535541e-05 3.834357e-02 9.615611e-01]
42,positive,neutral,MISS,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-5.5377445  -0.11692401  5.527511  ],[1.559122e-05 3.524624e-03 9.964598e-01]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 6.0403457 -4.6425424 -1.6128234],[9.9950278e-01 2.2922644e-05 4.7430192e-04]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 5.6187444 -3.5032077 -2.1916528],[9.9948549e-01 1.0918503e-04 4.0528833e-04]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 5.6390896 -3.089919  -2.5822158],[9.9956959e-01 1.6175314e-04 2.6874803e-04]
46,negative,neutral,MISS,"Hvad sker der med i dag, kan ikke komme ind??",[ 5.331978  -2.2574182 -3.0146425],[9.9925750e-01 5.0541089e-04 2.3702065e-04]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.5523343 -2.7920797 -2.797674 ],[9.9952614e-01 2.3760812e-04 2.3628261e-04]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 0.8574437  -0.08820471 -0.30341   ],[0.58766615 0.22826578 0.18406802]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 6.2869706 -3.905082  -2.5373046],[9.9981552e-01 3.7459980e-05 1.4709095e-04]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 6.7291336 -4.62839   -2.3624957],[9.9987566e-01 1.1679827e-05 1.1259048e-04]
