,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.8678763 -1.0879356  2.0837092],[0.04775836 0.03832472 0.91391695]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.2383754   0.12163061  1.1097691 ],[0.06509421 0.25362116 0.68128467]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.2372158  5.7312336 -3.7520032],[1.2733960e-04 9.9979657e-01 7.6101715e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.3629212  1.4091042  0.5099378],[0.01608867 0.6993427  0.28456864]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 7.0976124 -3.8711185 -2.7131104],[9.9992788e-01 1.7230956e-05 5.4856249e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.5251954  5.072003  -2.44443  ],[1.8448784e-04 9.9927181e-01 5.4367376e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.3329225 -1.9864118  3.7922862],[0.00589173 0.00306504 0.9910432 ]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.5656796 -2.6568186 -2.6791692],[9.9946910e-01 2.6840085e-04 2.6246853e-04]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.0534275  1.7973024 -3.1885514],[0.32067195 0.6747171  0.00461098]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.3362155  3.529099  -1.0523248],[0.00103171 0.98884225 0.01012605]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 1.0859716  1.8622668 -3.4039278],[0.31400853 0.68246776 0.00352373]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.3946935  3.5801694 -2.9467719],[0.00685209 0.9916965  0.00145132]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.278242    0.50745755 -3.199757  ],[0.85151523 0.14492738 0.00355736]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.02997   -2.819996  -1.7309557],[9.9845445e-01 3.8916283e-04 1.1563664e-03]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-0.73185647  2.2217314  -1.9955933 ],[0.04888249 0.93730354 0.013814  ]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[ 1.1557643 -2.5210721  1.7906152],[0.34340143 0.00868905 0.6479095 ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.900729  -3.80644   -2.5609071],[9.9989986e-01 2.2381639e-05 7.7771416e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.511607   5.146064  -2.4596624],[1.736720e-04 9.993291e-01 4.972600e-04]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.3455682 -1.7504926  4.814779 ],[7.7509129e-04 1.4053708e-03 9.9781954e-01]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.2417629 -1.0715617  3.6707702],[0.00267477 0.00861982 0.98870546]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-0.4332857  3.2316773 -3.392932 ],[0.0249336  0.97377396 0.00129249]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.951991  -2.842641  -2.5757148],[9.9965072e-01 1.5149148e-04 1.9783930e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.0399344  4.696843  -2.5714326],[4.3598170e-04 9.9886763e-01 6.9652370e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 6.543239  -3.2333918 -2.8785954],[9.9986231e-01 5.6754925e-05 8.0926227e-05]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 6.43341  -2.849753 -3.158062],[9.998387e-01 9.296157e-05 6.829773e-05]
25,neutral,negative,MISS,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 0.7267798  2.6848285 -3.8975203],[0.1235285  0.87525964 0.00121188]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 0.40710995  0.6260492  -1.1810474 ],[0.4083204  0.5082591  0.08342054]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 6.3181167 -2.9041646 -3.090539 ],[9.998192e-01 9.879513e-05 8.199634e-05]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 5.796247  -1.6420864 -3.948694 ],[9.9935359e-01 5.8788445e-04 5.8552465e-05]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 3.443407   -0.13389169 -3.3130128 ],[0.9717092  0.02716034 0.00113047]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-1.5458906  -0.30160964  1.9325919 ],[0.02711428 0.09409843 0.8787873 ]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-0.15779577  2.5338738  -2.9382148 ],[0.0632179  0.93286175 0.0039203 ]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 6.906248  -4.069482  -2.3134863],[9.9988377e-01 1.7110024e-05 9.9053505e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 5.457184  -1.7484077 -3.5392227],[9.9913448e-01 7.4178021e-04 1.2374687e-04]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-2.829419   -0.04605198  3.076859  ],[0.00260071 0.04206236 0.9553369 ]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-1.50246    4.1639385 -3.6989923],[3.4470512e-03 9.9616975e-01 3.8327096e-04]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.2929473  2.213131   0.9305921],[0.00316999 0.78039986 0.21643007]
37,neutral,positive,MISS,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.3055956   2.4315915   0.37130886],[0.00285132 0.8844535  0.11269525]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-3.7210312  1.0334162  2.632265 ],[0.00144617 0.16789939 0.83065444]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-3.935323   3.940407  -1.2818575],[3.776706e-04 9.942583e-01 5.364122e-03]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 6.943225  -4.305345  -2.0286937],[9.9986005e-01 1.3024095e-05 1.2690674e-04]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-2.5922775  3.8465676 -2.247652 ],[0.00159212 0.9961606  0.00224721]
42,positive,neutral,MISS,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-2.055654  -0.9926736  3.2013273],[0.00510735 0.01478571 0.98010695]
43,neutral,negative,MISS,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 2.1322474  2.1900704 -4.6204906],[0.48527315 0.51416016 0.00056664]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 7.0567646 -4.338686  -2.1400757],[9.9988747e-01 1.1245268e-05 1.0134776e-04]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 6.0645394 -3.4580767 -2.025612 ],[9.9962044e-01 7.3150186e-05 3.0642687e-04]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[ 1.5782142  2.5175076 -4.3921213],[2.8084159e-01 7.1844137e-01 7.1709655e-04]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 6.669572  -3.0982144 -3.1600642],[9.9988890e-01 5.7260637e-05 5.3826388e-05]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 1.6152213 -1.0096511 -0.4615658],[0.834877   0.06048601 0.10463702]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 2.015502  -1.3138171 -0.5392875],[0.8980481  0.03216583 0.06978604]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 7.0404863 -4.470586  -2.0518374],[9.9987745e-01 1.0017323e-05 1.1251254e-04]
51,negative,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 5.285869  -2.0540876 -2.8790216],[9.9906737e-01 6.4847321e-04 2.8420254e-04]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 7.0088205 -4.1488495 -2.350615 ],[9.99899507e-01 1.42640165e-05 8.61400113e-05]
53,neutral,neutral,TRUE,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-3.2818213  5.272688  -2.9816184],[1.9258715e-04 9.9954742e-01 2.6001807e-04]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 6.9852715 -4.2864695 -2.2109303],[9.99885798e-01 1.27261055e-05 1.01412363e-04]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 6.977318  -3.848519  -2.6188545],[9.9991214e-01 1.9877443e-05 6.7982503e-05]
56,negative,negative,TRUE,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[ 2.9354627   0.29283175 -3.3095396 ],[0.93186754 0.06632452 0.00180794]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 7.0255165 -4.0544186 -2.3948495],[9.9990356e-01 1.5417128e-05 8.1048507e-05]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[ 0.6360092  1.7753689 -2.8049386],[0.24056959 0.7517239  0.00770648]
