,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.9759328 -3.2865584  4.9342923],[2.7035188e-03 2.6818670e-04 9.9702829e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.1743536 -1.2217683  3.7889218],[0.00254794 0.00660528 0.9908468 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.5661848  6.295487  -4.1221886],[5.2130858e-05 9.9991798e-01 2.9896861e-05]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.68746    1.5041672  2.950305 ],[3.8990288e-04 1.9052237e-01 8.0908775e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 7.2059994 -3.30302   -3.4866362],[9.9994993e-01 2.7287828e-05 2.2710445e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-2.6966555  4.16003   -2.1875196],[0.00104945 0.99720436 0.00174614]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.541856  -3.6580722  7.158865 ],[6.1234365e-05 2.0055268e-05 9.9991870e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.1938667 -1.2794826 -2.8835368],[9.9498415e-01 4.1760979e-03 8.3972845e-04]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 0.46712846  2.392173   -3.3631973 ],[0.12694937 0.8702955  0.00275512]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-5.376194  6.338174 -2.21356 ],[8.1738599e-06 9.9979860e-01 1.9317088e-04]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-2.4390624  5.5423484 -4.184231 ],[3.4161969e-04 9.9959868e-01 5.9652109e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.83733    5.1775556 -3.3304787],[3.3033013e-04 9.9946803e-01 2.0173292e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.314785   1.6148871 -4.547713 ],[0.6676983  0.33160302 0.00069861]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 2.9277184 -1.6068457 -1.0919858],[0.9721103  0.01043228 0.01745742]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.2260025  2.7562096 -1.1129901],[0.00667378 0.9730145  0.02031174]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.619006  -4.197989   6.8073387],[2.1896897e-04 1.6609050e-05 9.9976438e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 7.1102    -3.310044  -3.3625069],[9.9994195e-01 2.9820863e-05 2.8296716e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.419082   6.3565655 -2.9492702],[2.0900034e-05 9.9988830e-01 9.0882109e-05]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.2084682 -1.293094   4.9437895],[2.8743915e-04 1.9515622e-03 9.9776101e-01]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.2714345 -2.6194212  6.6548176],[4.8867645e-05 9.3796662e-05 9.9985731e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.2585025  6.2036595 -4.038471 ],[7.7729528e-05 9.9988663e-01 3.5632813e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 4.856635  -1.7157823 -2.8627381],[9.9816078e-01 1.3958411e-03 4.4332203e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.5969484  5.1316524 -3.5448232],[4.3979104e-04 9.9938977e-01 1.7044703e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.808716  -1.4765054 -4.1854925],[9.9926931e-01 6.8509573e-04 4.5630266e-05]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 3.8411596   0.11018156 -3.9736469 ],[9.7620672e-01 2.3399072e-02 3.9410731e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 4.555345  -0.8236375 -3.587379 ],[9.9512047e-01 4.5900056e-03 2.8942470e-04]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 0.9088192  -0.656358   -0.22879228],[0.6537508  0.13666724 0.20958193]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 6.6712265 -2.540597  -3.8732874],[9.9987376e-01 9.9839199e-05 2.6334257e-05]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 6.383701  -1.7623665 -4.40381  ],[9.9968958e-01 2.8978303e-04 2.0649461e-05]
29,neutral,neutral,TRUE,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 1.3837638  1.5919092 -3.2279239],[0.44616422 0.54940313 0.00443266]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-2.2376058 -2.0784104  4.853137 ],[8.3127437e-04 9.7472541e-04 9.9819404e-01]
