,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.9648419 -2.7461922  4.28137  ],[5.2352133e-03 8.8166550e-04 9.9388313e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.0922582 -2.009114   4.7492743],[0.00106609 0.00115852 0.9977754 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.9371998  6.492856  -4.8011513],[8.0267302e-05 9.9990737e-01 1.2446141e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-5.816849    5.6910253  -0.80029005],[1.0035318e-05 9.9847573e-01 1.5142412e-03]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.592586  -2.7415168 -3.5070245],[9.9987054e-01 8.8347551e-05 4.1090247e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.1746426  7.037386  -3.9158208],[1.3510283e-05 9.9996901e-01 1.7501256e-05]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.6723205 -3.016468   5.407873 ],[8.4071816e-04 2.1922725e-04 9.9894005e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 1.6917144  1.6325063 -3.7629178],[0.51366687 0.4841365  0.00219667]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-1.4883991  4.7450867 -4.024183 ],[1.9584510e-03 9.9788648e-01 1.5510849e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-4.800163   7.0628176 -3.4307318],[7.046253e-06 9.999653e-01 2.771369e-05]
