,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.68618155 -1.2400777   1.9653893 ],[0.06348805 0.03648698 0.90002495]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.3384635 -1.0228705  2.6190593],[0.018282   0.02506594 0.95665205]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.9234288  4.2748427 -3.1104608],[2.0275617e-03 9.9735379e-01 6.1866088e-04]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.9003203  0.7354786  2.8430052],[0.00104988 0.10825365 0.89069647]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.7774563 -1.6208249 -2.624377 ],[9.9773067e-01 1.6606386e-03 6.0874841e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-2.1677225  3.1338415 -1.3074974],[0.00490162 0.98351246 0.01158593]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.8084968 -2.6963694  4.975822 ],[1.1295743e-03 4.6485395e-04 9.9840564e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 2.7917402  -0.63386315 -1.8606877 ],[0.95963025 0.03121643 0.00915335]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.2785227  1.7870802 -4.1764507],[0.6198414  0.3791838  0.00097481]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.637408   1.0819739  1.1376082],[0.01164997 0.48043203 0.507918  ]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 2.33242    0.2483413 -2.3442578],[0.882043   0.10974527 0.00821173]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.1421397  3.9659774 -3.3345218],[6.0070753e-03 9.9332219e-01 6.7069294e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 1.6638995  0.873909  -2.7133582],[0.68193805 0.30949697 0.00856497]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 2.7627976  -0.85371214 -1.4321551 ],[0.95974094 0.0257943  0.01446469]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-0.9618002   1.4168205  -0.78711516],[0.07703639 0.83122325 0.09174039]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.3140192 -2.7508063  4.5365305],[2.8680991e-03 6.8171904e-04 9.9645019e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.235709  -1.6638156 -1.9627745],[0.9952494  0.00272773 0.00202285]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.6101148  4.452876  -2.2157612],[8.5439649e-04 9.9787819e-01 1.2674334e-03]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.411144  -1.1402194  3.914684 ],[0.00177499 0.00632631 0.99189866]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.532015  -1.5324743  4.287305 ],[0.00108805 0.00295626 0.9959557 ]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[ 0.40225005  2.6345356  -3.4049516 ],[0.09668042 0.9011723  0.0021473 ]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 3.0605376 -0.5855822 -1.9993241],[0.96858054 0.02527237 0.00614704]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-0.9362378  3.6653461 -3.355645 ],[9.9274311e-03 9.8918927e-01 8.8328653e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.2829     -0.99141717 -2.7772655 ],[9.940554e-01 5.091009e-03 8.535319e-04]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 4.2915716  -0.98930365 -2.7348204 ],[9.9405944e-01 5.0577503e-03 8.8285445e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 3.4902458 -0.1755117 -2.8798103],[0.9734284  0.02490496 0.00166657]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 0.01494081  2.304532   -2.4034553 ],[0.09124114 0.9006325  0.00812634]
