,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.3777344 -1.9825879  3.6835108],[0.00627616 0.00342775 0.99029607]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.3310657 -1.1392478  3.8598404],[0.00203012 0.00668532 0.9912846 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.083551   4.0997725 -1.9443529],[7.5677136e-04 9.9687886e-01 2.3643512e-03]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.9264538  0.3010632  3.4437113],[6.033392e-04 4.135698e-02 9.580397e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.414519  -1.6368283 -2.2638836],[0.9964005  0.00234621 0.00125326]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.1465268  4.4470396 -1.9169271],[5.0256267e-04 9.9777871e-01 1.7186938e-03]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.086326  -2.6013024  5.1817403],[6.9668307e-04 4.1627829e-04 9.9888700e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 3.384747   -0.86599684 -2.2080781 ],[0.98233944 0.0140019  0.00365871]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.71415836  2.693935   -2.3002672 ],[0.03183465 0.96164805 0.00651721]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.8554559   2.2665882   0.90113485],[0.00174476 0.7952546  0.20300062]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 0.9237086  1.3571727 -2.3134613],[0.3873166  0.5974715  0.01521182]
