,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-4.150008   1.3725761  1.6185787],[0.00175019 0.43803963 0.56021017]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.4369135 -0.5677095  4.6907034],[3.9752143e-05 5.1764143e-03 9.9478382e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.7831607  8.986493  -5.836569 ],[2.8458280e-06 9.9999678e-01 3.6511076e-07]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-6.8175244   0.02743546  5.2939744 ],[5.4677002e-06 5.1349117e-03 9.9485970e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 8.595116  -1.7541939 -6.444513 ],[9.9996769e-01 3.2013842e-05 2.9400729e-07]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.0720434  8.109036  -4.675149 ],[5.1264979e-06 9.9999201e-01 2.8047577e-06]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-5.288515  -4.6412067  8.958086 ],[6.4979884e-07 1.2413703e-06 9.9999809e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-3.5012238  5.506037  -2.6884232],[1.2246810e-04 9.9960142e-01 2.7606933e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 6.7489157  -5.2164555  -0.78631204],[9.9946004e-01 6.3572716e-06 5.3365133e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.333682  -2.9204915  8.192267 ],[4.9142091e-07 1.4920507e-05 9.9998462e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 9.867096  -4.920136  -3.7127218],[9.9999833e-01 3.7843060e-07 1.2657832e-06]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-5.0385685  8.557133  -4.565555 ],[1.2458352e-06 9.9999678e-01 1.9993440e-06]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.722454   7.373634  -3.1923623],[5.5811270e-06 9.9996865e-01 2.5777012e-05]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 8.150415  -3.4833996 -3.1043642],[9.9997818e-01 8.8611259e-06 1.2944991e-05]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 7.688016  -4.645235  -2.3964765],[9.9995387e-01 4.4026797e-06 4.1719628e-05]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-5.981332 -3.846195  8.578319],[4.7514064e-07 4.0188356e-06 9.9999547e-01]
