,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Ville være fantastisk, meeeen....",[-3.902029    2.2977207   0.41394842],[0.00175898 0.866517   0.13172409]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.3841777 -1.3863875  5.464897 ],[1.9401654e-05 1.0569568e-03 9.9892360e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.7285728  8.962548  -5.9647894],[3.0783262e-06 9.9999654e-01 3.2895625e-07]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-6.7413917  -0.84345293  6.0732584 ],[2.7179221e-06 9.9009986e-04 9.9900717e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 8.861094  -2.0076122 -6.3238735],[9.9998069e-01 1.9044619e-05 2.5423995e-07]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.004135  8.218678 -4.77289 ],[4.9169571e-06 9.9999285e-01 2.2794516e-06]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-5.338198  -4.6451073  9.00128  ],[5.9216569e-07 1.1842642e-06 9.9999821e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-3.480916   6.9561596 -4.1475973],[2.9323539e-05 9.9995565e-01 1.5054988e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 7.6496377 -4.8406734 -2.0728083],[9.9993622e-01 3.7626978e-06 5.9919403e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.2835026 -3.1166224  8.279866 ],[4.733738e-07 1.123474e-05 9.999883e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[10.144181  -4.8337536 -4.068264 ],[9.9999893e-01 3.1272677e-07 6.7237721e-07]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-5.1175427  8.873503  -4.7358427],[8.3900682e-07 9.9999797e-01 1.2289536e-06]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.158858   8.091402  -4.1350927],[4.7838303e-06 9.9999034e-01 4.8988777e-06]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 8.548442  -3.023347  -4.0046015],[9.9998701e-01 9.4282341e-06 3.5340843e-06]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 9.014906  -4.8335314 -3.3457959],[9.9999475e-01 9.6760425e-07 4.2836427e-06]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-6.0368733 -3.5773942  8.269937 ],[6.1182590e-07 7.1575787e-06 9.9999225e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 9.983446  -4.500527  -4.5321007],[9.9999905e-01 5.1249566e-07 4.9656683e-07]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.5254107  7.16562   -3.3280032],[3.0785211e-06 9.9996924e-01 2.7711763e-05]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-7.049831   5.9721403 -1.4923233],[2.2099384e-06 9.9942505e-01 5.7276280e-04]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-6.696615  -2.5223162  7.486717 ],[6.9220886e-07 4.4989618e-05 9.9995434e-01]
