,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Ville være fantastisk, meeeen....",[-4.1026754   2.2248826   0.70196646],[0.00146442 0.81976527 0.17877035]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.6933293 -2.1523285  6.5246477],[4.9399623e-06 1.7043586e-04 9.9982470e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.895535   9.1126995 -5.9537573],[2.2417885e-06 9.9999750e-01 2.8623313e-07]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-6.7835526 -1.312262   6.588732 ],[1.5571462e-06 3.7023757e-04 9.9962819e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 8.906484  -1.9693688 -6.412771 ],[9.9998081e-01 1.8909015e-05 2.2229199e-07]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.4513183  8.390612  -4.620495 ],[2.6473926e-06 9.9999511e-01 2.2353529e-06]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-5.384334  -4.7513866  9.168932 ],[4.7818509e-07 9.0049605e-07 9.9999857e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-4.1247168  6.9981365 -3.781972 ],[1.4770347e-05 9.9996436e-01 2.0808602e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 7.1359324 -5.04352   -1.278238 ],[9.9977320e-01 5.1337215e-06 2.2165310e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.2333455 -3.4826736  8.63767  ],[3.4801459e-07 5.4475258e-06 9.9999416e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[10.223258  -4.870068  -4.0855103],[9.9999917e-01 2.7864496e-07 6.1063338e-07]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-5.2713666  8.947189  -4.7093945],[6.6828085e-07 9.9999809e-01 1.1722498e-06]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.443009   8.187261  -4.0107336],[3.2714468e-06 9.9999177e-01 5.0405142e-06]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 8.310237  -3.0497336 -3.7061725],[9.99982238e-01 1.16525225e-05 6.04410798e-06]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 9.001439  -4.893469  -3.2560575],[9.999943e-01 9.236675e-07 4.749351e-06]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-6.0213714 -3.8871453  8.607605 ],[4.4331688e-07 3.7462539e-06 9.9999583e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[10.041425  -4.5332646 -4.542186 ],[9.9999905e-01 4.6804993e-07 4.6389317e-07]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.6684003  7.214463  -3.2622943],[2.5411480e-06 9.9996936e-01 2.8183111e-05]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-7.290998   5.6499653 -1.037528 ],[2.3947978e-06 9.9875271e-01 1.2448486e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-6.6685853 -2.8903227  7.866608 ],[4.8689600e-07 2.1296813e-05 9.9997818e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.6865263  6.7768188 -3.7636983],[2.8562963e-05 9.9994493e-01 2.6441605e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[10.4306135 -4.6087475 -4.481473 ],[9.999994e-01 2.940954e-07 3.340126e-07]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.7653203  5.2468433 -3.1018422],[1.2187413e-04 9.9964142e-01 2.3662263e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 9.967383  -3.8093233 -5.1577044],[9.9999869e-01 1.0395652e-06 2.6993382e-07]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-4.7355156  8.782454  -4.95819  ],[1.3465410e-06 9.9999762e-01 1.0777381e-06]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[10.285822  -3.9918175 -5.1058435],[9.9999917e-01 6.2994070e-07 2.0676845e-07]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 6.8710303 -3.6754003 -2.3379858],[9.9987352e-01 2.6283818e-05 1.0011988e-04]
27,neutral,negative,MISS,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 2.6347618  3.690923  -6.7066307],[2.5803792e-01 7.4193949e-01 2.2634369e-05]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.6986516  6.5303884 -6.3016567],[7.2468916e-04 9.9927264e-01 2.6717623e-06]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 8.877649 -3.154025 -5.040433],[9.9999309e-01 5.9526064e-06 9.0250722e-07]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 0.54672617 -1.7797539   1.2380431 ],[0.32320815 0.03155766 0.6452342 ]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-3.8206904  9.111521  -5.9477634],[2.4188616e-06 9.9999738e-01 2.8829348e-07]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[10.358299  -4.33846   -4.4703074],[9.9999928e-01 4.1426503e-07 3.6309282e-07]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 9.703414  -3.1037364 -5.7645106],[9.9999702e-01 2.7410956e-06 1.9158638e-07]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-6.6808867  5.006487  -0.673447 ],[8.3705545e-06 9.9658954e-01 3.4021409e-03]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 3.9457648  3.0640934 -7.6578817],[7.0716387e-01 2.9282966e-01 6.4583346e-06]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-5.691829  8.981998 -4.52325 ],[4.2387384e-07 9.9999821e-01 1.3637795e-06]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-5.283897    0.26361942  3.4559581 ],[1.5373762e-04 3.9448984e-02 9.6039724e-01]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-5.877792  -2.7178102  7.3306265],[1.8350058e-06 4.3251344e-05 9.9995494e-01]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-5.255441   9.1819105 -4.9332056],[5.3695447e-07 9.9999869e-01 7.4110955e-07]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[10.185639  -4.5659285 -4.456691 ],[9.9999917e-01 3.9217068e-07 4.3743793e-07]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-5.677237   8.765063  -4.6116953],[5.3430296e-07 9.9999797e-01 1.5507675e-06]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-7.612675   3.8843133  1.419631 ],[9.3642566e-06 9.2161995e-01 7.8370735e-02]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[10.086968  -4.0539455 -5.0114164],[9.9999905e-01 7.2223526e-07 2.7723902e-07]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[10.102094 -5.074312 -3.514235],[9.9999857e-01 2.5643072e-07 1.2204016e-06]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[10.200713  -4.5502667 -4.503593 ],[9.9999928e-01 3.9240118e-07 4.1115055e-07]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[-0.04896487  6.700382   -7.008397  ],[1.1702720e-03 9.9882871e-01 1.1113319e-06]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.1915054  1.6952134 -7.196994 ],[9.7057813e-01 2.9417794e-02 4.0436512e-06]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 9.877344  -4.11177   -4.7011604],[9.9999869e-01 8.4062845e-07 4.6626772e-07]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[10.315103  -4.5743403 -4.289099 ],[9.9999917e-01 3.4166220e-07 4.5443858e-07]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[10.319437  -4.795563  -4.1850986],[9.9999928e-01 2.7267083e-07 5.0206495e-07]
51,neutral,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 0.32926634  4.0283127  -4.701067  ],[2.4145672e-02 9.7569644e-01 1.5783137e-04]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[10.342881  -4.769347  -4.2035856],[9.9999928e-01 2.7342756e-07 4.8144807e-07]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-4.671039 -5.281786  9.136188],[1.0083172e-06 5.4746079e-07 9.9999845e-01]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[10.373275  -4.797024  -4.1106815],[9.9999928e-01 2.5800182e-07 5.1250413e-07]
