,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Ville være fantastisk, meeeen....",[-4.3475933  2.499796   0.6259776],[0.00092    0.86610186 0.13297805]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.8557615 -2.221105   6.7618837],[3.3126103e-06 1.2551100e-04 9.9987113e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.0972033  9.351633  -5.98125  ],[1.4429254e-06 9.9999833e-01 2.1928697e-07]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-6.95467   -1.2345446  6.6947694],[1.1802314e-06 3.5990326e-04 9.9963892e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 9.080738  -1.9979693 -6.5300927],[9.9998450e-01 1.5437310e-05 1.6607177e-07]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.7633705  8.764251  -4.736984 ],[1.3336061e-06 9.9999738e-01 1.3692647e-06]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-5.459301  -4.8539014  9.369028 ],[3.6319346e-07 6.6536495e-07 9.9999893e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-4.3573513  7.2902937 -3.9087439],[8.7394146e-06 9.9997759e-01 1.3687057e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 7.2171307 -5.1626487 -1.1884615],[9.9977225e-01 4.2017577e-06 2.2356246e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.2831316 -3.6482213  8.879755 ],[2.5992034e-07 3.6238268e-06 9.9999607e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[10.396881  -4.9225235 -4.1581035],[9.9999928e-01 2.2226281e-07 4.7736438e-07]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-5.404971   9.162742  -4.7895117],[4.713268e-07 9.999987e-01 8.721934e-07]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.655378   8.472947  -4.0953336],[1.9881022e-06 9.9999452e-01 3.4806671e-06]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 8.397322  -3.0566242 -3.7631826],[9.9998415e-01 1.0607365e-05 5.2330297e-06]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 9.180737  -4.951559  -3.3312016],[9.9999559e-01 7.2848405e-07 3.6824124e-06]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-6.0875845 -3.9634612  8.795718 ],[3.4376558e-07 2.8757922e-06 9.9999678e-01]
