,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Ville være fantastisk, meeeen....",[-4.518301   2.7212605  0.5414537],[6.4431550e-04 8.9784259e-01 1.0151312e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.9458346 -2.249571   6.8901052],[2.6630207e-06 1.0731028e-04 9.9988997e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.240391   9.546624  -6.0212264],[1.0289042e-06 9.9999881e-01 1.7336765e-07]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-7.080304  -1.1920375  6.7940845],[9.4250021e-07 3.4003460e-04 9.9965906e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 9.254615 -2.051259 -6.612108],[9.9998760e-01 1.2300307e-05 1.2857731e-07]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.95071   9.032089 -4.834978],[8.459536e-07 9.999982e-01 9.497480e-07]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-5.519567 -4.934665  9.532708],[2.9032188e-07 5.2107401e-07 9.9999917e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-4.4310637  7.487851  -4.0336385],[6.6630623e-06 9.9998343e-01 9.9145545e-06]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 7.383645  -5.257472  -1.2172208],[9.9981290e-01 3.2355742e-06 1.8391195e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.3229637 -3.7774467  9.072444 ],[2.0599570e-07 2.6264076e-06 9.9999714e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[10.556559 -4.973533 -4.223988],[9.999994e-01 1.800389e-07 3.809694e-07]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-5.5085716  9.34288   -4.8574224],[3.548918e-07 9.999989e-01 6.805917e-07]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.7858543  8.687201  -4.178527 ],[1.4083962e-06 9.9999595e-01 2.5851386e-06]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 8.555035  -3.1016483 -3.8554466],[9.9998724e-01 8.6608670e-06 4.0755936e-06]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 9.370704 -5.008494 -3.415765],[9.9999666e-01 5.6910471e-07 2.7983745e-06]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-6.1450486 -4.0260615  8.950837 ],[2.7793212e-07 2.3131488e-06 9.9999738e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[10.372979  -4.634656  -4.6613803],[9.9999940e-01 3.0357543e-07 2.9557017e-07]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.941552   7.8451486 -3.583825 ],[1.0292162e-06 9.9998808e-01 1.0875629e-05]
