,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Ville være fantastisk, meeeen....",[-4.240844   2.372045   0.6675589],[0.001135   0.8451594  0.15370561]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.793986  -2.1938043  6.6683064],[3.8692988e-06 1.4163522e-04 9.9985445e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.007603   9.240006  -5.9645686],[1.7645549e-06 9.9999797e-01 2.4930804e-07]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-6.8782706 -1.265243   6.6415687],[1.3435318e-06 3.6809070e-04 9.9963057e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 8.987721  -1.9724935 -6.481417 ],[9.9998236e-01 1.7379272e-05 1.9135094e-07]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.6348658  8.597505  -4.6796227],[1.7916497e-06 9.9999654e-01 1.7132289e-06]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-5.4245863 -4.806525   9.275475 ],[4.1289934e-07 7.6606335e-07 9.9999881e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-4.2864943  7.168546  -3.8421984],[1.0595648e-05 9.9997282e-01 1.6522768e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 7.1455083 -5.106841  -1.1975702],[9.9975723e-01 4.7727272e-06 2.3798060e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.2612205 -3.5698352  8.766492 ],[2.9754017e-07 4.3893419e-06 9.9999535e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[10.311708  -4.896344  -4.1230626],[9.9999917e-01 2.4844275e-07 5.3834219e-07]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-5.3441095  9.060878  -4.7509913],[5.5461652e-07 9.9999845e-01 1.0036470e-06]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.569452   8.345215  -4.0511794],[2.4616622e-06 9.9999332e-01 4.1334365e-06]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 8.328122  -3.0397873 -3.7221975],[9.999826e-01 1.156038e-05 5.842586e-06]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 9.083344  -4.921955  -3.2887592],[9.999949e-01 8.271294e-07 4.235078e-06]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-6.057359  -3.9273624  8.708209 ],[3.8671749e-07 3.2541639e-06 9.9999630e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[10.126953 -4.558214 -4.574164],[9.9999917e-01 4.1909502e-07 4.1246381e-07]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.7531896  7.410089  -3.3639424],[1.9197773e-06 9.9997711e-01 2.0935704e-05]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-7.353626   5.7829223 -1.0771831],[1.9697611e-06 9.9895030e-01 1.0477024e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-6.7150292 -2.9440153  7.9797287],[4.1508773e-07 1.8024788e-05 9.9998152e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.8447907  6.93555   -3.7939887],[2.0803613e-05 9.9995720e-01 2.1887789e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[10.512614  -4.6350894 -4.512695 ],[9.9999940e-01 2.6389782e-07 2.9825733e-07]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.9223542  5.5382586 -3.219307 ],[7.7840530e-05 9.9976498e-01 1.5723005e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[10.045277  -3.8268833 -5.195846 ],[9.999988e-01 9.449242e-07 2.403609e-07]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-4.8035884  8.945231  -5.023566 ],[1.0689633e-06 9.9999809e-01 8.5788167e-07]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[10.368386  -4.0170336 -5.134699 ],[9.9999917e-01 5.6557627e-07 1.8496745e-07]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 6.9654055 -3.7126155 -2.362251 ],[9.9988806e-01 2.3043372e-05 8.8920431e-05]
