,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,@USER @USER @USER Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),[-4.381917  5.789158 -4.127222],[3.8257826e-05 9.9991238e-01 4.9355192e-05]
1,negative,negative,TRUE,"@USER Nu har jeg ikke set straffesparket fra Pokalkampen Fcb-Bremen men har læst at det var skandaløst at den blev dømt. (Kun Bayernfolk der mente den var god nok) men når dommeren er blevet frataget kommende tjanser, og DFB har været ude og undskylde, så er der et kæmpe problem",[ 7.1839924 -4.1550508 -4.2027764],[9.9997675e-01 1.1898885e-05 1.1344340e-05]
2,negative,negative,TRUE,"@USER Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",[ 7.5773644 -4.0421286 -4.760755 ],[9.9998665e-01 8.9890191e-06 4.3814412e-06]
3,neutral,neutral,TRUE,@USER @USER Præcis... Det er jo FREDENS religion😏,[-4.694134   6.014816  -4.2284007],[2.2342765e-05 9.9994206e-01 3.5596098e-05]
4,positive,positive,TRUE,Merete Eldrup stopper som topchef i TV 2 [LINK],[-4.905244 -4.124499  6.436911],[1.1861731e-05 2.5895335e-05 9.9996221e-01]
5,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg [LINK] [LINK],[-4.549858  -4.6558127  6.559334 ],[1.49736225e-05 1.34682496e-05 9.99971509e-01]
6,neutral,neutral,TRUE,at få elever til at vælge en håndværkeruddannelse kræver at de ser håndværksfagene som en attraktiv vej ind i et spændende arbejdsliv. Heldigvis er det ikke længere lavstatus at være håndværker...... [LINK],[-4.788952   6.0700655 -4.224405 ],[1.9229396e-05 9.9994695e-01 3.3817814e-05]
7,positive,positive,TRUE,"@USER @USER Det er vel ikke mediernes opgave at opdrage danskerne til at opføre sig ordentligt ? @USER belyser et problem og en udfordring. Men det er da op til os på stemmesedlen at få gjort noget ved problemet. Thumps up for den leder Tom #dkpol #dkmedier #ftvalg2019 
#krp",[-4.6346593 -4.6238356  6.5875583],[1.3373379e-05 1.3518920e-05 9.9997306e-01]
8,positive,positive,TRUE,"PET er ikke blevet informeret i en lang række sager om radikaliseringsmistænkte på asylcentre og udrejsecentre. Heller ikke når de er forsvundet fra centrene. 46 er væk, og kun i 3 af sagerne er PET blevet orienteret om det. Samråd på tirsdag #dkpol @USER [LINK]",[-4.5082545 -4.625549   6.4997168],[1.6568583e-05 1.4734830e-05 9.9996865e-01]
9,neutral,neutral,TRUE,"@USER Det kan du sige, men med Artikel 13 bliver det jo det samme alle steder som fx også YouTube. Og som privat har man bare ikke det samme resch på sin egen blog",[-1.9116592  3.242395  -2.8104966],[0.00572938 0.99193853 0.0023321 ]
10,neutral,neutral,TRUE,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk [LINK]",[-4.647964   6.0077615 -4.235405 ],[2.3564133e-05 9.9994075e-01 3.5597852e-05]
11,positive,positive,TRUE,Fredagens Sikre valg fra den franske liga.. Så blev det weekend igen og foråret ser ud til virkelig at have taget godt fat i Danmark og det er jo noget der får humøret til at stige helt automatisk. [LINK],[-4.8409033 -3.860849   6.174259 ],[1.6449381e-05 4.3831016e-05 9.9993968e-01]
12,positive,positive,TRUE,"@USER @USER Paludan er vanvittig,men det virkelig problem er at vi har mennesker i vores samfund, der ikke vil acceptere de helt grundlæggende friheder om retten til at ytrer sig. I et sekulært samfund, skal religion kun tåle at bliver hånet, latterliggjort og kritiseret i enhver form #dkpol",[-2.7250261 -4.0278497  4.7249646],[5.8101735e-04 1.5789924e-04 9.9926108e-01]
13,neutral,neutral,TRUE,Hvad betyder politiske beslutninger for vores velfærd i de danske byer? Vi bidrager gerne med uafhængig byøkonomisk viden til dit #fmdk arrangement. #dkbiz #uddpol #dktrp #dkbolig #dkforsk. Kontakt:[LINK] [LINK],[-2.5784492  3.3515477 -2.2532258],[0.00264174 0.9937012  0.00365707]
14,positive,neutral,MISS,Når man er på besøg på en anden afdeling af ens virksomhed og kollegerne der behandler en som en spændende ny livsform og med stor respekt. Det er sgu sjovt :-D #arbejde #menneskerersjove #tillidsvalgt #hygge,[-3.5807447 -1.9461912  3.8019505],[6.1956147e-04 3.1765956e-03 9.9620384e-01]
15,neutral,positive,MISS,"@USER I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[-4.3426147  5.855183  -4.2956657],[3.7249425e-05 9.9992371e-01 3.9039965e-05]
16,negative,negative,TRUE,"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): [LINK] #dkpol #eudk [LINK]",[ 6.8962235 -3.3684402 -4.700044 ],[9.999560e-01 3.484128e-05 9.199957e-06]
17,neutral,neutral,TRUE,"Hvis du ikke er i fanzonen og gerne vil høre @USER-live. Så kan du nå det endnu. I panelet er @USER, @USER, @USER og Kasper Fisker. Skynd dig💛💙 [LINK]",[-4.9763827  4.851131  -2.5919359],[5.391225e-05 9.993610e-01 5.851128e-04]
18,positive,positive,TRUE,"@USER @USER Ved ikke om det er fair eller ej, men som forbruger mener jeg det er fair nok. Kvickly vil også gerne selv sammenligne sig med andre. Så syntes jeg Rema er en del over discountniveauet. Jeg lægger også stortset alle indkøb i Rema og er iøvrigt tidligere Coop ansat 😉",[-4.250105 -4.402641  6.180418],[2.9516008e-05 2.5340310e-05 9.9994516e-01]
19,negative,negative,TRUE,"@USER Men fair nok. Det er muligvis blevet bedre. Synes det, at det er underligt at sætte Messi under loop efter én gang, hvor han giver efter for de utallige svinestreger, han bliver udsat for. Jeg synes bestemt ikke det er kendetegnene for hans spil.",[ 4.696798  -1.5325849 -4.2811513],[9.9790764e-01 1.9665451e-03 1.2589735e-04]
