,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.2970858 -4.364522   5.045937 ],[1.7557452e-03 8.1712904e-05 9.9816257e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.710235  -1.8889327  5.965037 ],[2.3099879e-05 3.8804827e-04 9.9958891e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.8548343  3.9094281 -1.4477464],[0.00114756 0.99416566 0.0046867 ]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.76067    2.4952645  2.1578765],[4.118046e-04 5.833156e-01 4.162726e-01]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[-0.07703184  5.649708   -4.7253275 ],[3.2470028e-03 9.9672192e-01 3.1099502e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 1.049493   1.2334276 -2.437432 ],[0.4479219  0.538374   0.01370408]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.5444067 -4.4412637  6.9927588],[2.6530835e-05 1.0820584e-05 9.9996269e-01]
7,positive,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-2.253736    0.02279515  1.750897  ],[0.01524518 0.1485311  0.83622366]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 5.5380187  -0.26040167 -4.132682  ],[9.9691415e-01 3.0229837e-03 6.2910927e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-5.122889  -0.6102496  4.9642034],[4.1454245e-05 3.7790569e-03 9.9617946e-01]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-0.56752956  3.4907079  -1.9828999 ],[0.01691616 0.9789761  0.00410785]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.5201082  6.4904423 -2.62292  ],[4.4916491e-05 9.9984491e-01 1.1016654e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 0.06799641  4.0212092  -3.768536  ],[1.8823862e-02 9.8077011e-01 4.0599791e-04]
13,positive,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-1.3855973 -3.633868   4.2076445],[3.7076783e-03 3.9146273e-04 9.9590081e-01]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-1.7594119  3.1015496 -0.7176184],[0.00751978 0.97116697 0.02131328]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.978393  -2.28668    5.5402737],[7.3432828e-05 3.9865024e-04 9.9952793e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.453359  -2.348145  -1.9509712],[9.9898332e-01 4.0870323e-04 6.0799287e-04]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.0559444  -0.16242853  4.823057  ],[5.0888902e-05 6.7896931e-03 9.9315941e-01]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.6468546  4.1252775 -0.4072155],[4.1665789e-04 9.8894835e-01 1.0634984e-02]
