,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.8521942 -5.433943   5.849807 ],[1.2269287e-03 1.2560045e-05 9.9876058e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.035179 -3.351073  7.462906],[3.7337074e-06 2.0115840e-05 9.9997616e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.362353   7.104875  -2.7729392],[1.0466931e-05 9.9993825e-01 5.1297113e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-5.7905493  3.679372   1.632522 ],[6.8310532e-05 8.8556850e-01 1.1436322e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.705208   2.6350448 -6.3632245],[8.8795692e-01 1.1202927e-01 1.3849466e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.6427719  4.0115824 -3.6491783],[9.425886e-03 9.901078e-01 4.662902e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.339694  -4.4494543  7.5624924],[6.7754872e-06 6.0711682e-06 9.9998713e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-0.89679873  1.2180293  -0.64453685],[0.09456181 0.7837435  0.12169472]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 6.6209626 -0.5110576 -5.1175976],[9.9919361e-01 7.9845916e-04 7.9736647e-06]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-5.52396    2.1640017  2.4594603],[1.9550856e-04 4.2658463e-01 5.7321984e-01]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 0.31318414  3.2882624  -2.7569273 ],[0.04845532 0.9492956  0.0022491 ]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-4.0101986  7.1660275 -2.9344893],[1.4002417e-05 9.9994504e-01 4.1056057e-05]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 3.4996614  2.219911  -5.3559585],[7.82320023e-01 2.17568457e-01 1.11541834e-04]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 1.9771705 -1.6403631 -0.5370582],[0.9027111  0.02423672 0.07305218]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 2.302837   -2.3456876   0.38282973],[0.864916   0.0082822  0.12680179]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.9492426 -4.512515   7.4329357],[1.1396592e-05 6.4885680e-06 9.9998212e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.6142664 -3.0575907 -1.5055523],[9.9902070e-01 1.7117285e-04 8.0812129e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-6.352313   3.3801239  3.011363 ],[3.5070800e-05 5.9113878e-01 4.0882614e-01]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.7201493  5.031137  -1.2260956],[1.5792991e-04 9.9792945e-01 1.9125739e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-5.4382744 -2.7993202  7.1922045],[3.2706300e-06 4.5784094e-05 9.9995089e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-0.39997002  6.1131616  -5.5328007 ],[1.4816144e-03 9.9850971e-01 8.7412864e-06]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 8.52844   -4.1516805 -3.3700473],[9.9999011e-01 3.1123568e-06 6.8006120e-06]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.3199012  5.9821076 -2.4211211],[9.121202e-05 9.996848e-01 2.240718e-04]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-1.7703948  5.711267  -3.7845745],[5.6296104e-04 9.9936193e-01 7.5115749e-05]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-3.5470755  7.740054  -3.7748969],[1.2532918e-05 9.9997747e-01 9.9795425e-06]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 6.478143    0.72970885 -6.0929403 ],[9.9681890e-01 3.1776268e-03 3.4599061e-06]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[-1.0684575  4.7543583 -3.1063192],[2.9493950e-03 9.9666625e-01 3.8432691e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 4.1667924  2.0980155 -5.2515774],[8.87767196e-01 1.12160705e-01 7.21029937e-05]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.29551804  5.9270844  -5.020415  ],[1.9801115e-03 9.9800223e-01 1.7566814e-05]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 8.478987  -3.9957204 -3.2842119],[9.9998844e-01 3.8220705e-06 7.7857885e-06]
30,neutral,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-0.9577283  2.4642947 -1.4902498],[0.03103812 0.95073867 0.01822319]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-0.3087051  5.365043  -4.245597 ],[3.4229793e-03 9.9651021e-01 6.6778091e-05]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 6.10563   -1.6718826 -3.6510441],[9.9952328e-01 4.1885351e-04 5.7879304e-05]
33,neutral,negative,MISS,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[-0.15059705  5.64543    -4.928211  ],[3.0303181e-03 9.9694413e-01 2.5503336e-05]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-4.1878357 -4.184143   7.4108286],[9.1781712e-06 9.2121245e-06 9.9998164e-01]
35,positive,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-1.6294918 -0.5647067  1.7743593],[0.02942914 0.08535083 0.88522005]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-5.069519   7.8630137 -2.9454734],[2.4180338e-06 9.9997735e-01 2.0226649e-05]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-5.176317  -2.1377854  6.1245837],[1.2358435e-05 2.5797714e-04 9.9972969e-01]
