,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.1019973 -1.6414869  2.5188074],[0.0256735  0.01496882 0.9593577 ]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.9000952 -0.5698708  3.1678276],[0.00225702 0.02320267 0.9745403 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-0.43171704  1.7684811  -1.2758616 ],[0.09563222 0.8632531  0.04111468]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.3149579  1.2771828  1.9937509],[0.00331351 0.32706183 0.6696247 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.136164    0.91606146 -3.5956256 ],[0.901071   0.09785449 0.00107443]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 2.0175583 -1.2716373 -1.052045 ],[0.92274475 0.03440346 0.04285187]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.6607883 -1.934928   3.98611  ],[0.0012929  0.00267178 0.9960354 ]
7,positive,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-0.98778224 -0.71181065  1.3562531 ],[0.07848663 0.1034305  0.81808287]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.9808018   0.18568508 -2.532859  ],[0.93884456 0.05737067 0.00378478]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.4071488  -0.18997997  3.0737863 ],[0.00147376 0.03678107 0.9617452 ]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-0.6351999   0.67576975  0.33512992],[0.13608064 0.5048278  0.35909158]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.8224542  3.0550704 -0.8931817],[0.00741631 0.97380066 0.01878304]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 1.9964297   0.61211824 -2.2386959 ],[0.79053    0.19802476 0.01144529]
13,positive,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-1.6710687 -1.2657884  2.1871662],[0.02004757 0.03006578 0.9498867 ]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 0.7544423  -0.06142874 -0.30807185],[0.5593342  0.24736775 0.193298  ]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.306198  -1.0231236  2.671666 ],[0.00667683 0.0240881  0.969235  ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 3.4451756 -0.9982351 -1.6420388],[0.98238486 0.01154869 0.00606642]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.3533309  -0.01239973  2.5427763 ],[0.006889   0.07158297 0.92152804]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.198043   1.8897511  0.5512679],[0.01311645 0.78184897 0.20503454]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.4200103 -0.508859   3.4738104],[0.00099449 0.01827669 0.9807288 ]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-0.93668455  2.1013215  -1.552572  ],[0.04463536 0.9312544  0.0241103 ]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 4.9050007 -2.0695758 -2.2274292],[9.9826884e-01 9.3374320e-04 7.9739315e-04]
