,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.2713864 -3.0700998  4.800545 ],[8.4754941e-04 3.8131882e-04 9.9877113e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.0473537 -1.1564735  4.6629477],[1.6436340e-04 2.9600454e-03 9.9687552e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.2308073  3.256064  -1.4993141],[0.00408867 0.9874144  0.00849699]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.427589   1.6586548  2.3689046],[0.0007488 0.3292969 0.6699543]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.923526   2.0956097 -5.3862877],[8.6144620e-01 1.3847588e-01 7.7987948e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 0.49407443  1.3242018  -2.0357325 ],[0.2964469  0.67993385 0.02361923]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.5396912 -2.6966474  5.2332554],[1.5478695e-04 3.5963618e-04 9.9948549e-01]
7,positive,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 0.05812783 -0.7468926   0.52629507],[0.32849964 0.14686523 0.52463514]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 5.5709367 -0.2632624 -4.290491 ],[9.9703097e-01 2.9170793e-03 5.1993036e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.9673822 -0.9579103  4.080677 ],[3.1756150e-04 6.4390954e-03 9.9324328e-01]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-1.5750711  3.8336716 -1.6659507],[0.00443924 0.9915072  0.00405359]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.6431484  5.1081758 -2.1803396],[4.2969408e-04 9.9888772e-01 6.8258191e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.6618397  1.964148  -4.164658 ],[0.66719264 0.33208373 0.00072367]
