,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.8664418 -5.3942018  6.038283 ],[1.0020194e-03 1.0826670e-05 9.9898714e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.7517376 -2.1475916  6.323142 ],[1.5493271e-05 2.0946399e-04 9.9977499e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.9606965  7.7756715 -3.9307365],[7.997477e-06 9.999838e-01 8.240712e-06]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-6.1534305  6.9705787 -1.3171372],[1.9962051e-06 9.9974650e-01 2.5152470e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 9.261315  -2.0434027 -5.6198697],[9.9998736e-01 1.2314530e-05 3.4449090e-07]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 5.5719123  1.4611219 -6.2207537],[9.8386234e-01 1.6130241e-02 7.4378045e-06]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.679251  -4.7785964  8.332409 ],[2.2341183e-06 2.0228360e-06 9.9999571e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 3.0086963   0.64095765 -2.77221   ],[0.91176134 0.08542506 0.00281362]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 7.972675  -0.7154477 -5.669954 ],[9.9983025e-01 1.6854759e-04 1.1885239e-06]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-6.6926727 -1.227449   6.45479  ],[1.9495233e-06 4.6072842e-04 9.9953735e-01]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-2.040528   7.19259   -4.2991667],[9.7737422e-05 9.9989200e-01 1.0212844e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.6964226  7.49401   -4.4729805],[3.7526002e-05 9.9995613e-01 6.3501357e-06]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 3.9154782  3.4484167 -6.3829117],[6.1467528e-01 3.8530400e-01 2.0706753e-05]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 7.969155  -2.8513374 -4.247223 ],[9.9997497e-01 1.9985235e-05 4.9486175e-06]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 4.6310334 -0.2619724 -3.3041813],[9.9220455e-01 7.4403910e-03 3.5512491e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-4.34594   -5.1258893  8.352809 ],[3.0549299e-06 1.4004695e-06 9.9999559e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 8.759846  -3.9196396 -3.4889448],[9.9999213e-01 3.1143402e-06 4.7908698e-06]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.902181  -2.7723632  7.7977395],[1.1225053e-06 2.5671490e-05 9.9997318e-01]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-4.143515   6.8218055 -2.7626374],[1.7289578e-05 9.9991393e-01 6.8784706e-05]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-6.0130982 -3.2196932  8.050976 ],[7.7991018e-07 1.2741038e-05 9.9998653e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.3674214  8.427651  -5.837022 ],[2.0499836e-05 9.9997890e-01 6.3814878e-07]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[10.061271  -4.952519  -3.7648191],[9.9999869e-01 3.0171245e-07 9.8947521e-07]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-4.8134294  7.809583  -2.8295488],[3.2952125e-06 9.9997270e-01 2.3959185e-05]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 3.2065706  3.2674937 -5.770541 ],[4.8474428e-01 5.1519454e-01 6.1207233e-05]
