,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,@USER @USER @USER Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),[-3.5118802  5.0050764 -3.3392882],[1.9995985e-04 9.9956244e-01 2.3762854e-04]
1,negative,negative,TRUE,"@USER Nu har jeg ikke set straffesparket fra Pokalkampen Fcb-Bremen men har læst at det var skandaløst at den blev dømt. (Kun Bayernfolk der mente den var god nok) men når dommeren er blevet frataget kommende tjanser, og DFB har været ude og undskylde, så er der et kæmpe problem",[ 6.869121  -4.1016026 -3.8789086],[9.9996138e-01 1.7197222e-05 2.1486874e-05]
2,negative,negative,TRUE,"@USER Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",[ 6.3090873 -3.6261284 -3.665907 ],[9.999051e-01 4.843389e-05 4.654507e-05]
3,neutral,neutral,TRUE,@USER @USER Præcis... Det er jo FREDENS religion😏,[-3.6576016  5.244916  -3.6058338],[1.3600802e-04 9.9972075e-01 1.4323424e-04]
4,positive,positive,TRUE,Merete Eldrup stopper som topchef i TV 2 [LINK],[-3.4736168 -1.994858   4.064856 ],[5.306880e-04 2.328392e-03 9.971410e-01]
5,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg [LINK] [LINK],[-2.6601815 -3.9370391  4.886022 ],[5.2775478e-04 1.4719738e-04 9.9932504e-01]
6,neutral,neutral,TRUE,at få elever til at vælge en håndværkeruddannelse kræver at de ser håndværksfagene som en attraktiv vej ind i et spændende arbejdsliv. Heldigvis er det ikke længere lavstatus at være håndværker...... [LINK],[-3.8638692  5.4923077 -3.7440207],[8.6414053e-05 9.9981624e-01 9.7416792e-05]
7,positive,positive,TRUE,"@USER @USER Det er vel ikke mediernes opgave at opdrage danskerne til at opføre sig ordentligt ? @USER belyser et problem og en udfordring. Men det er da op til os på stemmesedlen at få gjort noget ved problemet. Thumps up for den leder Tom #dkpol #dkmedier #ftvalg2019 
#krp",[-2.7369351 -4.0001287  4.9661336],[4.5117841e-04 1.2757046e-04 9.9942124e-01]
8,positive,positive,TRUE,"PET er ikke blevet informeret i en lang række sager om radikaliseringsmistænkte på asylcentre og udrejsecentre. Heller ikke når de er forsvundet fra centrene. 46 er væk, og kun i 3 af sagerne er PET blevet orienteret om det. Samråd på tirsdag #dkpol @USER [LINK]",[-2.6959913 -3.987619   4.9325833],[4.8605236e-04 1.3357839e-04 9.9938035e-01]
9,negative,neutral,MISS,"@USER Det kan du sige, men med Artikel 13 bliver det jo det samme alle steder som fx også YouTube. Og som privat har man bare ikke det samme resch på sin egen blog",[ 2.1407857  -2.2279468  -0.49025652],[0.92193884 0.01167846 0.06638271]
10,neutral,neutral,TRUE,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk [LINK]",[-4.166457   5.426469  -3.3938396],[6.8194830e-05 9.9978417e-01 1.4767087e-04]
11,neutral,positive,MISS,Fredagens Sikre valg fra den franske liga.. Så blev det weekend igen og foråret ser ud til virkelig at have taget godt fat i Danmark og det er jo noget der får humøret til at stige helt automatisk. [LINK],[-3.3319507  1.2812983  0.763445 ],[0.00617764 0.6227745  0.3710479 ]
12,positive,positive,TRUE,"@USER @USER Paludan er vanvittig,men det virkelig problem er at vi har mennesker i vores samfund, der ikke vil acceptere de helt grundlæggende friheder om retten til at ytrer sig. I et sekulært samfund, skal religion kun tåle at bliver hånet, latterliggjort og kritiseret i enhver form #dkpol",[-2.713145  -3.9645643  4.9307647],[4.7865754e-04 1.3694320e-04 9.9938440e-01]
13,neutral,neutral,TRUE,Hvad betyder politiske beslutninger for vores velfærd i de danske byer? Vi bidrager gerne med uafhængig byøkonomisk viden til dit #fmdk arrangement. #dkbiz #uddpol #dktrp #dkbolig #dkforsk. Kontakt:[LINK] [LINK],[-3.4547331   2.4064567  -0.32707945],[0.00266694 0.93647254 0.06086048]
14,positive,neutral,MISS,Når man er på besøg på en anden afdeling af ens virksomhed og kollegerne der behandler en som en spændende ny livsform og med stor respekt. Det er sgu sjovt :-D #arbejde #menneskerersjove #tillidsvalgt #hygge,[-1.2900372  -0.84977245  1.4749742 ],[0.05425248 0.08426051 0.861487  ]
15,neutral,positive,MISS,"@USER I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[-3.2576249  4.7679396 -3.2654414],[3.2678258e-04 9.9934894e-01 3.2423832e-04]
