,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,@USER @USER @USER Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),[-3.2114282  3.3908687 -1.0343064],[0.00133939 0.9868461  0.01181463]
1,negative,negative,TRUE,"@USER Nu har jeg ikke set straffesparket fra Pokalkampen Fcb-Bremen men har læst at det var skandaløst at den blev dømt. (Kun Bayernfolk der mente den var god nok) men når dommeren er blevet frataget kommende tjanser, og DFB har været ude og undskylde, så er der et kæmpe problem",[ 4.479649  -2.6729078 -2.105065 ],[9.9784052e-01 7.8116934e-04 1.3783396e-03]
2,negative,negative,TRUE,"@USER Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",[ 2.747341  -0.9351993 -2.1299412],[0.9682635  0.02436053 0.00737593]
3,neutral,neutral,TRUE,@USER @USER Præcis... Det er jo FREDENS religion😏,[-2.6936748  3.3788342 -1.5223148],[0.00228314 0.99035054 0.00736626]
4,positive,positive,TRUE,Merete Eldrup stopper som topchef i TV 2 [LINK],[-2.8915412  -0.83258593  3.0467722 ],[0.00257644 0.02019356 0.97723   ]
5,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg [LINK] [LINK],[-1.9740279 -2.2863197  3.5551188],[0.00394227 0.00288483 0.9931728 ]
6,neutral,neutral,TRUE,at få elever til at vælge en håndværkeruddannelse kræver at de ser håndværksfagene som en attraktiv vej ind i et spændende arbejdsliv. Heldigvis er det ikke længere lavstatus at være håndværker...... [LINK],[-2.8876011  3.6994371 -1.704958 ],[0.00137007 0.99415946 0.00447051]
7,positive,positive,TRUE,"@USER @USER Det er vel ikke mediernes opgave at opdrage danskerne til at opføre sig ordentligt ? @USER belyser et problem og en udfordring. Men det er da op til os på stemmesedlen at få gjort noget ved problemet. Thumps up for den leder Tom #dkpol #dkmedier #ftvalg2019 
#krp",[-2.1449325 -2.1289246  3.559751 ],[0.00330812 0.0033615  0.9933304 ]
8,positive,positive,TRUE,"PET er ikke blevet informeret i en lang række sager om radikaliseringsmistænkte på asylcentre og udrejsecentre. Heller ikke når de er forsvundet fra centrene. 46 er væk, og kun i 3 af sagerne er PET blevet orienteret om det. Samråd på tirsdag #dkpol @USER [LINK]",[-1.933093  -2.2548342  3.4864137],[0.00439575 0.00318641 0.9924178 ]
9,positive,neutral,MISS,"@USER Det kan du sige, men med Artikel 13 bliver det jo det samme alle steder som fx også YouTube. Og som privat har man bare ikke det samme resch på sin egen blog",[-3.1793735 -0.499922   2.9241006],[0.00215989 0.03148492 0.96635526]
10,neutral,neutral,TRUE,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk [LINK]",[-3.1353552  3.585888  -1.326874 ],[0.00119482 0.9915154  0.00728978]
11,positive,positive,TRUE,Fredagens Sikre valg fra den franske liga.. Så blev det weekend igen og foråret ser ud til virkelig at have taget godt fat i Danmark og det er jo noget der får humøret til at stige helt automatisk. [LINK],[-3.2409003   0.18559536  2.2972343 ],[0.00349685 0.10759314 0.88891   ]
12,positive,positive,TRUE,"@USER @USER Paludan er vanvittig,men det virkelig problem er at vi har mennesker i vores samfund, der ikke vil acceptere de helt grundlæggende friheder om retten til at ytrer sig. I et sekulært samfund, skal religion kun tåle at bliver hånet, latterliggjort og kritiseret i enhver form #dkpol",[-2.023696  -2.2637296  3.5809972],[0.0036565  0.00287621 0.9934673 ]
13,neutral,neutral,TRUE,Hvad betyder politiske beslutninger for vores velfærd i de danske byer? Vi bidrager gerne med uafhængig byøkonomisk viden til dit #fmdk arrangement. #dkbiz #uddpol #dktrp #dkbolig #dkforsk. Kontakt:[LINK] [LINK],[-3.49149    1.8211972  0.8524861],[0.00355989 0.72228205 0.274158  ]
14,positive,neutral,MISS,Når man er på besøg på en anden afdeling af ens virksomhed og kollegerne der behandler en som en spændende ny livsform og med stor respekt. Det er sgu sjovt :-D #arbejde #menneskerersjove #tillidsvalgt #hygge,[-3.3333337  -0.36556065  2.9126005 ],[0.00186442 0.03626031 0.9618753 ]
15,neutral,positive,MISS,"@USER I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[-3.0490332  3.6763601 -1.5279408],[0.00119207 0.9933515  0.00545637]
16,negative,negative,TRUE,"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): [LINK] #dkpol #eudk [LINK]",[ 4.8586674 -2.8852224 -2.3718865],[9.9884391e-01 4.3288150e-04 7.2328275e-04]
17,neutral,neutral,TRUE,"Hvis du ikke er i fanzonen og gerne vil høre @USER-live. Så kan du nå det endnu. I panelet er @USER, @USER, @USER og Kasper Fisker. Skynd dig💛💙 [LINK]",[-3.271719   3.4516587 -1.0721405],[0.00118815 0.9880933  0.01071857]
18,positive,positive,TRUE,"@USER @USER Ved ikke om det er fair eller ej, men som forbruger mener jeg det er fair nok. Kvickly vil også gerne selv sammenligne sig med andre. Så syntes jeg Rema er en del over discountniveauet. Jeg lægger også stortset alle indkøb i Rema og er iøvrigt tidligere Coop ansat 😉",[-2.1404426 -2.1193252  3.5582874],[0.00332768 0.0033987  0.9932736 ]
