,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,@USER @USER @USER Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),[-2.9133701  4.3292947 -2.8195257],[7.1433047e-04 9.9850106e-01 7.8461255e-04]
1,negative,negative,TRUE,"@USER Nu har jeg ikke set straffesparket fra Pokalkampen Fcb-Bremen men har læst at det var skandaløst at den blev dømt. (Kun Bayernfolk der mente den var god nok) men når dommeren er blevet frataget kommende tjanser, og DFB har været ude og undskylde, så er der et kæmpe problem",[ 6.5660415 -4.087438  -3.2089016],[9.9991953e-01 2.3616616e-05 5.6854005e-05]
2,negative,negative,TRUE,"@USER Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",[ 6.0933833 -3.6924553 -3.0533457],[9.9983716e-01 5.6233272e-05 1.0655052e-04]
3,neutral,neutral,TRUE,@USER @USER Præcis... Det er jo FREDENS religion😏,[-2.8368711  4.3204474 -2.944604 ],[7.7799056e-04 9.9852353e-01 6.9853244e-04]
4,positive,positive,TRUE,Merete Eldrup stopper som topchef i TV 2 [LINK],[-2.8066356 -1.2108606  3.1815271],[0.00247149 0.01218978 0.9853387 ]
5,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg [LINK] [LINK],[-2.1398387 -2.7136197  3.8768282],[0.00242853 0.00136821 0.99620324]
6,neutral,neutral,TRUE,at få elever til at vælge en håndværkeruddannelse kræver at de ser håndværksfagene som en attraktiv vej ind i et spændende arbejdsliv. Heldigvis er det ikke længere lavstatus at være håndværker...... [LINK],[-2.9621577  4.462394  -2.991495 ],[5.9572770e-04 9.9882573e-01 5.7850475e-04]
7,positive,positive,TRUE,"@USER @USER Det er vel ikke mediernes opgave at opdrage danskerne til at opføre sig ordentligt ? @USER belyser et problem og en udfordring. Men det er da op til os på stemmesedlen at få gjort noget ved problemet. Thumps up for den leder Tom #dkpol #dkmedier #ftvalg2019 
#krp",[-2.2750049 -2.5939872  3.8912244],[0.00209155 0.00152033 0.9963882 ]
8,positive,positive,TRUE,"PET er ikke blevet informeret i en lang række sager om radikaliseringsmistænkte på asylcentre og udrejsecentre. Heller ikke når de er forsvundet fra centrene. 46 er væk, og kun i 3 af sagerne er PET blevet orienteret om det. Samråd på tirsdag #dkpol @USER [LINK]",[-2.275006  -2.564546   3.8776207],[0.00212    0.00158705 0.9962929 ]
9,neutral,neutral,TRUE,"@USER Det kan du sige, men med Artikel 13 bliver det jo det samme alle steder som fx også YouTube. Og som privat har man bare ikke det samme resch på sin egen blog",[ 0.5841893  0.8638391 -2.0258207],[0.41732737 0.55198497 0.03068767]
10,neutral,neutral,TRUE,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk [LINK]",[-3.2948825  4.349849  -2.499846 ],[4.7782378e-04 9.9846411e-01 1.0581510e-03]
11,neutral,positive,MISS,Fredagens Sikre valg fra den franske liga.. Så blev det weekend igen og foråret ser ud til virkelig at have taget godt fat i Danmark og det er jo noget der får humøret til at stige helt automatisk. [LINK],[-2.8441582   1.7656697   0.16899481],[0.00820895 0.82472694 0.16706407]
12,positive,positive,TRUE,"@USER @USER Paludan er vanvittig,men det virkelig problem er at vi har mennesker i vores samfund, der ikke vil acceptere de helt grundlæggende friheder om retten til at ytrer sig. I et sekulært samfund, skal religion kun tåle at bliver hånet, latterliggjort og kritiseret i enhver form #dkpol",[ 0.6879181 -2.867964   1.4689587],[0.31130347 0.00888964 0.67980695]
13,positive,neutral,MISS,Hvad betyder politiske beslutninger for vores velfærd i de danske byer? Vi bidrager gerne med uafhængig byøkonomisk viden til dit #fmdk arrangement. #dkbiz #uddpol #dktrp #dkbolig #dkforsk. Kontakt:[LINK] [LINK],[-3.1447065  0.2719878  1.9533021],[0.00512389 0.15611745 0.83875865]
14,positive,neutral,MISS,Når man er på besøg på en anden afdeling af ens virksomhed og kollegerne der behandler en som en spændende ny livsform og med stor respekt. Det er sgu sjovt :-D #arbejde #menneskerersjove #tillidsvalgt #hygge,[-1.896493  -1.0570766  2.2956252],[0.01439309 0.03332022 0.9522867 ]
15,neutral,positive,MISS,"@USER I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[-3.0493803  4.237596  -2.5838509],[6.8318192e-04 9.9822861e-01 1.0882113e-03]
16,negative,negative,TRUE,"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): [LINK] #dkpol #eudk [LINK]",[ 5.8672137 -3.3255193 -3.2155948],[9.9978465e-01 1.0175443e-04 1.1357764e-04]
17,neutral,neutral,TRUE,"Hvis du ikke er i fanzonen og gerne vil høre @USER-live. Så kan du nå det endnu. I panelet er @USER, @USER, @USER og Kasper Fisker. Skynd dig💛💙 [LINK]",[-3.0546904  4.035707  -2.2996325],[8.3090132e-04 9.9740124e-01 1.7679374e-03]
18,positive,positive,TRUE,"@USER @USER Ved ikke om det er fair eller ej, men som forbruger mener jeg det er fair nok. Kvickly vil også gerne selv sammenligne sig med andre. Så syntes jeg Rema er en del over discountniveauet. Jeg lægger også stortset alle indkøb i Rema og er iøvrigt tidligere Coop ansat 😉",[-2.249133  -2.484617   3.8025794],[0.00234395 0.00185216 0.9958039 ]
19,negative,negative,TRUE,"@USER Men fair nok. Det er muligvis blevet bedre. Synes det, at det er underligt at sætte Messi under loop efter én gang, hvor han giver efter for de utallige svinestreger, han bliver udsat for. Jeg synes bestemt ikke det er kendetegnene for hans spil.",[ 4.694198  -2.2502134 -3.048812 ],[9.9860412e-01 9.6266210e-04 4.3315848e-04]
20,neutral,neutral,TRUE,@USER @USER @USER Bekræfte hvad?,[-2.6907425  4.2203655 -2.9554286],[9.9490036e-04 9.9824154e-01 7.6353311e-04]
21,negative,negative,TRUE,"Denne artikel om Socialdemokratiets (kommende?) kulturpolitik er blevet diskuteret grundigt de seneste dage. Det er skønt, at kulturpolitik, der ellers ofte er i bunden af vælgernes prioriterede... [LINK]",[ 5.552615  -3.245801  -2.9206612],[9.9964023e-01 1.5091769e-04 2.0890393e-04]
22,neutral,neutral,TRUE,@USER @USER Har du et link?,[-3.0096655  4.42976   -2.8612018],[5.8687781e-04 9.9873239e-01 6.8080804e-04]
23,positive,positive,TRUE,"@USER @USER Uhh jeg er helt klar over grunden, det ændrer ikke på et grundfundament i et demokrati, er at, de folkevalgte stiller sig selv til rådighed for befolkningen igennem #dkmedier især når der er truffet upopulære beslutninger.",[-2.332671 -2.647454  3.978733],[0.0018098  0.00132106 0.99686915]
24,positive,neutral,MISS,"@USER Ej.. Nu må den ""jeg føler mig krænket""-plage, der har ramt landet, simpelthen stoppe!!! Kan ikke holde det ud.. Det er SATIRE.. Slå det op, læs om det, hvis I ikke forstår det..!!!",[-2.9783177 -1.4026881  3.4525337],[0.00159608 0.00771509 0.9906888 ]
25,positive,neutral,MISS,"Virkeligheden kalder @USER
[LINK]
Lytter du?
225 timers reglen er utroligt stressende. Det skubber en stor andel længere væk fra job. Endda #ptsd ramte kan omfattet af 225 timers reglen! #Vejle 
#dksocial #225timer #365timer #kontanthjælpsloftet",[-2.2619343 -2.422645   3.7439642],[0.00245298 0.00208881 0.99545825]
26,positive,positive,TRUE,"RT @USER: Der findes gode mennesker
Der findes onde mennesker
Og så er der dem som mig
😂😂😂😂",[-2.1620166 -2.6611102  3.8536322],[0.00243073 0.00147565 0.9960936 ]
27,positive,negative,MISS,"Finland tager prisen for mest fucked up valgsystem i Nordeuropa. Ingen som helst sammenhæng mellem frem- og tilbagegang og mandattal. Det er helt fjollet. #vaalit19 

 [LINK]",[-0.505375   -0.84442323  0.7780048 ],[0.18792528 0.133887   0.6781877 ]
28,neutral,neutral,TRUE,"Har du booket sommerferien? Super! Næste trin er at opkvalificere dig inden det bliver alt for varmt. Læs mere om tilbud på Leading SAFe (SA), Product Owner og Scrum Master kurser: [LINK] #agile #training #summer [LINK]",[-3.0847807  4.497065  -2.9169304],[5.0905347e-04 9.9888891e-01 6.0208770e-04]
29,negative,negative,TRUE,Denne her perspektivering på lønudviklingen i #pldk bliver du næppe overrasket over. Men du bliver bestemt heller ikke dummere af at læse den [LINK],[ 2.9873645 -0.9081758 -2.6117284],[0.9765305  0.0198552  0.00361435]
30,negative,negative,TRUE,Lyt med på vores podcast #AOFoplyser hvor vi præsenterer alle spidskandidater til #ep2019dk ITunes: [LINK] SoundCloud: [LINK] #dkpol [LINK],[ 1.6130204   0.11263626 -2.2652628 ],[0.8040326  0.17933501 0.01663247]
31,positive,positive,TRUE,Eriksen om sejrsmål: Det var ren lettelse [LINK] #pldk,[-2.1855495 -2.5853274  3.8262444],[0.00243971 0.00163575 0.9959246 ]
32,positive,negative,MISS,"Anmeldelse: Carl Holst knockoutet af politik, pressen, politiet og pøbelen (Dette er en plus-artikel) [LINK]",[-2.7655911 -2.4647422  4.1858177],[9.5513597e-04 1.2903938e-03 9.9775451e-01]
33,positive,positive,TRUE,"Ungdommens (og mange andres) ønske til et nyt folketing: bevar adgangen til natur, så alle børn og unge kan komme ud og få oplevelser, der styrker dem [LINK] 
#friluftslivforalle #dkgreen #dkpol #fv19 Tak til @USER for at give ungdommens ønske videre",[-2.1312103 -2.7522976  3.884718 ],[0.00243047 0.00130604 0.99626344]
34,negative,neutral,MISS,Lørdagens transferrygter: United genoptager jagten på Juventus-spiller [LINK] #pldk,[ 3.2746367 -1.2099873 -2.590106 ],[0.98607767 0.01112407 0.00279824]
35,negative,positive,MISS,Guardiola: Medierne vil have Liverpool til at vinde mesterskabet [LINK] #pldk,[ 3.1865287 -1.5619286 -2.1092656],[0.9865068  0.00854813 0.00494499]
36,positive,positive,TRUE,"🤔 TÆNK DIG GRUNDIGT OM, FØR DU SKAL STEMME 🤔

💚🙏❤️

PS: Jeg kan ikke finde Mette på nogen af billederne. Hvordan kan det være? Hvilken ‘blok’ er hun og S en del af?

#dkpol
#dkmedier
#alternativet
#dereretalternativ 
#grøntvalg 
#tidtilforandring
#derforuffe [LINK]",[-2.2702394 -2.516115   3.8352642],[0.00222173 0.00173743 0.9960408 ]
37,positive,positive,TRUE,"@USER Ja, han løber de unge gutter op 😉",[-3.0260599   0.99342626  1.0536573 ],[0.00863549 0.48075905 0.51060545]
38,negative,negative,TRUE,"@USER Hvis man som stat mener, at en som Rasmus Paludan skal beskyttes for hans tydelig provokation af den muslimske minoritet, jamen så er det klart at minoriteten reagere som de gør. De er ikke de skyldige i denne sag.",[ 5.4473186 -2.9967115 -3.0669708],[9.9958438e-01 2.1509182e-04 2.0049815e-04]
39,neutral,neutral,TRUE,@USER Og det er blandt andet derfor det er en skøn artikel 😉,[-2.9163637  4.3886023 -2.937296 ],[6.7129923e-04 9.9867129e-01 6.5739354e-04]
40,positive,positive,TRUE,Trump vil erklære nødretstilstand for at få grænsemur: Vi har en invasion af narko og en invasion af mennesker [LINK] [LINK],[-2.9413218 -1.361348   3.3861547],[0.00176804 0.00858354 0.9896484 ]
41,neutral,negative,MISS,"@USER Stå til højre, gå til venstre.",[-2.6410491  4.1132855 -2.8318124],[1.1633385e-03 9.9787533e-01 9.6129923e-04]
42,negative,negative,TRUE,"Kan vi ikke udvise empati og respekt for mennesket, er vi et fattigt folk. [LINK]",[ 5.2302084 -2.9199095 -2.9155984],[9.9942172e-01 2.8853436e-04 2.8978082e-04]
43,neutral,neutral,TRUE,Som 15-årig tilsluttede hun sig IS: Nu er hun gravid og vil hjem [LINK] [LINK],[-3.0022893  4.4146857 -2.8702104],[6.001920e-04 9.987149e-01 6.849383e-04]
44,positive,positive,TRUE,@USER @USER @USER @USER Populaert eller ej...farligt naar politikere lukker medier de ikke kan lide..saa er vi paa vej mod bogbraendinger...DF handler som vanligt helt uden moralsk kompas. #dkpol,[-2.1247296 -2.195659   3.5019643],[0.00357559 0.00333076 0.9930936 ]
45,positive,neutral,MISS,@USER Han er født og opvokset i England. Faderen er skotte.,[-2.6072378 -2.1647487  3.8440304],[0.00157217 0.00244721 0.9959806 ]
46,negative,negative,TRUE,"@USER kan i ikke droppe den forespørgsel efter lokation når man går ind på jeres side? Det crasher min Firefox på android.
Lav i stedet en knap, for dem der ikke ved hvor de er.",[ 6.2109814 -3.6472442 -3.2518725],[9.9986994e-01 5.2308282e-05 7.7674427e-05]
47,negative,negative,TRUE,Advarsel: Flere bilister fik falske p-bøder i midtbyen [LINK],[ 6.387488  -3.8566277 -3.2384005],[9.9989843e-01 3.5562553e-05 6.5991117e-05]
48,neutral,neutral,TRUE,"Mange vil have #sundhedsreform til at handle om struktur. Husk nu - det handler om patienterne. Om nærheden i behandlingen og om, at færre i fremtiden skal ende imellem to stole, når de går fra en myndighed til en anden. Det SKAL vi kunne løse #dkpol #sundpol",[-3.0212553  4.455096  -2.9127297],[5.6564284e-04 9.9880385e-01 6.3048425e-04]
49,negative,negative,TRUE,"@USER Aha ;) - den er helt sikkert 👎
Jeg har skrevet om det her i årevis.

Det er på høje tid, at vi får det stoppet.

[LINK]",[ 6.375529 -3.790637 -3.282616],[9.998976e-01 3.844551e-05 6.389641e-05]
50,neutral,negative,MISS,"Så er der sat punktum for en stærk dansk lobbyindsats i EU. Danmark kan påvirke rigtig meget, især når vi er mange, der arbejder sammen! #dkpol #dkbiz #eupoldk [LINK]",[-3.151761    1.6996208   0.47740054],[0.00600247 0.76781744 0.22618012]
51,negative,negative,TRUE,"Aboubakar Keita er i øvrigt begyndt at spille nede i Belgien. Godt 300 minutter siden slut-marts. Men mon ikke det er too little, too late for Ståle.",[ 4.974197  -2.8047578 -2.680572 ],[9.9910861e-01 4.1807644e-04 4.7335698e-04]
52,positive,positive,TRUE,"Jeg er altså ikke helt færdig med @USER. Hans konstante pres på målmand og forsvar giver en ekstra dimension. 

Allerede nu er han nummer to på vores topscorerliste (4 mål).

Han kan blive en af vores vigtigste signings længe og en frygtindgydende angriber i playoff. #vejleb [LINK]",[-2.3338413 -2.6295903  3.9666507],[0.00182954 0.00136113 0.9968093 ]
53,neutral,neutral,TRUE,@USER @USER Er så bra at de sender dette 🤩 Og det ikke mange vet er at norske Quick Style har laget koreografien til Save me og Blood sweat and tears! 🤩,[-1.9923265  3.7664156 -3.1064785],[0.00314191 0.9958269  0.00103115]
54,negative,negative,TRUE,"@USER @USER Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 5.8752103 -3.377396  -3.1444523],[9.9978322e-01 9.5840689e-05 1.2098067e-04]
55,negative,neutral,MISS,"@USER @USER Skandaløst ringe dommerpræstation over hele linjen. Hvis TVW og Okore er offside, så hedder jeg Henning, og hvis Arajuuri ikke laver hands, er der lang vej hjem, som Wafande ville sige det...",[ 1.6001914   0.72007847 -3.1806464 ],[0.702679   0.29142633 0.00589475]
56,negative,negative,TRUE,"DF frygter at S skifter side i udlændingedebatten...
Det kan jeg også frygte - men det kommer helt an på hvilke områder der skiftes - paradigmeskiftet er sygt - lige nu får Radikale det uanset hvem der bli'r statsminister. 
[LINK]
#dkpol #dkmedier",[ 6.46437   -3.9918344 -3.1990907],[9.9990773e-01 2.8766570e-05 6.3558298e-05]
57,negative,negative,TRUE,"Hay Mamita! Con todo respeto pero estás repitiendo lo mismo y lo mismo como LORO lo de tu campaña y sabes que no es verdad. Llegas con las manos sucias.

Esperemos que devuelvas la legitimidad a la Capital y la saques del Letargo que trae. Empiezas mal. [LINK]",[ 3.5319757 -1.2099034 -2.9250023],[0.98981315 0.00863339 0.00155354]
58,positive,positive,TRUE,"Det skal være lettere for syge borgere at få et fastholdelsesfleksjob på deres nuværende arbejdsplads. Del denne video fra VærdigReform og hjælp os med at råbe politikerne op.
#værdigreform #dkpol #sundpol #arbejdsforhold [LINK]",[-2.2501903 -2.5845091  3.863234 ],[0.00220459 0.0015781  0.9962173 ]
59,neutral,neutral,TRUE,"Nikolaj Øris blev far i nat, erfarer TV 2 SPORT. DHF's sportschef bekræfter, at højrebacken er tilbage i lejren og spiller i aften mod Saudi-Arabien #hndbld #vmtv2 [LINK]",[-2.5039644  3.8551128 -2.6305084],[0.00172535 0.99675447 0.00152026]
60,negative,negative,TRUE,"@USER @USER Man kan jo tage den “set ovenfra” med fokus på, hvor stor en rolle diverse eksperter rent faktisk har på tonen og måden hvorpå fodbolddanmark opfører sig. Vil man have et bodegabøvet Stig Tøfting-fodbolddanmark?",[ 5.3841386 -3.1212883 -2.8595376],[9.9953496e-01 2.0227315e-04 2.6279368e-04]
61,positive,positive,TRUE,@USER Mon ikke han sagde tredjeland og ikke tredjeRANGSland? USA er i øvrigt også et tredjeland i EU-jargon.,[-2.7530508 -2.033619   3.8363738],[0.00136908 0.00281109 0.9958198 ]
62,neutral,negative,MISS,"@USER du er så ærlig som du er og fordi du tør stå frem og vise hvem du er. Jeg ved ikke om det er dumt at sige det her, men jeg fandt dig på twitter efter at jeg havde set indslaget på TV2, fordi jeg synes hende der sad der på skærmen var skide sej og nu ved jeg at hun ER skide sej!",[-2.4061284  3.3652964 -2.1091242],[0.00309271 0.99274504 0.00416224]
63,negative,negative,TRUE,"Foreningen Far har bedt #civilstyrelsen direktør undersøge, hvorfor Foreningen Far ikke anerkendes som retshjælpsinstitution, mens Danner, Mødrehjælpen og Dansk Kvindesamfund gør. Det er lige lovlig absurd! #dkpol #dkmedier #dkpolitik @USER #Danmark [LINK]",[ 6.089594  -3.7582698 -2.9860854],[9.99832749e-01 5.28511337e-05 1.14395705e-04]
64,positive,negative,MISS,@USER Der røg den fredag aften :-) tak,[-3.2412624  0.1052277  2.1606658],[0.00398031 0.11305226 0.8829674 ]
65,neutral,neutral,TRUE,"Kommentar: Det er vel ikke en naturlov, at Tyskland og Frankrig skal ligge i struben på hinanden [LINK] [LINK]",[ 0.62379736  1.5481588  -3.1270094 ],[0.28218636 0.71118253 0.00663104]
66,neutral,negative,MISS,"@USER @USER Men de ting forsvinder jo heller ikke Patrick, det gør de ikke. Nu ved jeg ikke hvor du kommer fra i landet, eller hvem du kender, men sandheden er at den slags ikke forsvinder. Mit bud er at du har set det hele fra en side og det er jo aldrig godt. Nu kan du se Paludan...",[-1.3042573  2.6286802 -2.269062 ],[0.01907021 0.97366285 0.00726685]
67,negative,negative,TRUE,"Ved dårligt hva man efterhånden ska sige!?

Igen, igen... igen... slås det fast at vores regering er ude i BEVIDST manipulation for at ramme udlændinge!... &amp; surprise... S støtter dem sgu!?

Ideologi ind.
Fakta ud.

Nu må det faneme være nok!

#dkpol
[LINK]",[ 6.401765  -3.8216746 -3.2822826],[9.9990141e-01 3.6305628e-05 6.2262807e-05]
68,neutral,neutral,TRUE,"""... jeg synes, der er en tendens til, at mode bliver hysterick og grinagtigt. Hvis noget tøj er fedt of lækkert, så er det fedt og lækkert meget længere tid end en sæson og jeg har meget svært ved at tage det seriøst, når det bliver dikterende."" [LINK]",[-3.1467733  4.512897  -2.872346 ],[4.7094861e-04 9.9890935e-01 6.1966339e-04]
69,negative,positive,MISS,"@USER De sidste 30 år har forskere i politik forsøgt at komme op med bedre, men synes ikke det er lykkedes. Hvis man skal stille et mere interessant spørgsmål er det om en overgang var ved at opstå en ny kløft imellem land og by.",[ 5.9714637 -4.079938  -2.605806 ],[9.9976856e-01 4.3115298e-05 1.8829493e-04]
70,positive,positive,TRUE,"@USER @USER Nej, det er det svar, jeg mener man skal insistere på at få - og dernæst om man mener det er i orden at gøre brug af den slags oplysninger, selvom man ikke aktivt har gjort noget (ulovligt) for at fremskaffe dem.",[-2.873417  -1.8587939  3.7965524],[0.00126242 0.00348216 0.9952554 ]
