,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,@USER @USER @USER Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),[-3.463647   4.2527537 -1.9870744],[4.4439652e-04 9.9761009e-01 1.9455299e-03]
1,negative,negative,TRUE,"@USER Nu har jeg ikke set straffesparket fra Pokalkampen Fcb-Bremen men har læst at det var skandaløst at den blev dømt. (Kun Bayernfolk der mente den var god nok) men når dommeren er blevet frataget kommende tjanser, og DFB har været ude og undskylde, så er der et kæmpe problem",[ 3.7303605 -2.6960738 -1.3292212],[0.9920964  0.00160542 0.00629804]
2,negative,negative,TRUE,"@USER Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",[ 5.233987  -3.3927238 -2.2923887],[9.9928254e-01 1.7912466e-04 5.3830055e-04]
3,neutral,neutral,TRUE,@USER @USER Præcis... Det er jo FREDENS religion😏,[-2.0961065  3.1871285 -2.0232651],[0.00502306 0.9895744  0.0054026 ]
4,positive,positive,TRUE,Merete Eldrup stopper som topchef i TV 2 [LINK],[-2.9150262 -1.3502679  3.4096386],[0.0017732  0.00847859 0.98974824]
5,positive,positive,TRUE,Nordjysk firma står bag Tysklands største solvarmeanlæg [LINK] [LINK],[-2.2489543 -2.8181937  4.116607 ],[1.7151565e-03 9.7070250e-04 9.9731416e-01]
6,neutral,neutral,TRUE,at få elever til at vælge en håndværkeruddannelse kræver at de ser håndværksfagene som en attraktiv vej ind i et spændende arbejdsliv. Heldigvis er det ikke længere lavstatus at være håndværker...... [LINK],[-3.4879663  4.608106  -2.442476 ],[3.0437711e-04 9.9882978e-01 8.6588995e-04]
7,positive,positive,TRUE,"@USER @USER Det er vel ikke mediernes opgave at opdrage danskerne til at opføre sig ordentligt ? @USER belyser et problem og en udfordring. Men det er da op til os på stemmesedlen at få gjort noget ved problemet. Thumps up for den leder Tom #dkpol #dkmedier #ftvalg2019 
#krp",[-2.552483  -2.6321466  4.2086344],[0.00115536 0.00106689 0.99777776]
8,positive,positive,TRUE,"PET er ikke blevet informeret i en lang række sager om radikaliseringsmistænkte på asylcentre og udrejsecentre. Heller ikke når de er forsvundet fra centrene. 46 er væk, og kun i 3 af sagerne er PET blevet orienteret om det. Samråd på tirsdag #dkpol @USER [LINK]",[-2.3281975 -2.773823   4.139573 ],[1.5487387e-03 9.9184911e-04 9.9745947e-01]
9,neutral,neutral,TRUE,"@USER Det kan du sige, men med Artikel 13 bliver det jo det samme alle steder som fx også YouTube. Og som privat har man bare ikke det samme resch på sin egen blog",[-3.1904297  2.9081464 -0.6895386],[0.00218142 0.9712198  0.02659885]
10,neutral,neutral,TRUE,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk [LINK]",[-3.7974691  4.438339  -1.9527928],[2.6447923e-04 9.9806243e-01 1.6731096e-03]
11,positive,positive,TRUE,Fredagens Sikre valg fra den franske liga.. Så blev det weekend igen og foråret ser ud til virkelig at have taget godt fat i Danmark og det er jo noget der får humøret til at stige helt automatisk. [LINK],[-3.1847045   0.45810282  1.849066  ],[0.00518915 0.19822007 0.79659075]
12,positive,positive,TRUE,"@USER @USER Paludan er vanvittig,men det virkelig problem er at vi har mennesker i vores samfund, der ikke vil acceptere de helt grundlæggende friheder om retten til at ytrer sig. I et sekulært samfund, skal religion kun tåle at bliver hånet, latterliggjort og kritiseret i enhver form #dkpol",[-1.0281287 -2.99075    3.1812634],[0.0146079  0.00205226 0.9833399 ]
13,neutral,neutral,TRUE,Hvad betyder politiske beslutninger for vores velfærd i de danske byer? Vi bidrager gerne med uafhængig byøkonomisk viden til dit #fmdk arrangement. #dkbiz #uddpol #dktrp #dkbolig #dkforsk. Kontakt:[LINK] [LINK],[-3.8476014   2.9295993  -0.25138077],[0.00109281 0.95906305 0.0398442 ]
14,neutral,neutral,TRUE,Når man er på besøg på en anden afdeling af ens virksomhed og kollegerne der behandler en som en spændende ny livsform og med stor respekt. Det er sgu sjovt :-D #arbejde #menneskerersjove #tillidsvalgt #hygge,[-1.8663191  2.9842088 -2.0133028],[0.00771182 0.98563045 0.00665767]
15,neutral,positive,MISS,"@USER I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[-3.4816532  4.646196  -2.4896023],[2.9488056e-04 9.9890995e-01 7.9522212e-04]
16,negative,negative,TRUE,"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): [LINK] #dkpol #eudk [LINK]",[ 5.694629  -3.7034805 -2.5706706],[9.996600e-01 8.285243e-05 2.572043e-04]
17,neutral,neutral,TRUE,"Hvis du ikke er i fanzonen og gerne vil høre @USER-live. Så kan du nå det endnu. I panelet er @USER, @USER, @USER og Kasper Fisker. Skynd dig💛💙 [LINK]",[-3.486043   4.609141  -2.4350863],[3.0464568e-04 9.9882394e-01 8.7140489e-04]
18,positive,positive,TRUE,"@USER @USER Ved ikke om det er fair eller ej, men som forbruger mener jeg det er fair nok. Kvickly vil også gerne selv sammenligne sig med andre. Så syntes jeg Rema er en del over discountniveauet. Jeg lægger også stortset alle indkøb i Rema og er iøvrigt tidligere Coop ansat 😉",[-2.32533   -2.5233397  3.9562137],[0.00186416 0.00152929 0.9966066 ]
19,negative,negative,TRUE,"@USER Men fair nok. Det er muligvis blevet bedre. Synes det, at det er underligt at sætte Messi under loop efter én gang, hvor han giver efter for de utallige svinestreger, han bliver udsat for. Jeg synes bestemt ikke det er kendetegnene for hans spil.",[ 3.8241556 -2.4009311 -1.7300355],[0.9941837  0.00196764 0.00384868]
20,neutral,neutral,TRUE,@USER @USER @USER Bekræfte hvad?,[-3.4943924  4.5701137 -2.4095976],[3.1411520e-04 9.9875653e-01 9.2941447e-04]
21,negative,negative,TRUE,"Denne artikel om Socialdemokratiets (kommende?) kulturpolitik er blevet diskuteret grundigt de seneste dage. Det er skønt, at kulturpolitik, der ellers ofte er i bunden af vælgernes prioriterede... [LINK]",[ 5.8502617 -3.7335565 -2.696565 ],[9.9973708e-01 6.8815512e-05 1.9410928e-04]
22,neutral,neutral,TRUE,@USER @USER Har du et link?,[-3.4222465  4.417336  -2.2132585],[3.9315986e-04 9.9828964e-01 1.3171223e-03]
