,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.9724386 -1.313237   4.7150106],[4.5723477e-04 2.4028206e-03 9.9713993e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.5763772  0.5902939  3.8066635],[5.9738109e-04 3.8531296e-02 9.6087128e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.9236776  4.4332747 -1.7659739],[0.00172814 0.99624854 0.00202334]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.7644336  4.221071  -1.9453233],[0.0025034  0.9954074  0.00208915]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.983596  -1.1201062 -4.1357946],[9.97661352e-01 2.22935388e-03 1.09265275e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 2.0315738  2.1869442 -4.070706 ],[0.46075982 0.5382092  0.00103107]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.061645  -1.7965093  5.232368 ],[2.4972548e-04 8.8492065e-04 9.9886537e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 2.7580967  1.2624183 -3.8096778],[0.81599253 0.1828611  0.0011464 ]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.1563345  2.9595475 -3.756649 ],[0.14131346 0.8576477  0.00103873]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.058508  -1.7015541  5.0183144],[3.1018603e-04 1.2048685e-03 9.9848503e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.0983114 -1.6725227 -3.8058503],[9.9871910e-01 1.1452689e-03 1.3564854e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-0.8419031  4.302164  -2.9485753],[5.7959869e-03 9.9349904e-01 7.0503628e-04]
