,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.357506  -2.1974332  5.722447 ],[1.13872586e-04 3.63272586e-04 9.99522924e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.76545   -1.6614838  5.7209663],[7.582264e-05 6.216410e-04 9.993025e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.183242   5.0102353 -2.3683422],[7.5043866e-04 9.9862587e-01 6.2363059e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.7300675  3.3394647 -0.672854 ],[0.00226602 0.98000425 0.01772965]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.754322  -2.4355757 -3.5535958],[9.9963200e-01 2.7734021e-04 9.0669855e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 1.0539012  3.4768426 -4.302881 ],[8.1408665e-02 9.1820735e-01 3.8392810e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.2603765 -2.54703    5.859143 ],[1.09470864e-04 2.23409152e-04 9.99667168e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.237773  -1.0446836 -4.313705 ],[9.9806386e-01 1.8651861e-03 7.0958493e-05]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.701613   2.9604015 -4.518179 ],[2.2108521e-01 7.7847499e-01 4.3988426e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.1997538 -2.5759137  5.724718 ],[1.3304099e-04 2.4826522e-04 9.9961865e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.9163194 -2.6374333 -3.6079261],[9.9973422e-01 1.9276886e-04 7.3039431e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.6173768  5.0308847 -2.9952376],[1.2941731e-03 9.9837947e-01 3.2628351e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 4.7052455 -1.5721623 -3.208147 ],[9.9776089e-01 1.8740578e-03 3.6499233e-04]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.4641385 -2.7988591 -2.9662445],[9.9952424e-01 2.5776209e-04 2.1803420e-04]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 2.6932666  1.6610147 -4.471522 ],[7.3693204e-01 2.6249808e-01 5.6990102e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.2159996 -2.5439167  5.8187113],[1.19157616e-04 2.33347804e-04 9.99647498e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.909825  -2.5729866 -3.6803527],[9.9972469e-01 2.0693905e-04 6.8378446e-05]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.5482187  1.6974736  2.1400845],[0.00205702 0.3903145  0.6076285 ]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.0668144  3.4447832 -0.2426292],[0.00144771 0.9741625  0.02438982]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.3047388 -2.466259   5.86635  ],[1.03967344e-04 2.40460751e-04 9.99655604e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.197785   4.9376903 -2.3162525],[7.9515163e-04 9.9849856e-01 7.0631795e-04]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.90412   -2.5990949 -3.6061735],[9.9972326e-01 2.0275917e-04 7.4064759e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.1401331  4.444698  -3.0109456],[3.7381873e-03 9.9568617e-01 5.7567522e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.441194  -1.1799443 -4.373328 ],[9.9861538e-01 1.3300695e-03 5.4576492e-05]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-1.9826953  5.0422897 -2.582597 ],[8.8815705e-04 9.9862432e-01 4.8747909e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.7908363 -2.5244765 -3.5176034],[9.9966478e-01 2.4465815e-04 9.0625537e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 4.319684    0.33123043 -4.844963  ],[9.8170781e-01 1.8189421e-02 1.0276059e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.508101  -1.8407441 -3.9078   ],[9.9927574e-01 6.4286904e-04 8.1360093e-05]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.9094995  4.7771163 -3.3398237],[3.3785838e-03 9.9632406e-01 2.9734356e-04]
