,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.600331  -1.9320678  5.8427835],[7.9193720e-05 4.1996018e-04 9.9950087e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.194283  -1.3534786  5.828122 ],[4.4358327e-05 7.5983815e-04 9.9919575e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.4252677  5.494665  -2.812548 ],[3.632051e-04 9.993901e-01 2.465803e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.5780547  5.1083856 -2.4290457],[4.5855439e-04 9.9900925e-01 5.3223659e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.2231703 -2.8313446 -3.612    ],[9.9982965e-01 1.1684232e-04 5.3526106e-05]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 3.8960402  1.1280323 -5.217382 ],[9.4082487e-01 5.9071537e-02 1.0365726e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.6062286 -2.615326   6.3053975],[4.9585655e-05 1.3356715e-04 9.9981683e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.0216975  -0.21139288 -4.937389  ],[9.946445e-01 5.308424e-03 4.704263e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 4.570249    0.38016614 -5.13986   ],[9.8502201e-01 1.4918186e-02 5.9758386e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.5420954 -2.627793   6.1271715],[6.3182219e-05 1.5764173e-04 9.9977916e-01]
