,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.403524  -2.295745   5.7969723],[1.0094818e-04 3.0563353e-04 9.9959344e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.22979   -0.5690879  5.1627965],[8.3063482e-05 3.2302258e-03 9.9668676e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.2606032  5.0873795 -2.393638 ],[6.4311357e-04 9.9879384e-01 5.6300394e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.2385852  5.0282726 -2.486493 ],[6.974354e-04 9.987582e-01 5.443009e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.9024625 -2.3768141 -3.7546275],[9.9968243e-01 2.5364003e-04 6.3950079e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.15412858  4.398243   -3.8648677 ],[1.0429536e-02 9.8931539e-01 2.5510043e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.2904627 -2.688541   5.9250154],[9.9459605e-05 1.8157587e-04 9.9971896e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.0349584  -0.42666057 -4.7047787 ],[9.9571288e-01 4.2284695e-03 5.8643553e-05]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 0.67916656  3.8227901  -4.251399  ],[4.1330919e-02 9.5837057e-01 2.9850914e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.4400146 -2.3503542  5.654155 ],[1.1226865e-04 3.3380446e-04 9.9955386e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 6.0390964 -2.6656947 -3.6924684],[9.9977487e-01 1.6575227e-04 5.9365950e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.824733   5.176303  -2.9272747],[9.0983405e-04 9.9878806e-01 3.0208856e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 4.4683957  -0.42161155 -4.153521  ],[9.9235737e-01 7.4638864e-03 1.7873813e-04]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.797833  -2.8219934 -3.277417 ],[9.9970514e-01 1.8043838e-04 1.1443031e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 0.3827872  3.9328213 -4.072521 ],[2.7912596e-02 9.7176313e-01 3.2425325e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.199329  -2.7406387  5.889452 ],[1.1289268e-04 1.7859637e-04 9.9970847e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.027846  -2.5968373 -3.7517285],[9.9976379e-01 1.7957464e-04 5.6582510e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.4129503  4.6836133 -1.9512597],[8.2617614e-04 9.9786299e-01 1.3109383e-03]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.5725195  4.6599975 -1.8341602],[7.2108780e-04 9.9777007e-01 1.5088761e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.300483  -2.6647668  5.9445534],[9.656299e-05 1.823471e-04 9.997211e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.2396643  5.0858884 -2.4500365],[6.5771141e-04 9.9880934e-01 5.3293223e-04]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.0198255 -2.6448026 -3.6714537],[9.9976557e-01 1.7254328e-04 6.1805760e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.7337477  4.91593   -2.8079605],[1.2921958e-03 9.9826640e-01 4.4137071e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.9729185  -0.19141854 -4.8660283 ],[9.9426299e-01 5.6840535e-03 5.3027456e-05]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-2.0582716  5.142168  -2.623523 ],[7.4538554e-04 9.9883109e-01 4.2354094e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.9271584 -2.403424  -3.7700129],[9.9969757e-01 2.4095866e-04 6.1438506e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 2.8447769  2.1423526 -5.0340962],[6.6855580e-01 3.3119109e-01 2.5315507e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.329805  -1.1046603 -4.4399157],[9.9834037e-01 1.6026025e-03 5.7061494e-05]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-1.4090025  5.0241947 -3.0740933],[1.6042376e-03 9.9809223e-01 3.0347929e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.56491   -1.2827703 -4.5349607],[9.9889815e-01 1.0607464e-03 4.1039602e-05]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-3.074354  -2.913618   5.8420525],[1.3413037e-04 1.5751936e-04 9.9970835e-01]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 1.1440854  3.5967119 -4.491561 ],[7.9224296e-02 9.2049307e-01 2.8270154e-04]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.852141  -2.6368914 -2.2253294],[9.9859887e-01 5.5840041e-04 8.4272283e-04]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 5.9187045 -2.1496181 -3.9892335],[9.9963701e-01 3.1319447e-04 4.9759899e-05]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-2.7435434  4.4554715 -1.2181286],[7.4420893e-04 9.9583459e-01 3.4211644e-03]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 5.7695518 -1.8721752 -4.0515485],[9.9946600e-01 4.7974248e-04 5.4264823e-05]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-2.1061146  5.138524  -2.6317337],[7.1318209e-04 9.9886525e-01 4.2162539e-04]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.4957993 -2.2520065  5.8962383],[8.3354331e-05 2.8913483e-04 9.9962747e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-2.5755522  4.702799  -1.7324498],[6.8874290e-04 9.9771094e-01 1.6003387e-03]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-3.4902084  2.7576032  1.3318266],[0.00155739 0.8049868  0.19345585]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 6.004437  -2.7171526 -3.5956037],[9.9976927e-01 1.6299015e-04 6.7710367e-05]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-2.1198199  4.9676266 -2.392737 ],[8.343007e-04 9.985306e-01 6.350328e-04]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-2.4032128  5.007381  -2.1848502],[6.0399156e-04 9.9864453e-01 7.5138867e-04]
43,neutral,negative,MISS,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[-1.9579626  5.1151543 -2.7754025],[8.4655290e-04 9.9877959e-01 3.7380436e-04]
