,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.222987  -1.1263453  4.758419 ],[3.4069439e-04 2.7728418e-03 9.9688643e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.6567018   0.68162876  3.7731194 ],[5.6718750e-04 4.3434974e-02 9.5599788e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.9633411  4.556821  -1.9068706],[0.00146898 0.99697673 0.00155432]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.7973101  4.5287843 -2.1900005],[0.00178366 0.997012   0.0012044 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.0706644 -1.7456121 -3.6424744],[9.9874145e-01 1.0944143e-03 1.6420450e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 1.3399788  2.8869703 -3.9697402],[0.17536905 0.823764   0.0008669 ]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.1189675 -2.0322897  5.27792  ],[2.2536694e-04 6.6807971e-04 9.9910659e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.40122   -0.3086546 -4.234165 ],[9.9089992e-01 8.9239525e-03 1.7608791e-04]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.425329   2.8448882 -4.032002 ],[0.1945691  0.8046011  0.00082982]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.452278  -1.225267   4.8221254],[2.5429408e-04 2.3578431e-03 9.9738783e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.2584586 -2.2984335 -3.3057115],[9.9928719e-01 5.2212394e-04 1.9068590e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.0703908  4.5143256 -2.903525 ],[3.7385323e-03 9.9566358e-01 5.9783465e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 3.2030978   0.15474953 -3.4972591 ],[0.9535909  0.0452357  0.00117337]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.789947 -2.414005 -2.728833],[9.9871528e-01 7.4268586e-04 5.4209714e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-0.71721095  4.061725   -2.7890475 ],[0.00832614 0.99062514 0.00104871]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.0612369 -1.9646231  5.145525 ],[2.7250563e-04 8.1588520e-04 9.9891162e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.2369065 -2.1066582 -3.4968784],[9.9919289e-01 6.4621877e-04 1.6092179e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-1.8841107  4.250819  -1.7431351],[0.00215583 0.995362   0.00248222]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.1479855  4.197757  -1.623717 ],[0.00174596 0.9953048  0.00294932]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.0733776 -2.0597413  5.295392 ],[2.3179884e-04 6.3874584e-04 9.9912947e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-1.8809249  4.5137987 -2.0140967],[0.00166513 0.9968773  0.00145751]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.276855  -2.216526  -3.3594964],[9.9926633e-01 5.5634888e-04 1.7740318e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.2354311  4.327225  -2.5936663],[3.8201322e-03 9.9519771e-01 9.8220981e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.0059133  0.4839828 -4.5327463],[9.711207e-01 2.868919e-02 1.900992e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-1.5250595  4.5865116 -2.3688314],[2.210057e-03 9.968394e-01 9.505129e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.0904717 -2.0033965 -3.417782 ],[9.9896908e-01 8.2932395e-04 2.0158781e-04]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 2.2801948  2.1265118 -4.403774 ],[0.537983   0.46134403 0.00067291]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 4.0064063   0.24221314 -4.476302  ],[9.7714132e-01 2.2656307e-02 2.0228520e-04]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.67610675  4.322495   -2.9713213 ],[6.6976300e-03 9.9262768e-01 6.7471765e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.0988183 -1.4988889 -3.9811454],[9.9852473e-01 1.3614791e-03 1.1375768e-04]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-2.8192208 -2.2036598  5.216593 ],[3.2336279e-04 5.9844559e-04 9.9907815e-01]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 2.6259527  1.9006274 -4.466481 ],[6.7340136e-01 3.2603875e-01 5.5984664e-04]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.1363125 -1.7446074 -2.4043756],[0.99578214 0.00278044 0.00143741]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 5.1936593 -1.8134309 -3.6529324],[9.9895179e-01 9.0449047e-04 1.4372043e-04]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-2.2869911  3.9063005 -0.8032588],[0.00202076 0.9890689  0.00891027]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 4.862329  -1.1268189 -3.888409 ],[9.9734300e-01 2.4991396e-03 1.5792367e-04]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-1.6346128  4.5671873 -2.4395013],[2.0198592e-03 9.9707711e-01 9.0315554e-04]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.2703035 -1.3543528  5.035101 ],[2.4670205e-04 1.6759445e-03 9.9807739e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-2.2929907   3.9246104  -0.96936107],[0.00197529 0.9906035  0.00742122]
