,language,score,tweets,original_tweet,tweet_len,ttr,new_topic,probabilities
0,da,0.999364820531536,jeg tror det der var kampen goff virker lost,"Jeg tror, det der var kampen. Goff virker lost",9,1.0,0,0.6747681201218644
1,da,0.9999948943677756,v d ikke hvor gammel du er men på min glad liste er stig møllers sikke n dejlig dag det er i dag også gnags lav sol over århus safari slingrer ned af vestergade sensommer på strøget plus mange andre,"@USER Véd ikke hvor gammel du er, men på min ""Glad-liste"" er Stig Møllers ""Sikke´n dejlig dag det er i dag"" - også Gnags ""Lav sol over Århus"", ""Safari"", ""Slingrer ned af Vestergade"", ""Sensommer på Strøget"" plus mange andre.",40,0.9,0,1.0
2,da,0.9999944508677009,næste gang nogen kalder eu for fredens projekt kommer jeg til at eksplosiv ørle eudk ep dk dkpol daxitnu,"Næste gang nogen kalder EU for ""fredens projekt"", kommer jeg til at eksplosiv-ørle!! #eudk #ep19dk #dkpol #daxitNU [LINK]",19,1.0,1,0.2487871903746357
3,da,0.9999939127995818,jeg ser heller ikke nyheder så ofte længere de dukker så op på twitter men jeg så engang mange debatprogrammer det gør jeg heller ikke mere i så høj grad niveauet og prioriteringerne har ændret sig ret drastisk imo og det er ikke til det bedre,"@USER @USER @USER Jeg ser heller ikke nyheder så ofte længere (de dukker så op på Twitter, men...) Jeg så engang mange debatprogrammer - det gør jeg heller ikke mere i så høj grad. Niveauet og prioriteringerne har ændret sig ret drastisk, IMO og det er IKKE til det bedre :((",46,0.7608695652173914,4,1.0
4,da,0.9653774111769884,klart nu skal der glattes ud spin fra klubbens side se hele scenariet igen der var ingenting at misforstå i kommunikationen fra kepa om at han var klar igen,"@USER Klart - nu skal der glattes ud. Spin fra klubbens side. Se hele scenariet igen. Der var ingenting at misforstå i kommunikationen fra Kepa om, at han var klar igen.",29,0.8275862068965517,0,0.3424122439669358
5,da,0.9999946330335259,det er pinligt det er skamfuldt det er ikke superligaen værdigt sldk bandegate bandekonflikt fckfcm,"@USER Det er pinligt, det er skamfuldt det er ikke superligaen værdigt! #sldk #bandegate #bandekonflikt #fckfcm",15,0.7333333333333333,0,1.0
6,da,0.9999959497067807,naturen er i krise og mangfoldigheden går tilbage i katastrofalt tempo vi tror på at vi skal genetablere et nært forhold til naturen for at bekymre os om den og passe på den derfor foreslår vi en demokratisering af vores natur dkpol dkgreen fv,"Naturen er i krise og mangfoldigheden går tilbage i katastrofalt tempo. Vi tror på, at vi skal genetablere et nært forhold til naturen for at bekymre os om den - og passe på den. Derfor foreslår vi en demokratisering af vores natur [LINK] #dkpol #dkgreen #fv19",44,0.8181818181818182,5,1.0
7,da,0.9999937053602697,sammen med har jeg talt med en del af de ft medlemmer der stopper om hvorfor de stopper og om dansk politik anno der var nogle interessante refleksioner undervejs dkpol,"Sammen med @USER har jeg talt med en del af de ft-medlemmer, der stopper, om hvorfor de stopper og om dansk politik anno 2018. Der var nogle interessante refleksioner undervejs #dkpol [LINK]",30,0.8333333333333334,1,1.0
8,da,0.9999921578989446,det er overordnet en konjunkturer effekt men hvor grupper med lav besk oplever de største stigninger i beskæftigelsesgraden så ja de bidrog også men de er ikke så mange at de kan flytte den aggregerede kurve så meget,"@USER Det er overordnet en konjunkturer effekt, men hvor grupper med lav besk. oplever de største stigninger i beskæftigelsesgraden - så ja, de bidrog også, men de er ikke så mange at de kan flytte den aggregerede kurve så meget",38,0.8157894736842105,3,0.643046937872695
9,da,0.9999935361198271,det har du fuldstændigt ret i og det er et stort problem for dkmedier at det ikke er lykkes at skabe en ordentlig booking platform til dette segment,"@USER Det har du fuldstændigt ret i, og det er et stort problem for #dkmedier, at det ikke er lykkes at skabe en ordentlig booking-platform til dette segment.",28,0.8571428571428571,4,1.0
10,da,0.9999948891726697,skal du med ud og samle affald på søndag der er mere end tusind lokale indsamlinger tilmeldt den store affaldsindsamling på søndag find en indsamling nær dig og blive affaldshelt for en dag dkgreen trashtag affaldsindsamlingen,"Skal du med ud og samle affald på søndag? ♻️🥫🚬
Der er mere end tusind lokale indsamlinger tilmeldt den store affaldsindsamling på søndag. Find en indsamling nær dig og blive affaldshelt for en dag 👉 [LINK] #dkgreen #TrashTag #affaldsindsamlingen [LINK]",36,0.8888888888888888,7,0.1735321576405417
11,da,0.9999934429116311,nu er det op til may regeringen selv at vælge enten den ansvarlige kurs som eu har skitseret eller at fortsætte kursen mod hard brexit professor derek beach may insisterer på at føre storbritannien mod afgrunden abon dkpol eudk,"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): [LINK] #dkpol #eudk [LINK]",39,0.8974358974358975,1,0.21958225612796478
12,da,0.9999957054064395,eller fordi det er godt at se hvor dårligt livet var før i tiden de gode gamle dage findes ikke,@USER Eller fordi det er godt at se hvor dårligt livet var før i tiden. De gode gamle dage findes ikke,20,1.0,0,0.40693899254485677
13,da,0.9999948453472439,legekæden hvis ikke folk bruger os så kan det være os der må lukke næste gang dette er en plus artikel,"Legekæden: Hvis ikke folk bruger os, så kan det være os, der må lukke næste gang (Dette er en plus-artikel) [LINK]",21,0.9523809523809523,0,0.3269778736592541
14,da,0.9999966350034154,tilskuer boom i superligaen fck spurter frem brøndby fcklive agf fcm aab,Tilskuer-boom i Superligaen: FCK spurter frem [LINK] #brøndby #fcklive #agf #fcm #aab,12,1.0,0,0.4820868223071117
15,da,0.9999960821452757,gange kaptain arbejder i samme virksomhed,4 gange Kaptain arbejder i samme virksomhed [LINK],6,1.0,-1,0.2952798450457047
16,da,0.9999947073324398,det er lige med at holde på hat og briller det bliver en dag fyldt med blæst,Det er lige med at holde på hat og briller. Det bliver en dag fyldt med blæst 🌬🌬 [LINK],17,0.8823529411764706,0,0.4856381604241305
17,da,0.999993706703157,tja nu er jeg ikke df er og bliver det aldrig men det er dybt problematisk at unge mænd tyranniserer en bydel brønshøj torv får drevet vognen væk efter massiv chikane stenkast kanonslag osv fordi den serverer svinekød at df buger det som stunt er fordi ingen har ageret før,"@USER Tja, nu er jeg ikke DF'er og bliver det aldrig, MEN det er dybt problematisk at unge mænd tyranniserer en bydel/Brønshøj Torv, får drevet vognen væk efter massiv chikane, stenkast, kanonslag osv, fordi den serverer svinekød! At DF buger det som stunt er fordi ingen har ageret før",50,0.84,-1,0.1403041558393563
