,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Det har jeg ingen interesse i at vide, men det er vigtigt at den slags prædikater også giver et reelt billede af hensigterne, som i første tilfælde er at forhindre radikaisering, og i andet er at skabe rammer for tryg interaktion og identifikation.",[-4.410214   -0.15387289  3.4211895 ],[3.8609837e-04 2.7239772e-02 9.7237408e-01]
1,negative,negative,TRUE,"I dag glemte jeg mit dankort i en butik. En medarbejder løb efter mig og gav det til mig. Med den slags held i sprøjten, så ved man bare, at resten af ugen bliver uheld på uheld på uheld. Godt det snart er mandag igen.",[ 3.742812  -2.6558006 -1.6602683],[0.9938712  0.00165367 0.0044751 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.4968724  5.384787  -2.0279942],[5.1069972e-05 9.9934584e-01 6.0309516e-04]
3,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-1.0106112  3.586376  -3.393115 ],[9.9723414e-03 9.8910707e-01 9.2063774e-04]
4,negative,neutral,MISS,Intet nyt i finanskriser... @ Børsen,[ 4.294978  -2.9523056 -2.1236162],[9.9766243e-01 7.1044127e-04 1.6271347e-03]
5,neutral,neutral,TRUE,Skjern-træner: Vi tabte i sidste ende til et klart bedre hold -,[-4.8599434   4.3681145  -0.77288294],[9.7662756e-05 9.9408507e-01 5.8172368e-03]
6,positive,positive,TRUE,Stor ros til for ikke at støtte jeres dehumanisering af DK. #dkpol,[-3.937126  -2.2700784  5.101931 ],[1.1859409e-04 6.2813447e-04 9.9925321e-01]
7,neutral,negative,MISS,"Løbehjulene har en holdbarhed på en lille måned i gennemsnit. Så smides de til skrot. Der er er ca 400 løbehjul i København. Det giver mindst (400x12) 4800 elløbehjul til skrot om året. 
I den tid, de kører, samles de op og leveres af biler.
Det er ikke grønt i min optik. #dkpol",[ 0.4762724  1.364341  -2.2880993],[0.28625026 0.6957115  0.01803825]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-4.2460666  5.838875  -2.713827 ],[4.1693031e-05 9.9976534e-01 1.9297756e-04]
9,positive,positive,TRUE,"Jeg har tømmermænd på #delmøde19, men måtte alligevel på talerstolen for at opfordre salen til at tage fælles ansvar for at bekæmpe seksuelt upassende adfærd. har enstemmigt vedtaget at tilføje et afsnit om det til handlingsprogrammet - Jeg er rørt og glad 💪🏼",[-3.560291  -2.6894214  5.1635613],[1.6256978e-04 3.8837717e-04 9.9944907e-01]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-4.645926   5.0977087 -1.6618202],[5.8595488e-05 9.9878305e-01 1.1583638e-03]
11,negative,negative,TRUE,"Når man lige tænker over det...
Er det egentlig ikke pudsigt at der aldrig er blevet fulgt op på denne, med en ny måling.

:-))",[ 2.2349567 -1.5249897 -0.9167845],[0.93803126 0.02184205 0.0401267 ]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 4.493499  -2.944702  -2.3601322],[9.9835879e-01 5.8737712e-04 1.0538833e-03]
13,neutral,neutral,TRUE,Anmeldelse: Apokalypsens ryttere rider for tredje gang.,[-1.7379018  4.478838  -3.6515803],[1.9911814e-03 9.9771512e-01 2.9377211e-04]
14,positive,positive,TRUE,Vi er gået ind i en nyt kapitel for bannerreklamer. Det spil gad jeg godt spille! Jeg ville nok starte med at gøre noget ved Toftegårds Plads.,[-4.3015323 -1.48253    4.608676 ],[1.3468086e-04 2.2572661e-03 9.9760807e-01]
15,positive,positive,TRUE,"RT @USER: Det gør vi nemlig 💚Kom og del din mening med os🤓
#dkpol #flerevedmere",[-3.5914018 -2.6645947  5.149776 ],[1.5977545e-04 4.0366140e-04 9.9943656e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.325107 -2.959485 -2.16267 ],[9.9779689e-01 6.8451656e-04 1.5185758e-03]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.6740048  5.919728  -3.3115382],[6.8143221e-05 9.9983394e-01 9.7912918e-05]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-4.718696   5.268132  -1.7364341],[4.5958066e-05 9.9904710e-01 9.0686267e-04]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.8544676 -2.5176504  5.2288756],[1.1347941e-04 4.3200585e-04 9.9945456e-01]
20,negative,negative,TRUE,Enig. Men hvor mange børn skal det også gå ud over? Hvor galt skal det gå før børnene bliver taget alvorligt? #hvorerderenvoksen #dkpol,[ 4.0299697 -2.5015018 -2.162899 ],[0.9965114  0.00145178 0.00203682]
21,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.2072644 -2.9014513 -2.0874295],[9.9734312e-01 8.1577140e-04 1.8411694e-03]
22,neutral,negative,MISS,Han er ikke frikendt. Det havde krævet en retssag.,[-3.4273527  5.699267  -3.264275 ],[1.08706816e-04 9.99763310e-01 1.27961801e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.351728  -3.0401983 -2.1240602],[9.9784815e-01 6.1488186e-04 1.5369700e-03]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 0.8222613  1.5777476 -3.047588 ],[0.31750992 0.67586637 0.00662374]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 4.2602954 -2.8931508 -2.1655145],[9.9760443e-01 7.8029023e-04 1.6153425e-03]
26,neutral,positive,MISS,"Arealer, der selv springer i skov er ikke i konflikt med gode klimaløsninger, OG de giver sandsynligvis en højere grad af biodiversitet #dkpol #dknatur",[-2.014696   4.344014  -3.1548948],[1.7276502e-03 9.9771982e-01 5.5242563e-04]
27,neutral,negative,MISS,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[-1.9986356  4.439828  -3.2842457],[1.5956047e-03 9.9796331e-01 4.4115592e-04]
28,positive,positive,TRUE,"Hvis det betyder lovgivning ud fra fakta i stedet for følelser og fornemmelser, så har du min stemme, @USER.",[-3.5762527   0.89319366  1.8410757 ],[0.00318893 0.27842027 0.7183908 ]
29,positive,negative,MISS,Tillykke med sejren. Brøndby er tilbage til start ;-),[-3.7407463 -2.6612494  5.264423 ],[1.2271416e-04 3.6117187e-04 9.9951613e-01]
30,negative,negative,TRUE,"Når man skal udregne så tager man skatteindtægterne fra alt og alle der arbejder indenfor tobak, det eneste du fatter og glor på er moms og skat plus afgifter ALENE på tobak, men glemmer at de som arbejder med tobak også betaler, så forsæt bare dine løgne",[ 4.5289016 -3.029465  -2.2980225],[9.9839658e-01 5.2089005e-04 1.0824491e-03]
31,negative,neutral,MISS,Og læste du ikke Niggli et al?,[ 4.330707  -2.8388577 -2.2920675],[9.9790502e-01 7.6804531e-04 1.3269505e-03]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.2531557 -2.9196937 -2.1121733],[9.9751890e-01 7.6523022e-04 1.7159078e-03]
33,negative,negative,TRUE,Techordfører (hvis det findes) og medieordfører fra Dansk Folkeparti. Kunne jo så passende forklare hvad de har gang i #radio24syv,[ 2.9094887 -2.141135  -1.1346221],[0.9766286  0.00625563 0.01711569]
34,positive,neutral,MISS,"Nyt vækstforløb kickstarter innovation i Det Blå Danmark. Fem danske startups er udvalgt til at samarbejde med landets største selskaber i den maritime branche.
[LINK] #dkstartup #dkbiz #cphftw",[-4.2305174  1.0668081  2.0921166],[0.00131954 0.26364633 0.73503417]
35,neutral,positive,MISS,Danmark genvinder EM-guld i badminton for blandede hold,[-3.7788303  4.55151   -1.708567 ],[2.4057223e-04 9.9785256e-01 1.9069946e-03]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.2114422  5.636045  -3.4127371],[1.4370491e-04 9.9973875e-01 1.1750336e-04]
37,negative,neutral,MISS,det er faktisk ret interessant. Når jeg er afsted alene eller med andre voksne ænser jeg slet ikke sproget. Det er bare en del af stadion-larmen. Når jeg er afsted med ungerne bider jeg virkelig mærke i hvor grimt der snakkes og råbes.,[ 4.2372746 -3.018763  -1.9810609],[9.9730873e-01 7.0399971e-04 1.9871963e-03]
38,neutral,neutral,TRUE,Venezuelas præsidentudfordrer får udrejseforbud,[-3.9556205  5.9750004 -3.123701 ],[4.8653754e-05 9.9983954e-01 1.1179297e-04]
39,neutral,negative,MISS,"Det tror jeg nu godt at man kunne få en længere debat omkring, hvem det egentlig er han mener her. Han får et konkret spørsmål, men bruger et generaliserende sprog i hans svar.....

Hvad han egentlig mener, er der nok ikke mange der er i tvivl om.",[-3.5829773  5.720194  -3.1520536],[9.1113696e-05 9.9976879e-01 1.4019464e-04]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 4.2466664 -2.800467  -2.0866108],[9.9736089e-01 8.6760323e-04 1.7715156e-03]
41,positive,positive,TRUE,"vil gerne i dialog med SMV’er og start-ups ang deling af data siger Knud Pedersen på DI Energis Årsdag. Dejligt at høre, at der lyttes, når det anbefales at ‘sætte data fri’ #grønvækst",[-4.0604897 -2.3012362  5.207739 ],[9.4314950e-05 5.4779067e-04 9.9935788e-01]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-4.9321027  4.3101597 -0.6119855],[9.6148651e-05 9.9267370e-01 7.2301268e-03]
43,neutral,neutral,TRUE,"⚽️ Der er i dag 6 #fodbold kampe/events mere, der vises direkte:

📺 1 på TV
💻 3 kun på @USER
💻 2 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk

🔗",[-3.7696116  5.8717604 -3.1819007],[6.4972039e-05 9.9981815e-01 1.1694074e-04]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 4.2965274 -2.981837  -2.092595 ],[9.9763548e-01 6.8868161e-04 1.6757577e-03]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 1.302758   -1.6175495   0.10654493],[0.73732495 0.03975442 0.22292061]
46,neutral,negative,MISS,"At skulle vælge mellem Lars Løkke og Mette Frederiksen svarer til at skulle vælge mellem en far og en mor, det er enige 90 procent af tiden. #dkpol",[-0.38004878  2.768336   -3.095663  ],[0.04104321 0.95624113 0.00271559]
47,neutral,positive,MISS,Det vil jeg gerne kigge på.,[-2.2747025  4.9575024 -3.6551914],[7.2227168e-04 9.9909616e-01 1.8161927e-04]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 1.1397887  -0.44035563 -0.9076581 ],[0.7490584 0.1542651 0.0966765]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 4.2175145 -2.921304  -2.0521588],[9.9732071e-01 7.9156255e-04 1.8877753e-03]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 4.3521543 -3.0389454 -2.088446 ],[9.9779272e-01 6.1535602e-04 1.5919269e-03]
51,negative,negative,TRUE,"Svar nu: hvem var det der brændte gaderne af, lavede hærværk? #dkpol #SelvIdioterHarYtringsfrihed",[ 4.3017707 -2.9744918 -2.1228342],[9.9769247e-01 6.9017010e-04 1.6174327e-03]
52,positive,positive,TRUE,"Det er da super, dine øjne er da vigtigere and valgkampen. Og bliver du ikke 100% brillefri går vel endda.",[-2.8878968 -2.1620977  4.2583036],[7.8595331e-04 1.6240787e-03 9.9758995e-01]
53,positive,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[-3.5690417 -2.8060002  5.2509904],[1.4767499e-04 3.1673178e-04 9.9953556e-01]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 4.1814866 -2.926014  -2.0308592],[9.9718446e-01 8.1663363e-04 1.9988853e-03]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 4.4558244 -2.9100316 -2.3183336],[9.9822766e-01 6.3136272e-04 1.1409068e-03]
56,positive,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-4.178328   -0.42920184  3.5495775 ],[4.3209156e-04 1.8356947e-02 9.8121095e-01]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 4.3285413 -3.0843582 -1.9907794],[9.9760121e-01 6.0197106e-04 1.7968460e-03]
58,neutral,negative,MISS,"Det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.",[-3.3159525  5.530828  -3.20072  ],[1.4380015e-04 9.9969482e-01 1.6136309e-04]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.6131027 -2.6725643  5.1793103],[1.5179897e-04 3.8881181e-04 9.9945945e-01]
60,negative,negative,TRUE,Jo mere vi alle fokuserer på Nørrebro des mere glemmer vi at holde øje med den økonomiske elites fiflerier. Det er en udmærket strategi for de borgerlige. Ikke noget vi i S skal hoppe med på.,[ 4.3100286 -2.9691122 -2.1156304],[9.9769610e-01 6.8818900e-04 1.6157343e-03]
61,negative,negative,TRUE,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[ 4.3399653 -2.9709837 -2.170967 ],[9.9784935e-01 6.6674541e-04 1.4838943e-03]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-2.0870733 -1.0074699  2.6088383],[0.00881507 0.02594726 0.9652376 ]
63,positive,positive,TRUE,Det er en del af planen:),[-3.693817  -2.4251797  5.0297866],[1.6257938e-04 5.7813252e-04 9.9925929e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-3.3273528 -2.52575    4.8722196],[2.7452744e-04 6.1195239e-04 9.9911350e-01]
65,positive,negative,MISS,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[-0.1774906 -1.053626   1.0779405],[0.2030152  0.08453328 0.7124515 ]
66,neutral,neutral,TRUE,John Lammers kan komme til at undvære en af sine profiler mod FC Nordsjælland. #sldk,[-3.1036441  5.6080527 -3.500785 ],[1.6460336e-04 9.9972481e-01 1.1065279e-04]
67,neutral,neutral,TRUE,"Nej, men måske kan de overtales til at genindføre armslængdeprincippet i udbud som dette.",[-3.01811    5.5166917 -3.496622 ],[1.9644664e-04 9.9968183e-01 1.2173895e-04]
68,neutral,neutral,TRUE,"35. En frisparkskombination ender ved Greve bagerst i feltet. Han finder Schoop, men anføreren sender bolden forbi. (0-0) #AGFVB #sldk #VejleB",[-4.3812203  5.3515368 -2.0851092],[5.9270074e-05 9.9935180e-01 5.8887631e-04]
69,positive,neutral,MISS,"Aktivister og politikeres misforståede kamp for et særligt syn på kronisk træthedssyndrom kan ende med, at fagfolk dropper hjælpen og skrinlægger deres søgen efter bedre behandling. Meget tankevækkende artikel af #dksundhed #dkpol #dkvid",[-2.9991953 -0.8226723  3.0951507],[0.00220673 0.01945363 0.9783397 ]
70,neutral,negative,MISS,"Det må man sige. Grauhunden var også noget billigere, kostede 3 mio. kr.",[-3.635979  5.92006  -3.341732],[7.076085e-05 9.998342e-01 9.496920e-05]
71,positive,positive,TRUE,"Rødbede smager skønt sammen med fårefeta, og derfor skal de to kombineres i vores salat:",[-4.436574  -1.3621124  4.60439  ],[1.1813977e-04 2.5563349e-03 9.9732554e-01]
72,negative,neutral,MISS,"Vi peger jo ikke på S, så vi skal ikke - som de øvrige opppartier - forhandle om et regeringsgrundlag. Vi vil til gengæld tilkendegive om vi på baggrund af et reg.grundlag kunne finde på at vælte en regering (lige meget hvilken den er). Og her betyder udlændingepolitikken noget",[ 2.1079261 -0.4367016 -1.996163 ],[0.9132359 0.0716911 0.015073 ]
73,positive,neutral,MISS,"Det spejler sig i spørgsmålet til Møller: Vil du være enig i, at det oplyser Koch at diskutere hans forhold til Grønbech. Det er jo ikke svært for doktoranden at give ham ret i. Det giver en venlig og samtalende diskussion.",[-4.011486  -2.3381493  5.2021427],[9.9608871e-05 5.3090765e-04 9.9936956e-01]
74,negative,neutral,MISS,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[ 4.297938  -2.8188157 -2.2448156],[9.9775320e-01 8.0957357e-04 1.4372804e-03]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 4.2470274 -2.9205043 -2.0933847],[9.9747169e-01 7.6927390e-04 1.7591163e-03]
76,positive,neutral,MISS,"Novra, for et selvmål. Selvhattrick, faktisk. 😳🙄",[-3.2752612 -2.3588402  4.6858735],[3.4833181e-04 8.7094301e-04 9.9878067e-01]
77,positive,neutral,MISS,Jeg lukkede den faktisk ned inden et møde 😬,[-3.1728675 -1.6142637  3.964993 ],[7.9083623e-04 3.7581974e-03 9.9545103e-01]
78,positive,neutral,MISS,"Jeg tror, at Solbakken vil kæmpe hårdt for at få den rigtige mand, så jeg ved ikke, hvis det glipper med Mudrazija. Men i sommerens vindue prøvede FCK jo med Tibbling på sidste dag. Så det var ikke rigtig et klart svar desværre.",[-3.7587438 -1.2928063  4.0798087],[3.9226376e-04 4.6187169e-03 9.9498898e-01]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 4.4917703 -2.9091923 -2.3969188],[9.9837273e-01 6.0967082e-04 1.0175906e-03]
80,neutral,positive,MISS,Verdo bøjer sig: Betaler 235 mio. kr. til sine varmekunder,[-3.5550568  5.8136544 -3.3051038],[8.5336666e-05 9.9980515e-01 1.0956932e-04]
81,neutral,negative,MISS,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[-3.5792074  5.7138305 -3.1635847],[9.2041693e-05 9.9976856e-01 1.3947206e-04]
82,negative,neutral,MISS,"Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",[ 3.2064476 -1.6342646 -2.017138 ],[0.98688483 0.0077978  0.00531731]
83,negative,positive,MISS,"Gengæld fik jeg bare ud fra at du skrev at nu jeg gjorde grin af dig her, gjorde du grin af mig der. 

Det er også fair nok. ""For the lolz"" er en helt legitim grund :)",[ 4.1964126 -3.0919673 -1.8041732],[9.9684924e-01 6.8128121e-04 2.4694959e-03]
84,positive,positive,TRUE,RT @USER: Jeg laver ok fine børn. Her er Rod. Han er det. Han hedder det.,[-3.3737702 -2.9057806  5.168588 ],[1.9493104e-04 3.1126227e-04 9.9949384e-01]
85,neutral,negative,MISS,"Jeg tog det første semester på uddannelsen, vi var fem studerende på holdet, måske forstår jeg godt at det ikke kan betale sig. Desværre.",[-3.1555707  3.6704407 -1.3240182],[0.00107671 0.9922008  0.00672254]
86,neutral,neutral,TRUE,Kan vi stole på i klimakampen? Det spørger i lørdagens leder om @USER’ seneste udtalelser #dkgreen,[-4.0022206  5.9328613 -3.0369973],[4.8436490e-05 9.9982446e-01 1.2716392e-04]
87,neutral,negative,MISS,"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",[-1.8321675  4.284483  -3.2615237],[2.1998174e-03 9.9727339e-01 5.2677502e-04]
88,neutral,neutral,TRUE,Lige her kan du se det nye Risbjerg-snit (og måske sidste inden valget bliver udskrevet) #dkpol,[-3.4934816  5.7640653 -3.3320885],[9.53692070e-05 9.99792635e-01 1.12072936e-04]
89,neutral,negative,MISS,Du kan være enig eller uenig i Amalie Haves ræsonnement ift kunstnere. Men Den Korte Radioavis har i ugevis ringet til Amalie direkte fra radioprogrammet og udenfor sendetid samt publiceret hendes egne billeder på programmets Facebookside uden samtykke. I FEM programmer. Chikane.,[-4.2662387  5.8734913 -2.7425776],[3.9470735e-05 9.9977940e-01 1.8113109e-04]
90,neutral,negative,MISS,Det burde ikke være til diskussion,[ 0.17712238  2.6730273  -3.687342  ],[0.07602434 0.9223811  0.00159455]
91,negative,negative,TRUE,"Troels Lund siger helt korrekt lige nu i at udenlandske firmaer spekulerer i ikke at registrere sig når de udfører arbejde i Danmark. Men han glemmer, at resultat af at denne regering har sparet massivt på indsatsen mod social dumping og på Arbejdstilsynet. #dkpol",[ 4.4046063 -2.7996972 -2.3560283],[9.9810177e-01 7.4196846e-04 1.1562948e-03]
92,neutral,neutral,TRUE,"Læs mere om samrådet her i 
[LINK]
#Skolechat",[-3.6286395  5.8258286 -3.2455022],[7.8323646e-05 9.9980682e-01 1.1489129e-04]
93,negative,negative,TRUE,"Public service kanaler burde ikke lægge så væsentlige programmer overfor hinanden. Det er spild af ressourcer i et mediemarked, hvor det kun er os danskere selv der gider lave tv-nyheder på dansk. Taberne er flowseerene (som så ikke kan vælge et public service alternativ)",[ 4.4180484 -2.9812791 -2.23693  ],[9.9810433e-01 6.1050465e-04 1.2851554e-03]
94,negative,neutral,MISS,Frænder er frænder værst?#dkpol #ligevilkårforalle,[ 4.22136   -2.8704004 -2.1233974],[9.9741876e-01 8.2978397e-04 1.7513959e-03]
95,neutral,neutral,TRUE,Terror i Sri Lanka | Fejl i danske pas | Borgmester befamlet,[-2.2908404  4.923956  -3.5730186],[7.3492998e-04 9.9906117e-01 2.0389320e-04]
