,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Det har jeg ingen interesse i at vide, men det er vigtigt at den slags prædikater også giver et reelt billede af hensigterne, som i første tilfælde er at forhindre radikaisering, og i andet er at skabe rammer for tryg interaktion og identifikation.",[-1.7703613  1.9722968 -0.4238691],[0.0212522  0.89705604 0.08169171]
1,negative,negative,TRUE,"I dag glemte jeg mit dankort i en butik. En medarbejder løb efter mig og gav det til mig. Med den slags held i sprøjten, så ved man bare, at resten af ugen bliver uheld på uheld på uheld. Godt det snart er mandag igen.",[ 2.5145197 -1.4510407 -1.15225  ],[0.9573809  0.01814946 0.0244696 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-0.9520908   1.6954888  -0.86260754],[0.06167725 0.8708719  0.06745081]
3,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-1.1657834  1.8137279 -0.7983378],[0.04520339 0.8895212  0.06527555]
4,negative,neutral,MISS,Intet nyt i finanskriser... @ Børsen,[ 2.6024444 -1.0052544 -1.7403605],[0.96143293 0.02606845 0.01249864]
5,neutral,neutral,TRUE,Skjern-træner: Vi tabte i sidste ende til et klart bedre hold -,[-2.06133     1.6699178   0.22233756],[0.01903176 0.79421705 0.18675108]
6,positive,positive,TRUE,Stor ros til for ikke at støtte jeres dehumanisering af DK. #dkpol,[-1.0642965 -1.3238262  2.3622353],[0.03073032 0.02370581 0.9455639 ]
7,neutral,negative,MISS,"Løbehjulene har en holdbarhed på en lille måned i gennemsnit. Så smides de til skrot. Der er er ca 400 løbehjul i København. Det giver mindst (400x12) 4800 elløbehjul til skrot om året. 
I den tid, de kører, samles de op og leveres af biler.
Det er ikke grønt i min optik. #dkpol",[-1.0246074  1.9237895 -1.0698268],[0.04754854 0.9070051  0.04544632]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.3453144  1.6953971 -1.467211 ],[0.1108433 0.8530593 0.0360974]
9,positive,positive,TRUE,"Jeg har tømmermænd på #delmøde19, men måtte alligevel på talerstolen for at opfordre salen til at tage fælles ansvar for at bekæmpe seksuelt upassende adfærd. har enstemmigt vedtaget at tilføje et afsnit om det til handlingsprogrammet - Jeg er rørt og glad 💪🏼",[-1.5008972 -1.0163635  2.479211 ],[0.01781063 0.0289141  0.95327526]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-2.3794594  1.5800588  0.5485267],[0.01386539 0.72699106 0.25914353]
11,negative,negative,TRUE,"Når man lige tænker over det...
Er det egentlig ikke pudsigt at der aldrig er blevet fulgt op på denne, med en ny måling.

:-))",[ 2.5276873 -1.5292356 -1.09635  ],[0.9578756  0.01657333 0.02555111]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.0404623  -0.24581532 -1.8687611 ],[0.89150375 0.09061611 0.01788006]
13,neutral,neutral,TRUE,Anmeldelse: Apokalypsens ryttere rider for tredje gang.,[-1.0069556  1.904582  -1.0302086],[0.04911095 0.90290695 0.04798215]
14,positive,positive,TRUE,Vi er gået ind i en nyt kapitel for bannerreklamer. Det spil gad jeg godt spille! Jeg ville nok starte med at gøre noget ved Toftegårds Plads.,[-2.0928264  -0.41120788  2.3954287 ],[0.01048874 0.05636909 0.9331421 ]
15,positive,positive,TRUE,"RT @USER: Det gør vi nemlig 💚Kom og del din mening med os🤓
#dkpol #flerevedmere",[-1.7383292 -0.836004   2.5085497],[0.01363285 0.03360944 0.9527578 ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 2.74844   -1.151535  -1.7340729],[0.9694174  0.01962335 0.01095923]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-1.4173468   2.1381545  -0.88540864],[0.02651986 0.9283373  0.04514285]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-1.4846306  1.9893094 -0.6623193],[0.02813781 0.90782744 0.06403473]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-1.4268968 -1.1645235  2.5390148],[0.01815925 0.02360723 0.95823354]
20,neutral,negative,MISS,Enig. Men hvor mange børn skal det også gå ud over? Hvor galt skal det gå før børnene bliver taget alvorligt? #hvorerderenvoksen #dkpol,[ 0.4026815  1.1198057 -1.6427387],[0.31467724 0.64462686 0.0406959 ]
21,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 2.7681792 -1.1283293 -1.7964246],[0.97018933 0.01970717 0.01010356]
22,neutral,negative,MISS,Han er ikke frikendt. Det havde krævet en retssag.,[-0.40458214  1.7144144  -1.43616   ],[0.10331404 0.8598603  0.03682569]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 2.6984918 -1.0694617 -1.771488 ],[0.9666068  0.02232793 0.01106528]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-0.405586   1.6893353 -1.4120225],[0.10537052 0.85611457 0.03851495]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 2.6980257 -1.0014566 -1.8473506],[0.96585464 0.02389169 0.01025368]
26,neutral,positive,MISS,"Arealer, der selv springer i skov er ikke i konflikt med gode klimaløsninger, OG de giver sandsynligvis en højere grad af biodiversitet #dkpol #dknatur",[-0.98482937  1.9876472  -1.1390666 ],[0.04673482 0.91321015 0.04005495]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 1.0878214   0.64369464 -1.8325055 ],[0.58986604 0.37833074 0.03180326]
28,neutral,positive,MISS,"Hvis det betyder lovgivning ud fra fakta i stedet for følelser og fornemmelser, så har du min stemme, @USER.",[-1.6776733  1.241262   0.3096452],[0.03728908 0.6906519  0.27205905]
29,positive,negative,MISS,Tillykke med sejren. Brøndby er tilbage til start ;-),[-1.4233525 -1.1372726  2.5146894],[0.0186396  0.02481302 0.95654744]
30,negative,negative,TRUE,"Når man skal udregne så tager man skatteindtægterne fra alt og alle der arbejder indenfor tobak, det eneste du fatter og glor på er moms og skat plus afgifter ALENE på tobak, men glemmer at de som arbejder med tobak også betaler, så forsæt bare dine løgne",[ 2.6868317 -1.1077812 -1.7116917],[0.9663824  0.0217355  0.01188214]
31,negative,neutral,MISS,Og læste du ikke Niggli et al?,[ 2.6667697 -0.9812826 -1.8279017],[0.9641248  0.02510755 0.01076768]
