,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Det har jeg ingen interesse i at vide, men det er vigtigt at den slags prædikater også giver et reelt billede af hensigterne, som i første tilfælde er at forhindre radikaisering, og i andet er at skabe rammer for tryg interaktion og identifikation.",[-2.8575826 -1.6842566  3.86418  ],[0.0011983  0.00387379 0.9949279 ]
1,negative,negative,TRUE,"I dag glemte jeg mit dankort i en butik. En medarbejder løb efter mig og gav det til mig. Med den slags held i sprøjten, så ved man bare, at resten af ugen bliver uheld på uheld på uheld. Godt det snart er mandag igen.",[ 3.9383245 -1.6416984 -2.834185 ],[0.9951068  0.00375402 0.00113922]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.7021265  4.773173  -1.8934115],[2.0824815e-04 9.9852079e-01 1.2708558e-03]
3,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-2.8801532  4.6190333 -2.4446125],[5.5275555e-04 9.9859279e-01 8.5444876e-04]
4,negative,neutral,MISS,Intet nyt i finanskriser... @ Børsen,[ 3.6282911 -1.0107173 -3.2511113],[0.98941714 0.00956497 0.00101787]
5,positive,neutral,MISS,Skjern-træner: Vi tabte i sidste ende til et klart bedre hold -,[-3.9257126 -0.5623795  3.6010165],[5.2996795e-04 1.5308288e-02 9.8416173e-01]
6,positive,positive,TRUE,Stor ros til for ikke at støtte jeres dehumanisering af DK. #dkpol,[-2.379208  -2.464579   4.1833897],[0.0014084  0.00129315 0.9972984 ]
7,neutral,negative,MISS,"Løbehjulene har en holdbarhed på en lille måned i gennemsnit. Så smides de til skrot. Der er er ca 400 løbehjul i København. Det giver mindst (400x12) 4800 elløbehjul til skrot om året. 
I den tid, de kører, samles de op og leveres af biler.
Det er ikke grønt i min optik. #dkpol",[-1.2239938  3.122016  -2.394159 ],[0.01274206 0.9833039  0.00395406]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-2.9407005  4.672704  -2.4402673],[4.9314264e-04 9.9869353e-01 8.1340724e-04]
9,positive,positive,TRUE,"Jeg har tømmermænd på #delmøde19, men måtte alligevel på talerstolen for at opfordre salen til at tage fælles ansvar for at bekæmpe seksuelt upassende adfærd. har enstemmigt vedtaget at tilføje et afsnit om det til handlingsprogrammet - Jeg er rørt og glad 💪🏼",[-2.5400133 -2.6879945  4.4761705],[8.9574605e-04 7.7253382e-04 9.9833173e-01]
