,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,negative,MISS,"Et sted i Danmark 🤔
Region trodser klimamål: Sender 100 tons vasketøj på langfart 🤔
Det er resultatet af et udbud, der sparer regionen 29 millioner årligt. De mange ekstra kilometer er skidt for CO2-regnskabet. [LINK] #miljø #dkmedier #DKPol [LINK]",[-2.3075993  -0.79455423  2.469409  ],[0.00804576 0.03653206 0.9554222 ]
1,negative,neutral,MISS,"@USER @USER @USER Det er også ulovligt at gå over for rødt, og smide cigaretskodder på gaden. Det politianmelder vi heller ikke konstant. 
Desuden er jeg ikke sikker på, de ville blive dømt. Der er lidt mere vide rammer, når det handler om satire. Og især 1. april tænker jeg.",[ 3.2795548 -1.1384587 -1.990671 ],[0.9830903  0.01185426 0.00505549]
2,negative,negative,TRUE,"Sort dag. @USER var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 2.656988  -0.5952584 -1.8660176],[0.9527951  0.03686098 0.01034387]
3,negative,negative,TRUE,@USER @USER @USER @USER Han er ikke frikendt. Det havde krævet en retssag. [LINK],[ 1.0962299   0.97633356 -1.9071523 ],[0.5163605  0.45801818 0.02562127]
4,negative,negative,TRUE,"@USER @USER Absurd at han forsøger at sammenligne Paludan med nazister og jødernes forbrydelser mod jøderne. Så vidt jeg ved har Paludan ikke fordrevet eller udryddet nogen som helst. Paludan er Islam-kritiker, men han har en tosset, absurd, vanvittig måde at udtrykke kritikken på. #dkmedier",[ 1.1760813  0.9289791 -1.9145625],[0.5474852  0.42761922 0.02489561]
5,positive,positive,TRUE,Ugens Buket til en brugsuddeler med overskud [LINK] #rudersdal #viborsmukt,[-2.8059006 -0.1872574  2.3176377],[0.00547509 0.07510228 0.9194226 ]
6,positive,negative,MISS,"Men man kunne og det håber jeg virkelig man gør, sende ham regningen for politiets ekstraarbejde.

Det samme burde forresten ske med fodboldklubber. [LINK]",[-2.0196981 -1.1761045  2.5738082],[0.00978808 0.0227544  0.9674575 ]
7,positive,neutral,MISS,"@USER @USER @USER Jeg kom lige i tanke om at jeg ville tage derhen (i kirken) efter påskemarcipan i morgen, jeg kan kigge (tror dog deres butik kun er åbent i weekenden, mrn det kan jeg også lige tjekke)",[-2.8461032   0.30689085  1.9509747 ],[0.00686993 0.16079782 0.83233225]
8,positive,positive,TRUE,"SE MIG - SE MIG - SE MIG
Aner ikke hvornår @USER trykker på knappen, men nu varmer jeg op med en før-valg-kampagne 🚀Jeg er ikke overraskende ude på, at så mange som muligt i Østjylland, finder ud af hvem jeg er 😃 Nu er I advaret 😉 #dkpol [LINK]",[-2.5384488 -0.6002944  2.5116677],[0.00609806 0.04235664 0.95154524]
9,negative,negative,TRUE,"@USER Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 3.357369  -1.4989055 -1.7965305],[0.9866251  0.00767536 0.00569957]
10,positive,positive,TRUE,"Vi tror aldrig @USER er blevet sendt live i dansk tv, men vi kan da høre @USER om de ikke er interesserede i at sende det, vi er jo en del danske @USER fans som helt sikkert vil se med. 😉💜 #BTSdk [LINK]",[-2.8691196   0.08755291  2.1630588 ],[0.00576368 0.11085778 0.88337857]
11,neutral,neutral,TRUE,"60.952 iværksætterselskaber nåede at blive oprettet. I dag er der lukket for nye efter mange problemer og diskussioner. FSR foreslår: Nyt Folketing bør snarest igangsætte arbejdet med et hovedeftersyn af selskabsssystemet #dkbiz #dkpol 
[LINK]",[-1.4859889  2.4987905 -1.0431635],[0.01775237 0.95460546 0.02764221]
12,positive,positive,TRUE,"Det er grineren, når folk man kan huske fra gymnasiet, bliver kendte rockmusikere, der får gode anmeldelser i Politiken 
#fugleflugten #favrskovgymftw

[LINK]",[-0.6904295 -1.4128442  1.6105404],[0.08718822 0.04233671 0.87047505]
13,positive,positive,TRUE,"Så nu har jeg købt et regnbueflag, som kommer med på Sydsiden på søndag!😁 🌈. Og hvis nogen har et handicap-flag, kvindeflag, jydeflag eller andet relevant, så tager jeg også gerne det med. Jeg hader næsten ingen, så længe de er Brøndbyfans! #brøndby #nejtilhomofobi",[-2.6952834  -0.56423813  2.5975618 ],[0.00480003 0.04043382 0.95476615]
14,neutral,neutral,TRUE,"@USER Ved vi noget om, hvornår de melder ud efter mødet i aften? Er nysgerrig efter periodens længde og afløseren. Og hvorfor lige nu, når overgrebet ikke er sket sådan lige nu og her...",[-0.9221276  2.285186  -1.3476776],[0.03792761 0.93729013 0.02478229]
15,neutral,neutral,TRUE,@USER @USER Hvis deres påstand er forkert på baggrund af de data de har leveret er det jo helt fint at bede om mere. I dette tilfælde ved jeg ikke om de er fyldestgørende. Det må du vurdere.,[-1.2988571  2.4287055 -1.1381884],[0.02285613 0.950304   0.02683986]
16,neutral,negative,MISS,Bombe under nyt rostadion ved Bagsværd Sø: Bliver næppe klar til VM [LINK] [LINK],[-1.227701   2.4251869 -1.2085366],[0.02462734 0.9502688  0.02510385]
17,negative,negative,TRUE,"@USER Tal endelig ned til mange tusinde danskeres meget reele bekymringer. Det skal nok afskrække dem fra at stemme på Paludan, at du synes de er idioter...",[ 3.4064445 -1.4130974 -1.885057 ],[0.98706484 0.00796609 0.00496908]
18,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol [LINK]",[ 2.902947  -0.6926305 -2.0062826],[0.96634877 0.02652128 0.00712989]
19,neutral,neutral,TRUE,"@USER Det bliver i hvert fald spændende, om opblomstringen har efterladt noget blivende, eller det hele bare var zornigers værk - på godt og ondt.",[-0.11900759  1.4935653  -1.3024728 ],[0.15817991 0.7933829  0.04843719]
20,neutral,neutral,TRUE,"Interessant svar fra en ung mand, vi har haft med i en fokusgruppe om grænseoverskridende indhold (feks videoer fra terror): ""For det meste ser jeg sådan nogle videoer, fordi jeg bliver nødt til det - altså det her er virkeligheden.""

[LINK]",[-2.7319663  1.4697976  0.8566229],[0.00961658 0.6424267  0.3479567 ]
21,negative,negative,TRUE,"@USER @USER Skræmmebilleder!!!!! Hvad dælen er det I gør? Opmaner et skræmmebillede, som oven i købet kan gøre det usikkert med regeringsskifte. I stiller det op som om, at DK kun har to valgmuligheder, DF eller RV's udlændingepolitik. Forkert, dumt, illoyalt og selvfedt.",[ 2.9700067 -0.7621475 -2.040318 ],[0.9702993  0.02323014 0.00647067]
22,negative,negative,TRUE,Det hænger ikke sammen - overhovedet - og er slet ikke gennemtænkt! #NokerNok #Jarlovsyndromet #ForbandedeHyklere #dkpol #dkmedier [LINK],[ 3.0793304 -1.2268972 -1.7398639],[0.9788972  0.01319977 0.00790292]
23,neutral,neutral,TRUE,"@USER @USER Min pointe er, at EU ikke er en afsondret tredjepart. Det er et fællesskab, som Danmark indgår i.",[-1.814325    2.472965   -0.76004803],[0.0130482  0.9495048  0.03744703]
24,neutral,neutral,TRUE,"Når jeg er færdig med bachelor og andre eksamensopgaver, overvejer jeg om jeg skal gå i gang med at se Game of Thrones. For at se hvad alt hypen handler om. Hvad er det, den kan, som gør at den er så fantastisk?",[-1.636101   2.508436  -0.9313392],[0.0151259  0.9542688  0.03060521]
25,neutral,negative,MISS,"@USER @USER Alle kan jo blive klogere. men det virker bare modsat, når bif fans temmelig bevidst og som en direkte provokation, synger det dagen efter, og uden at VF er i miles omkreds, det har været et stort tema og noget som der arbejdes på at få væk fra stadion. Brøndby IF tager afstand",[-0.78265524  2.0962164  -1.2769176 ],[0.05153523 0.9170273  0.03143755]
26,negative,negative,TRUE,"@USER @USER @USER Selv hvis du har ret, Thomas, (hvilket jeg godt kan forestille mig), er der jo ingen grund til at blive nedladende. Dårlig stil. Ikke godt for folkestyret og respekten for det.",[ 3.397834  -1.5642838 -1.7718832],[0.9874746  0.00691044 0.00561495]
27,negative,positive,MISS,"@USER For at der skal være ligevægt mellem ""blokkene"" så burde det vel være SVC regering. Og det kan man da kun håbe at kunne blive virkelighed med Mette som Statsminister og V i Finansministeriet.",[ 2.8545518 -0.6491153 -2.0263734],[0.9636912  0.02899443 0.0073144 ]
28,negative,negative,TRUE,"“Vi skriver altså *indsæt årstal*” har virkelig aldrig været noget særlig godt argument - med mindre diskutionen er, hvilken dato der skal stå i højre hjørne af et dokument. Og han har jo ret. Det hører ingen steder hjemme! Men sgu da ikke fordi vi skriver 2019. [LINK]",[ 2.8737774 -1.1795838 -1.6452597],[0.97251344 0.01688664 0.01059992]
29,negative,negative,TRUE,"@USER Tankevækkende at ""ændringer i #Fingerplanen kan gennemføres af den siddende regering uden at skulle finde opbakning til det i Folketinget"" - det er store, langvarige aftryk der sker her i alt for stor hast. [LINK] #kbhpol #dkpol",[ 3.1358984 -1.2839377 -1.7632122],[0.9808832  0.01180611 0.00731073]
30,neutral,neutral,TRUE,Trecifret millioninvestering i Aarhus Lufthavn [LINK],[-2.2320626   2.1409848  -0.12977998],[0.0113033  0.8961811  0.09251563]
31,negative,negative,TRUE,"@USER @USER Igen lyver AllanEU fra @USER. Det er jo patologisk. Hvori består fejlen, Allan? Hvor er det ukorrekte? Er du igen bare ude på censur af folk, som du er uenige med?",[ 3.3936555 -1.4806089 -1.8204346],[0.98708874 0.00754206 0.00536915]
32,negative,negative,TRUE,"Ih hvor er det liberalt! @USER misbruger sin position, og prøver desperat at få hævn over gymnasieelever, hvis eneste forbrydelse var demokratisk meningstilkendegivelse. Hvor er det klamt og antidemokratisk. #dkpol [LINK]",[ 3.4211175 -1.4817984 -1.8484559],[0.9875853  0.00733272 0.00508192]
33,positive,neutral,MISS,"Godmorgen, 5c her til morgen, i går dovnede jeg lidt, fik tid hos øjenlægen i næste måned, fik malet lidt, så havde jeg jo lige det problem med roserne der skulle klippes ned, det med have, er jeg jo ikke ret god... [LINK]",[-1.6609848 -1.0579681  2.154334 ],[0.02073878 0.03790268 0.94135857]
34,neutral,neutral,TRUE,"Brøndby IF skifter. '73: Simon Tibbling går ud, og Besar Halimi kommer ind",[-1.3746555  2.4270632 -1.0650105],[0.02121295 0.94987506 0.028912  ]
35,negative,neutral,MISS,@USER @USER Det er okay at være uenig! Vi ses på søndag på stadion?,[ 2.9885192 -1.3370649 -1.6016846],[0.9771574  0.01292371 0.00991892]
36,negative,negative,TRUE,"Højrefløjen: Man må ikke smide nazikortet, må man ikke nikke nej! Det er så frygteligt at blive sammenlignet med den slags!😢
Også højrefløjen: OMG! Hvis de røde får indflydelse ender det med Stalin-Venezuela-DDR-Nordkorea-Pol-Pot!😱
#dkpol",[ 0.9760295   0.47493687 -1.3799162 ],[0.5880028  0.35625225 0.05574491]
37,neutral,negative,MISS,"@USER @USER @USER @USER Jeg prøver blot at påpege, at vækst ikke isoleret set er et problem og absolut ikke årsagen til de problemer du nævner. En anti-vækst dagsorden som du (tilsyneladende) efterspørger er den sikre vej til et dårligere samfund og dårligere løsninger. Det er vigtigt at forstå",[-0.08416022  0.5710216  -0.4858656 ],[0.2781896  0.53565204 0.18615834]
38,positive,negative,MISS,"RT @USER: Vi behøver ikke længere at bedrive satire. Tak for hjælpen, @USER. #dkmedier [LINK]",[-2.1502225 -1.0284183  2.5486784],[0.00877988 0.02695764 0.9642625 ]
