,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.2414298 -2.1685553  5.139728 ],[6.2207499e-04 6.6910114e-04 9.9870884e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.1644053  3.9728181 -1.7530895],[0.00214926 0.9946079  0.00324281]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-0.8452211  5.159908  -4.342488 ],[2.459822e-03 9.974657e-01 7.448349e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-0.8583502  5.279505  -4.440316 ],[2.1547680e-03 9.9778521e-01 5.9947695e-05]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.6492925 -3.3623793 -2.7147672],[9.99645114e-01 1.21934456e-04 2.33013445e-04]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 3.0377235   0.74355817 -4.066618  ],[9.0771526e-01 9.1539018e-02 7.4571581e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.3902285 -2.0089645  5.147422 ],[5.3194963e-04 7.7884539e-04 9.9868923e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.313802  -3.4429002 -2.2633612],[9.9933112e-01 1.5729753e-04 5.1166938e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 4.1240873  -0.84820294 -3.5668697 ],[9.9266994e-01 6.8764887e-03 4.5359123e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.3047736 -1.100128   4.2350354],[0.00143577 0.00478912 0.9937751 ]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.580125  -3.4268095 -2.566676 ],[9.9958795e-01 1.2250652e-04 2.8954115e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-0.8905003  5.305211  -4.469728 ],[2.0338923e-03 9.9790937e-01 5.6739984e-05]
