,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.992784  -3.2791228  5.6251783],[4.9123418e-04 1.3571848e-04 9.9937302e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.4697738 -1.7291709  4.402793 ],[0.0010325  0.00216536 0.9968021 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-0.4462256  3.4709582 -3.281197 ],[0.01948655 0.9793691  0.00114425]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.1819854  3.7395267 -2.869948 ],[0.0072257  0.99143827 0.001336  ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.499528  -1.8629833 -3.9745538],[9.9928916e-01 6.3415174e-04 7.6762597e-05]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 4.2073536  -0.01325881 -4.4832687 ],[9.8535961e-01 1.4474583e-02 1.6569349e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.217267  -3.0592976  5.6699147],[3.7532477e-04 1.6170305e-04 9.9946302e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.0516005 -2.5324368 -2.7327592],[9.9907613e-01 5.0803431e-04 4.1580913e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.420728    0.04334477 -3.731835  ],[9.6625870e-01 3.2984853e-02 7.5644045e-04]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.5648017 -1.6701974  4.5566344],[8.0536451e-04 1.9702176e-03 9.9722445e-01]
