,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[ 1.0489316 -2.835059   1.4758674],[0.3916772  0.00805624 0.6002666 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.6303198   3.9245548  -0.05608985],[5.1369052e-04 9.8116446e-01 1.8321870e-02]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.0763525  3.7665317 -2.7809393],[0.0078115 0.990768  0.0014205]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.6180497  4.416473  -2.908116 ],[2.3873493e-03 9.9695551e-01 6.5712398e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.387749  -1.852269  -2.9173608],[9.9738497e-01 1.9447209e-03 6.7033799e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 0.5088046  1.8187535 -2.5774467],[0.21045291 0.7799351  0.00961198]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.9316983 -1.4274888  4.7067103],[4.8032182e-04 2.1617338e-03 9.9735790e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.7899237 -2.9278345 -2.296003 ],[9.9871993e-01 4.4428735e-04 8.3572755e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.1680436  -0.28036413 -2.2022398 ],[0.90985286 0.0786396  0.01150751]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.3066037  2.778573   1.0149213],[0.00193949 0.8520107  0.14604975]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 3.578266  -1.6229796 -2.2485301],[0.99161375 0.00546349 0.00292279]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.0790392  3.9000957 -3.0571997],[6.8265474e-03 9.9222916e-01 9.4427168e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-0.04725324  2.3094165  -1.8886214 ],[0.08536547 0.90109557 0.01353898]
13,positive,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-0.44349423 -0.48944488  0.49658948],[0.22146995 0.21152355 0.56700647]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 4.2124286 -2.4310935 -2.1608562],[0.9969999  0.00129852 0.00170142]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-0.8692116 -2.9385602  3.7106154],[0.01013954 0.0012803  0.98858017]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.7808704 -2.671817  -2.558779 ],[9.9877232e-01 5.7916937e-04 6.4848113e-04]
