,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.6275728 -3.4797158  6.838067 ],[7.745987e-05 3.303662e-05 9.998895e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.1386719 -1.0652189  4.765982 ],[3.6780705e-04 2.9248879e-03 9.9670732e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.3745782  5.911348  -3.3853257],[2.5195262e-04 9.9965644e-01 9.1697322e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.8201914  5.99043   -3.0580995],[1.4910082e-04 9.9973339e-01 1.1753243e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.1492002   0.29670203 -3.7669399 ],[9.4456202e-01 5.4501232e-02 9.3667506e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.895776   5.513962  -3.4831994],[6.0488848e-04 9.9927145e-01 1.2367050e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.8198822 -3.2695122  6.8517365],[6.3041225e-05 4.0211744e-05 9.9989676e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 6.013078  -1.9839967 -4.698981 ],[9.9964142e-01 3.3632462e-04 2.2266713e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.3050332   0.63079876 -1.8934214 ],[0.64500666 0.3286608  0.02633256]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.9436681 -2.217791   5.8798833],[1.4715818e-04 3.0410857e-04 9.9954873e-01]
