,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.760713  -4.1218476  5.247595 ],[2.4520073e-03 8.5074571e-05 9.9746287e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.2477374  3.50507    1.059356 ],[3.9512222e-04 9.1988391e-01 7.9721034e-02]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.8518819  5.547732  -3.8064847],[6.110622e-04 9.993024e-01 8.653908e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.9959145  6.022105  -3.138127 ],[1.2117848e-04 9.9977368e-01 1.0511465e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.554267   -0.79561245 -2.7522166 ],[0.9854812  0.01272096 0.00179795]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 3.1682744   0.08471412 -3.2028372 ],[0.95464826 0.043719   0.00163269]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.0917084 -3.9119146  5.3829   ],[1.5395869e-03 9.1749578e-05 9.9836868e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.2159944 -3.1531641 -2.0940773],[9.9910021e-01 2.3170188e-04 6.6816719e-04]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.46011356  4.912887   -4.6140256 ],[4.6184198e-03 9.9530905e-01 7.2522431e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-0.27417213 -0.9438303   1.5183945 ],[0.13303661 0.06809925 0.7988641 ]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 2.2040684 -0.5290044 -1.444497 ],[0.9165503  0.05959336 0.02385638]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.8651028  5.7959    -3.034962 ],[1.7315516e-04 9.9968076e-01 1.4610554e-04]
12,positive,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-0.50522745  0.3882654   0.47509715],[0.16369368 0.40001008 0.43629625]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 2.1143076  -1.3207488  -0.58623576],[0.9095932  0.02931036 0.06109647]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 2.2177374 -1.1598263 -0.9191329],[0.92803204 0.0316742  0.04029373]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.1193718 -2.9653842  4.411551 ],[3.944235e-03 6.226584e-04 9.954331e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 3.9704926 -1.2048081 -2.808476 ],[0.99325377 0.00561637 0.00112977]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.929921   4.560645  -1.6311384],[5.5687630e-04 9.9740219e-01 2.0408588e-03]
