,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.9656215 -2.5497255  6.183035 ],[1.0633412e-04 1.6117370e-04 9.9973243e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.166875   -0.04643961  4.7749143 ],[1.2974456e-04 7.9904580e-03 9.9187976e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.5550885  5.0308924 -1.3291497],[1.8634785e-04 9.9808770e-01 1.7259869e-03]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.8867707  5.5132084 -1.4587661],[8.2641483e-05 9.9898046e-01 9.3684345e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.463969  -3.3266096 -2.3039744],[9.9942517e-01 1.5207239e-04 4.2283928e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-2.5110638  4.2162857 -1.5755042],[0.00119263 0.99576783 0.00303959]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.4663417 -2.0914798  6.258624 ],[5.9754733e-05 2.3630212e-04 9.9970394e-01]
7,positive,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 0.7387448 -2.0859616  1.7883244],[0.25537723 0.01515053 0.7294723 ]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 0.1679479  1.9052215 -2.0127969],[0.14717162 0.8362043  0.01662412]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.751638  -2.37082    5.7900543],[1.9506585e-04 2.8547528e-04 9.9951947e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.3099957 -4.0343685 -1.4559374],[9.9876165e-01 8.7348628e-05 1.1509447e-03]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-4.047958   5.972855  -1.7246215],[4.4442637e-05 9.9950182e-01 4.5374522e-04]
12,positive,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.2693233  1.5549278  3.5572603],[3.51399940e-04 1.18916444e-01 8.80732119e-01]
13,positive,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 0.911633  -2.3336895  1.820049 ],[0.28414366 0.0110691  0.7047872 ]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 4.843321  -3.840597  -1.0809695],[9.9716502e-01 1.6880658e-04 2.6661251e-03]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.7133532 -1.6179354  6.0274906],[5.8799302e-05 4.7796997e-04 9.9946326e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.4442544 -4.0071287 -1.6292298],[9.9907506e-01 7.8508085e-05 8.4649207e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.3385434  4.8499875 -1.3138332],[2.771615e-04 9.976236e-01 2.099198e-03]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.9686887  1.173369   3.3856342],[5.7636690e-04 9.8597616e-02 9.0082604e-01]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.8492513 -1.6629378  6.195445 ],[4.3396725e-05 3.8633239e-04 9.9957031e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-4.234002   3.6745245  1.1592163],[3.3998702e-04 9.2489344e-01 7.4766524e-02]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.4709764 -4.0846076 -1.5778722],[9.9906164e-01 7.0738344e-05 8.6759339e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.3316178  4.6101036 -1.0434729],[3.5422627e-04 9.9615425e-01 3.4914801e-03]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.0234194 -3.7777705 -1.3520806],[9.9815011e-01 1.5027539e-04 1.6996188e-03]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 4.491082  -3.2567317 -1.17943  ],[9.9613720e-01 4.3001756e-04 3.4327880e-03]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.38957   -3.74789   -1.8234636],[9.9915624e-01 1.0746936e-04 7.3629647e-04]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[-0.88172674  2.8917723  -1.8267223 ],[0.0222614  0.969086   0.00865259]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 4.4836836 -3.5200133 -0.806062 ],[9.9465150e-01 3.3243728e-04 5.0160717e-03]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 1.3317909  0.7628891 -2.0046816],[0.62433314 0.3534642  0.02220265]
29,neutral,neutral,TRUE,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[-0.5415722  2.3994899 -1.7577553],[0.04942591 0.93592626 0.01464782]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 3.0766065 -4.4226766  1.4362891],[8.3719003e-01 4.6336889e-04 1.6234662e-01]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 1.7257353   0.65504867 -2.4542713 ],[0.73633826 0.25239694 0.0112648 ]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.923852  -3.5715513 -1.3863878],[9.9798203e-01 2.0399333e-04 1.8139295e-03]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 3.8281608 -1.7428355 -2.129358 ],[0.9936475  0.0037825  0.00256989]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-3.9199653  5.340158  -1.2559195],[9.5004820e-05 9.9854136e-01 1.3637225e-03]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-3.7664206  5.1481686 -1.1658348],[1.3415264e-04 9.9805850e-01 1.8072537e-03]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.795021   5.2854147 -1.3069302],[1.13703165e-04 9.98517573e-01 1.36878982e-03]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.4212651 -2.0990958  6.2057333],[6.5903951e-05 2.4724228e-04 9.9968684e-01]
38,positive,neutral,MISS,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-3.7580645 -1.5698812  5.996619 ],[5.7988902e-05 5.1720254e-04 9.9942482e-01]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-4.131836    4.691517   -0.27088365],[1.4620938e-04 9.9290729e-01 6.9464925e-03]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 5.0346737 -4.077492  -1.096043 ],[9.9771994e-01 1.1006405e-04 2.1700622e-03]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-4.7785306   4.1948986   0.95345825],[1.2194835e-04 9.6224695e-01 3.7631102e-02]
42,positive,neutral,MISS,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-4.15938    0.9536515  3.5821462],[4.0499665e-04 6.7299642e-02 9.3229532e-01]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 5.457819  -2.331689  -3.3036618],[9.9942964e-01 4.1382047e-04 1.5656320e-04]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 5.218703  -4.020651  -1.3713995],[9.9853110e-01 9.6997712e-05 1.3718815e-03]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 4.1627603 -4.006799  -0.1304876],[9.86248195e-01 2.79249012e-04 1.34726325e-02]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[ 0.27748957  0.5627788  -0.7435716 ],[0.37169757 0.49441227 0.1338901 ]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 5.230103  -3.545457  -1.8341463],[9.9899143e-01 1.5430654e-04 8.5427443e-04]
48,positive,negative,MISS,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 0.37494758 -3.2117028   3.337411  ],[0.04908395 0.00135918 0.9495569 ]
49,positive,negative,MISS,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[-0.14410092 -0.38290185  0.91220075],[0.21444099 0.16888765 0.6166714 ]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 4.9587708 -4.0818753 -1.0114647],[9.9733502e-01 1.1817853e-04 2.5468348e-03]
51,neutral,positive,MISS,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[-3.578388   5.13586   -1.3460081],[1.6395123e-04 9.9830759e-01 1.5283576e-03]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 5.4906955 -4.06542   -1.611506 ],[9.991067e-01 7.070391e-05 8.225551e-04]
53,negative,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[ 2.137822  -2.6228576  0.8313233],[0.7816614  0.00669086 0.21164772]
54,negative,negative,TRUE,"T.e. ved at læse tweets og svar som dine med fascistiske og racistiske undertoner. Og den undren det giver når danskere, som ellers virker til at være veluddannede og intelligente, kan få så menneskefjendske holdninger. Det er ikke mit Danmark mere. Lev vel.",[ 5.1794543 -3.8849492 -1.4341712],[9.9854445e-01 1.1554389e-04 1.3400047e-03]
55,negative,negative,TRUE,"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",[ 5.1342926 -3.9936523 -1.303067 ],[9.98293698e-01 1.08403234e-04 1.59789599e-03]
56,neutral,negative,MISS,"“Han sov på gaden, når han ikke vandt i lodtrækningen om at få en plads i et herberg for natten, har han forklaret”.
Vi kan ikke være det bekendt, at der må trækkes lod. Tak for frifindelse",[-4.054266    5.054205   -0.73637104],[1.1037434e-04 9.9684310e-01 3.0465731e-03]
57,negative,positive,MISS,"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",[ 2.9631479 -4.6069593  1.6563572],[7.8665638e-01 4.0562917e-04 2.1293798e-01]
58,neutral,neutral,TRUE,Stormen Pabuk dræber to ældre og en fisker i Thailand,[-2.8801558  4.682521  -1.7211666],[5.1835563e-04 9.9782974e-01 1.6518489e-03]
59,positive,positive,TRUE,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),[-3.0789883 -2.3397315  6.096261 ],[1.03538245e-04 2.16848290e-04 9.99679685e-01]
60,positive,positive,TRUE,Kan næsten ikke følge med efterspørgslen: 'Vestjyden' går som varmt brød (Dette er en plus-artikel),[-1.5649061 -2.8427339  4.8225   ],[1.6790022e-03 4.6784047e-04 9.9785310e-01]
61,neutral,negative,MISS,"Når vi nu ikke ved, hvornår der er Folketingsvalg (@USER?), kan vi jo meget passende forberede os til den 26. maj, hvor vi stemmer om noget, der er MINDST ligeså vigtigt #dennegangstemmerjwg #eudk",[-3.919466   5.4024873 -1.2874571],[8.9320041e-05 9.9866903e-01 1.2416972e-03]
62,positive,positive,TRUE,Jeg føler at 2019 starter overordentligt godt :),[-3.2289922 -2.286678   6.195105 ],[8.0731232e-05 2.0714928e-04 9.9971205e-01]
63,positive,positive,TRUE,Lækre detaljer i brilleetuier og pudseklude 😍,[-3.5206428 -2.0630233  6.282528 ],[5.5259854e-05 2.3738097e-04 9.9970728e-01]
64,positive,positive,TRUE,Enig. En true detective podcast. det er lige dig ? :),[-3.9116945 -1.4555137  6.0271144],[4.8235306e-05 5.6243292e-04 9.9938929e-01]
65,negative,negative,TRUE,"Tillykke til @USER. Førstepladsen for desperation, misbrug af embedsværk og største politiske selvmål i #dkpol 😂😂",[ 2.583111  -4.4878244  1.9940833],[6.4279085e-01 5.4601114e-04 3.5666308e-01]
66,negative,negative,TRUE,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",[ 1.4088635  0.9054797 -2.3197079],[0.6140587  0.37118727 0.01475407]
67,negative,neutral,MISS,Forsker: Udvisket arbejderklasse gør alle partier til arbejderpartier,[ 5.2561684 -2.871142  -2.4748473],[9.9926609e-01 2.9514494e-04 4.3867587e-04]
68,positive,neutral,MISS,"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",[-4.253501   1.4354297  3.5121207],[3.7669021e-04 1.1134110e-01 8.8828224e-01]
69,neutral,positive,MISS,Jeg ville ihvertfald. Om nødvendigt ville jeg være parat til at kalde min ufødte datter Oscar.,[-2.5110674   3.2965827  -0.43795642],[0.00292581 0.97381544 0.02325878]
70,positive,negative,MISS,"Rigtig mange forældre er i tvivl om de mon gør det godt nok. 

Mange er bekymret og går med det selv.

Derfor er dette et rigtig godt initiativ.",[-3.2804277 -2.0617871  6.029617 ],[9.0474641e-05 3.0603822e-04 9.9960345e-01]
71,negative,neutral,MISS,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",[ 4.6194816 -3.2033067 -1.3036915],[9.9693215e-01 3.9927475e-04 2.6684818e-03]
72,neutral,neutral,TRUE,"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",[-3.0956593  4.4662247 -1.1881521],[5.1781221e-04 9.9599409e-01 3.4881253e-03]
73,positive,neutral,MISS,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",[-4.167079   2.0702808  2.7478104],[6.5803941e-04 3.3659124e-01 6.6275072e-01]
74,neutral,neutral,TRUE,"Nogen der har råd mod hold i nakke/skulder?? Der er ligesom en knude, der gør nuller #twitterhjerne",[-4.129823   5.8350735 -1.5183564],[4.6989600e-05 9.9931312e-01 6.3995225e-04]
75,negative,negative,TRUE,"Sort dag. var som den braldrende kammerat på et fodboldhold. Han tisser i badet, får dumme gule kort. Men er også ham, der skyder fra en kropumulig vinkel og scorer. Giver omgang, selvom kontoen er i overtræk. Og som man slet ikke kan undvære, den dag han er væk. #dkmedier",[ 4.7901497 -3.6804109 -1.0882711],[9.9700028e-01 2.0891894e-04 2.7908057e-03]
76,negative,negative,TRUE,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",[ 2.2076502   0.07186845 -2.2125227 ],[0.88481146 0.1045424  0.01064619]
77,negative,neutral,MISS,Jeg lukkede den faktisk ned inden et møde 😬,[ 4.764378  -3.6493983 -1.1166636],[9.9699533e-01 2.2112430e-04 2.7834873e-03]
78,negative,neutral,MISS,"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",[ 3.1589053  -0.80340457 -2.214293  ],[0.9768884  0.01857957 0.00453205]
79,negative,negative,TRUE,"Det komplekse er en afledning. Det er sådan set meget simpelt: Flere hundrede mennesker skal ikke stå og synge sange, der bruger homoseksualitet nedsættende. Det burde være muligt at have en klar holdning til.",[ 5.1104593 -2.2841277 -2.8349524],[9.9903214e-01 6.1397557e-04 3.5394111e-04]
80,negative,neutral,MISS,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",[ 2.2067535   0.56863606 -2.7715764 ],[0.83247924 0.16178866 0.00573208]
81,negative,negative,TRUE,I de seneste år er de private virksomheders overskud vokset markant. Det er dog mest af alt kommet de få rige til gode. Flertallet af befolkning har adgang til en stadig mindre del af velstanden. Fra 1990 er uligheden steget med 32%. 1/4,[ 4.9682846 -2.93965   -2.0266638],[9.987174e-01 3.673417e-04 9.153246e-04]
82,negative,negative,TRUE,"Synes på en måde alle fangrupper burde gå fælles front mod dette tåbelige valg af DBU. I det mindste finde en løsning hos alle dem som har købt billet til om søndagen som ikke kan.

Er der ikke et nummer til DBU som man kan kontakte!",[ 3.7688653  -3.407257   -0.24850038],[9.8158067e-01 7.5054291e-04 1.7668763e-02]
