,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.0373652 -1.5198661  4.949377 ],[3.3929839e-04 1.5474737e-03 9.9811327e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.063442   2.3167999  2.0757623],[0.00094809 0.5594384  0.43961346]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.6697301  3.7162921 -2.0141945],[0.00454459 0.9922351  0.0032203 ]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.64352    5.547759  -1.7860582],[1.0184749e-04 9.9924564e-01 6.5258302e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.9511924 -2.3055553 -3.0293694],[9.9895370e-01 7.0466049e-04 3.4168933e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.160708   4.9585195 -1.6525689],[2.9727013e-04 9.9835950e-01 1.3431602e-03]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.351515  -1.2881408  5.0787477],[2.1774274e-04 1.7141768e-03 9.9806815e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.857445  -1.6682711 -3.4300294],[9.9828595e-01 1.4627583e-03 2.5121807e-04]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 0.25515345  2.1648269  -2.44424   ],[0.12790783 0.8634908  0.00860133]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.392954  -0.2693696  4.0813265],[5.5995409e-04 1.2726466e-02 9.8671365e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.129955  -2.4860773 -3.0222402],[9.9922001e-01 4.9210800e-04 2.8787757e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-4.072961   5.7162423 -1.4779773],[5.6008324e-05 9.9919373e-01 7.5030851e-04]
12,positive,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.0739174  0.6094198  4.031589 ],[2.9224463e-04 3.1600524e-02 9.6810716e-01]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-0.77689034  1.1846519  -0.18840508],[0.10089248 0.7173742  0.18173338]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 5.034153  -2.3969862 -3.0190253],[9.9909031e-01 5.9197325e-04 3.1779983e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.0659068 -1.4535272  4.9324636],[3.3533215e-04 1.6815993e-03 9.9798310e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.827956  -2.3850265 -2.8076234],[9.9878162e-01 7.3605787e-04 4.8237023e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.683149   5.57726   -1.7739804],[9.5046336e-05 9.9926358e-01 6.4132328e-04]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.986982   1.9061984  2.556357 ],[0.00094504 0.34262973 0.65642524]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.739395   0.2560547  3.8329124],[5.0025759e-04 2.7189137e-02 9.7231060e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-0.799996   3.1157093 -2.3420122],[0.01945586 0.9763815  0.00416257]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.1508055 -2.6031556 -2.912547 ],[9.9925667e-01 4.2872078e-04 3.1463537e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.923435   4.4189734 -1.362374 ],[6.450818e-04 9.962818e-01 3.073088e-03]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.0043817 -2.3472042 -3.0393245],[9.9903822e-01 6.4095703e-04 3.2080786e-04]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 4.577959  -2.1430037 -2.7930381],[9.9816883e-01 1.2031703e-03 6.2808802e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 4.87531   -1.8987432 -3.377286 ],[9.9859828e-01 1.1414501e-03 2.6021598e-04]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[-0.21106276  3.0934033  -2.918375  ],[0.0353348  0.96230775 0.00235739]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 4.701317  -2.1920316 -2.8818347],[9.9847895e-01 1.0129678e-03 5.0818041e-04]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 0.22783525  2.3007808  -2.5648053 ],[0.11099444 0.8822061  0.00679943]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 4.9547787 -1.8317548 -3.4779267],[9.9865520e-01 1.1273574e-03 2.1733934e-04]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-2.5613854 -1.7689588  4.7106614],[6.9314340e-04 1.5309809e-03 9.9777585e-01]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 4.877412  -2.1262255 -3.1553907],[9.9876827e-01 9.0745208e-04 3.2423725e-04]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 4.4596252 -2.3222575 -2.4646153],[9.9788672e-01 1.1317409e-03 9.8157115e-04]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.939868  -1.8688042 -3.5134838],[9.9868447e-01 1.1027057e-03 2.1290420e-04]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-4.450157    4.464027    0.26348382],[1.3246483e-04 9.8510331e-01 1.4764175e-02]
35,positive,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 0.02034265 -0.29260015  0.69814104],[0.27020976 0.19760218 0.53218806]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-4.285422   5.395917  -0.8886059],[6.2317718e-05 9.9807632e-01 1.8613589e-03]
