,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.7849456 -2.4164693  3.6083786],[0.01217959 0.00238271 0.98543763]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.3594176   0.96909755  0.47844255],[0.0569938  0.58490974 0.35809648]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.8942543  5.7131395 -3.7729259],[4.9648050e-04 9.9942762e-01 7.5858756e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.2303674  6.070349  -3.9849188],[2.4826656e-04 9.9970883e-01 4.2946325e-05]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.380584  -1.4858421 -3.0315704],[9.9657488e-01 2.8232771e-03 6.0180010e-04]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 2.4480412  1.1959395 -3.712915 ],[0.77638936 0.22197227 0.00163836]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.2937013 -1.9189156  3.5691662],[0.00763768 0.00408728 0.98827505]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.508067  -2.5789025 -2.0744016],[9.977847e-01 8.340751e-04 1.381360e-03]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.3690351  4.149812  -3.9515486],[1.0780785e-02 9.8891944e-01 2.9976771e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.6942506   1.6689888   0.23090956],[0.02721915 0.7861597  0.18662117]
