,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.10404795 -1.0241821   1.388913  ],[0.17097765 0.06812871 0.7608937 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.3840094   3.5034168   0.01152933],[0.00098941 0.9694959  0.02951472]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.8103013  4.210517  -1.5164871],[8.8940351e-04 9.9586725e-01 3.2433602e-03]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.2842183  2.6201289  1.0165553],[0.0022656  0.83063114 0.1671033 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.4934726 -3.4473758 -3.065106 ],[9.9988127e-01 4.8160709e-05 7.0584698e-05]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 3.1071105  0.4476321 -3.6248412],[0.9335526  0.06533441 0.00111299]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.6075692 -3.4753342  6.956737 ],[7.0182898e-05 2.9469011e-05 9.9990034e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 6.4722133 -3.9549425 -2.3147364],[9.9981779e-01 2.9611798e-05 1.5268534e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 5.1795583 -3.2875655 -1.4796666],[9.9850982e-01 2.0995544e-04 1.2802291e-03]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.7720666  1.0254968  2.3783314],[0.00458521 0.20446551 0.7909493 ]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.237442  -3.845223  -0.9778318],[9.97892201e-01 1.13378985e-04 1.99445616e-03]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.2115693  4.496123  -2.2859502],[0.00121861 0.9976501  0.00113126]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-1.9268992  4.468963  -2.5484776],[1.6641781e-03 9.9744201e-01 8.9382369e-04]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.1478133 -2.626032  -2.1133916],[9.9887842e-01 4.2012098e-04 7.0147385e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.3083785  4.6485467 -2.3883903],[9.5027935e-04 9.9817252e-01 8.7720848e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.8574953  1.5663735  1.6756244],[0.00563486 0.47005075 0.5243144 ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.2443147 -2.812894  -3.3575876],[9.9981588e-01 1.1652634e-04 6.7587593e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.7218904  4.496162  -1.5733371],[7.3100271e-04 9.9696368e-01 2.3053102e-03]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.1729283 -1.0829852  5.0094757],[2.7882122e-04 2.2541173e-03 9.9746704e-01]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.6696608  -0.01065594  4.497786  ],[2.8057120e-04 1.0892531e-02 9.8882687e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.1322188   3.2797773   0.09205937],[0.0015742  0.9588576  0.03956816]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 7.0425253 -4.418149  -2.7213154],[9.9993205e-01 1.0535688e-05 5.7489477e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.0254574  4.088674  -2.079772 ],[0.00220191 0.9957125  0.00208551]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 6.4959497 -3.7581127 -2.599559 ],[9.9985266e-01 3.5208959e-05 1.1215195e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-1.1365978  3.2351215 -1.8796544],[0.01239844 0.9817042  0.00589742]
25,neutral,negative,MISS,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 2.3888834  2.6409993 -5.098174 ],[4.3719563e-01 5.6255937e-01 2.4495600e-04]
