,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.97839355 -0.8547373   1.7136847 ],[0.0591928  0.06698416 0.87382305]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.7600646  1.5377494  4.528928 ],[3.2377990e-05 4.7824446e-02 9.5214319e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.1685936  3.4497535 -0.5867453],[0.00131074 0.98135924 0.01733001]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.518728    3.2818882  -0.23944937],[0.00107996 0.97023994 0.02868017]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.9362516 -1.3066031 -3.968026 ],[9.9792421e-01 1.9402615e-03 1.3552484e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.09594574  1.9157501  -2.2809699 ],[0.11643532 0.8704687  0.01309606]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.113741  -1.6870264  6.537172 ],[2.3672299e-05 2.6800897e-04 9.9970824e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.194923  -2.0288966 -3.5453017],[9.9911183e-01 7.2836498e-04 1.5987580e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 4.9191737 -1.6996946 -3.3672833],[9.9841571e-01 1.3328259e-03 2.5150628e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.8804877   3.1056337  -0.83903545],[0.0024596  0.9785971  0.01894331]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.281137  -2.228424  -3.3585858],[9.9927586e-01 5.4742483e-04 1.7680781e-04]
11,negative,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[ 4.019524  -0.7545163 -3.6243727],[9.911538e-01 8.371470e-03 4.747213e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-3.3946376  5.0790825 -2.1205082],[2.0868683e-04 9.9904519e-01 7.4617838e-04]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.7673864  -0.59980553 -4.4390764 ],[9.952551e-01 4.645074e-03 9.991217e-05]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-1.1871599  3.0242007 -2.3777199],[0.01454497 0.9810326  0.00442241]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-5.546036    0.60841936  5.4698033 ],[1.6312728e-05 7.6801958e-03 9.9230349e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 4.796775 -1.69346  -3.480892],[9.9823076e-01 1.5155064e-03 2.5367975e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.8522165  3.0727484 -0.4740012],[0.00259033 0.9694713  0.02793838]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.7124577   3.6449416  -0.28158036],[6.2513392e-04 9.8005587e-01 1.9318970e-02]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-4.96955   -0.712719   6.4668593],[1.0786863e-05 7.6140068e-04 9.9922776e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.7988005  3.8905592 -1.1530161],[0.00123458 0.99236405 0.00640139]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 4.9433293 -2.0249848 -3.3303463],[9.9880505e-01 9.4011362e-04 2.5484079e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.1059756  3.4312124 -1.8480117],[0.00390233 0.99104685 0.00505075]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.705743  -1.784585  -3.3141496],[9.9815649e-01 1.5152529e-03 3.2824909e-04]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 4.152641   -0.59629685 -3.8520901 ],[9.9108535e-01 8.5836835e-03 3.3090284e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.2127275 -0.9792338 -4.4961586],[9.9789774e-01 2.0415096e-03 6.0613638e-05]
