,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.8066975 -2.6053371  5.4956045],[6.7332754e-04 3.0295737e-04 9.9902368e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.9192932 -3.0910923  7.877531 ],[7.5282401e-06 1.7233628e-05 9.9997520e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.33297     4.636484   -0.11656492],[1.2613367e-04 9.9132335e-01 8.5505182e-03]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-5.344286   4.430028   1.3142653],[5.4475586e-05 9.5748615e-01 4.2459410e-02]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.5506983 -1.8279746 -3.7430768],[9.9928409e-01 6.2398223e-04 9.1929214e-05]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 2.549988   2.3250709 -5.0728097],[5.5584228e-01 4.4388583e-01 2.7190207e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.7864523 -3.2970045  8.078806 ],[7.0303313e-06 1.1469387e-05 9.9998152e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.861781  -2.2049503 -2.32234  ],[9.9839103e-01 8.5164420e-04 7.5731485e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 4.865828  -1.6547445 -3.0321622],[9.9815911e-01 1.4701142e-03 3.7080550e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-4.3766756   4.4439373   0.18136555],[1.4558561e-04 9.8596603e-01 1.3888347e-02]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.0971656 -2.5437968 -2.431533 ],[9.989832e-01 4.798774e-04 5.368906e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-4.404221   7.2621293 -2.9934492],[8.5772763e-06 9.9995625e-01 3.5159253e-05]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-4.3622026  7.1025534 -2.8556495],[1.0492878e-05 9.9994218e-01 4.7335023e-05]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-3.343492   6.0723133 -2.8089826],[8.1408885e-05 9.9977964e-01 1.3893330e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-3.839585   6.5289664 -2.9486735],[3.1401367e-05 9.9989212e-01 7.6536104e-05]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-5.4694405  2.119438   4.122989 ],[6.0130365e-05 1.1882342e-01 8.8111639e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.5182476 -1.9217879 -3.6246858],[9.9930632e-01 5.8685703e-04 1.0689892e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.4735165  6.9246793 -2.3029282],[1.1214480e-05 9.9989045e-01 9.8277313e-05]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-5.1671677   5.346555    0.08239219],[2.702061e-05 9.948260e-01 5.146953e-03]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-4.585726  -0.7022274  6.3730865],[1.7388953e-05 8.4499764e-04 9.9913764e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-4.2532434  6.719447  -2.5467474],[1.7162183e-05 9.9988830e-01 9.4557159e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.781714  -2.5385504 -3.3373015],[9.9964702e-01 2.4344539e-04 1.0952380e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.4386554  6.3947854 -3.1435232],[5.3621181e-05 9.9987435e-01 7.2029507e-05]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.720648  -2.402887  -3.4243464],[9.9959689e-01 2.9635918e-04 1.0670976e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-4.258108   7.013618  -2.8379288],[1.2726908e-05 9.9993455e-01 5.2662203e-05]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 4.7176447  -0.21464075 -4.488909  ],[9.9274266e-01 7.1576820e-03 9.9650919e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 5.3884287 -2.017078  -3.296955 ],[9.9922371e-01 6.0742418e-04 1.6890733e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.1246514 -1.5687962 -3.3682063],[9.9855810e-01 1.2372173e-03 2.0463127e-04]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 4.2759323  0.5985574 -4.7977977],[9.7522539e-01 2.4662744e-02 1.1179798e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.6669407 -2.3301904 -3.3947861],[9.9954778e-01 3.3627421e-04 1.1597002e-04]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 0.2977925 -3.9571347  4.7372737],[1.1662465e-02 1.6553848e-04 9.8817199e-01]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-1.2153124  5.564368  -4.549603 ],[1.1353019e-03 9.9882418e-01 4.0462000e-05]
