,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.4453416 -1.6302902  4.119454 ],[0.00140267 0.00316904 0.9954283 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.1763978   3.159842   -0.56686234],[0.00172634 0.97480804 0.02346562]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.323651   3.6334956 -1.129814 ],[9.428617e-04 9.906001e-01 8.457060e-03]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.978161   1.599122   0.8566944],[0.00691867 0.6728389  0.32024243]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.4324791   0.33994165 -4.2246532 ],[9.5615155e-01 4.3396510e-02 4.5193551e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.8992528  3.3142555 -3.142927 ],[0.01455619 0.98389995 0.00154395]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.9801251 -2.7740695  5.0916185],[8.4770733e-04 3.8321284e-04 9.9876910e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 3.6849537 -0.9063911 -3.1575544],[0.9889176  0.01002685 0.00105559]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.3295693 -0.9478493 -2.574429 ],[0.98366433 0.01365173 0.00268394]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.047832    3.109615   -0.70758057],[0.0020678  0.9764605  0.02147176]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 3.339432  -1.4035195 -2.2870238],[0.9878356  0.00860691 0.00355751]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.2567782  4.090615  -2.4336908],[0.00174569 0.99679166 0.00146263]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-2.4266658  4.2133174 -2.6011212],[0.00130391 0.997601   0.00109518]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-0.0845175  1.8985168 -2.2709832],[0.11937354 0.8672192  0.0134072 ]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.2937117  3.143733  -1.5470945],[0.00429251 0.98665094 0.00905656]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.3235967  0.8666882  2.2428267],[0.00304378 0.20101619 0.79594004]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 3.8515596 -0.8402029 -3.405646 ],[9.9022090e-01 9.0808300e-03 6.9818035e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.0122519  5.317718  -3.0306401],[2.4106422e-04 9.9952233e-01 2.3667184e-04]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-2.648892    2.4211345  -0.32509992],[0.00586879 0.93418545 0.05994578]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.156368  -0.7875882  3.8681784],[8.8061567e-04 9.4088065e-03 9.8971063e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.3538742  3.6313229 -1.9569052],[0.00250007 0.9937816  0.00371838]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 4.828545  -2.1613722 -3.0233345],[9.9869162e-01 9.1991760e-04 3.8851108e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.0197368  3.4489503 -2.2069714],[0.00418449 0.9923455  0.00346998]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.7893915 -2.1605294 -2.9815826],[9.9862146e-01 9.5738959e-04 4.2122067e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 0.6206363  1.6478883 -2.8090537],[0.2613849  0.730147   0.00846808]
25,neutral,negative,MISS,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[-0.5145488  3.4407027 -3.7021604],[1.8779311e-02 9.8044568e-01 7.7502808e-04]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[-1.0970281  3.7822366 -3.4626608],[7.5398963e-03 9.9175221e-01 7.0792006e-04]
27,neutral,negative,MISS,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[-0.1224274  3.0513117 -3.6784327],[0.04012    0.95873445 0.00114553]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-1.7822427  5.290629  -4.298937 ],[8.4701896e-04 9.9908459e-01 6.8376517e-05]
