,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-4.4710736 -1.8522094  7.3094854],[7.6510150e-06 1.0497302e-04 9.9988735e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-5.2368436 -0.65694    6.832318 ],[5.7303951e-06 5.5874215e-04 9.9943548e-01]
2,negative,neutral,MISS,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[ 6.469909 -4.012567 -3.097127],[9.9990201e-01 2.8020500e-05 6.9991715e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-5.908966  4.327546  2.504247],[3.0853862e-05 8.6093491e-01 1.3903418e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.8711762 -4.43016   -3.142999 ],[9.9994290e-01 1.2355696e-05 4.4758348e-05]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 5.5005093 -2.2864199 -3.9286654],[9.9950480e-01 4.1492016e-04 8.0305719e-05]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.696418 -1.568317  7.053782],[7.8862622e-06 1.8004804e-04 9.9981207e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 6.81066   -4.595514  -2.9099061],[9.9992883e-01 1.1125788e-05 6.0031754e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 6.87886  -4.856666 -2.6328  ],[9.999180e-01 8.003688e-06 7.397809e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-5.0560417 -0.8728935  6.946359 ],[6.1269757e-06 4.0175806e-04 9.9959213e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 7.0106673 -4.898661  -2.8093138],[9.9993896e-01 6.7269443e-06 5.4351320e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-4.6187544  7.9283605 -3.2721882],[3.5550813e-06 9.9998271e-01 1.3666466e-05]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-0.8080483  4.713318  -4.4472528],[3.9840224e-03 9.9591124e-01 1.0467322e-04]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 1.2194854  3.2958152 -5.0933175],[1.1139633e-01 8.8840175e-01 2.0195539e-04]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-5.021371   7.683913  -2.6232893],[3.0349352e-06 9.9996364e-01 3.3390512e-05]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-4.999448  -1.0011911  7.0489526],[5.8520072e-06 3.1895228e-04 9.9967515e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.709604  -4.4073358 -2.9736142],[9.9992275e-01 1.4857336e-05 6.2315819e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.430274   7.7199283 -3.154515 ],[5.2871778e-06 9.9997580e-01 1.8935592e-05]
18,positive,positive,TRUE,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-5.5392156  1.3802192  5.0525813],[2.4497973e-05 2.4785778e-02 9.7518969e-01]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-5.2727027 -0.5991777  6.9080114],[5.1255756e-06 5.4881821e-04 9.9944609e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-4.668685  7.502929 -2.843201],[5.1751053e-06 9.9996281e-01 3.2115637e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.6627145 -4.5009446 -2.8556113],[9.9991226e-01 1.4179024e-05 7.3486153e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.8013747  6.2685246 -3.853818 ],[1.1506025e-04 9.9984479e-01 4.0165654e-05]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 6.958568  -4.5766263 -3.1277554],[9.999486e-01 9.779271e-06 4.164309e-05]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-3.4712188  5.9860926 -2.516666 ],[7.8094374e-05 9.9971908e-01 2.0285098e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 6.417471  -3.4955857 -3.5978565],[9.999058e-01 4.951918e-05 4.470516e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 6.882291  -4.4165263 -3.1573315],[9.999440e-01 1.238688e-05 4.363381e-05]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 6.821055  -4.652857  -2.7964952],[9.9992311e-01 1.0397052e-05 6.6545355e-05]
28,negative,negative,TRUE,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 6.0748897 -2.9000347 -3.8171413],[9.9982291e-01 1.2652113e-04 5.0567178e-05]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 7.12024   -4.7203846 -3.1446862],[9.9995804e-01 7.2054941e-06 3.4832181e-05]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 5.080182  -2.798091  -2.7879002],[9.9923897e-01 3.7859846e-04 3.8247649e-04]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 0.32850885  4.4883056  -5.4499297 ],[1.5370052e-02 9.8458242e-01 4.7547899e-05]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 7.0683846 -4.8472586 -2.9271486],[9.9994767e-01 6.6846546e-06 4.5600798e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.9056425 -1.3749994 -4.110293 ],[9.9801034e-01 1.8684731e-03 1.2121708e-04]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-5.048684  7.650601 -2.556075],[3.0531842e-06 9.9995995e-01 3.6921498e-05]
35,neutral,neutral,TRUE,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[-5.1527686  7.347605  -1.8949239],[3.7248860e-06 9.9989951e-01 9.6822674e-05]
36,positive,positive,TRUE,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-5.1262116  2.860414   3.275553 ],[1.3518485e-04 3.9762679e-01 6.0223800e-01]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-4.8546762 -1.2582558  7.0958023],[6.4545811e-06 2.3538218e-04 9.9975818e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-5.556729   5.910561   0.3997395],[1.0424675e-05 9.9596316e-01 4.0264656e-03]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-4.7634454  7.639588  -2.7901282],[4.1059766e-06 9.9996638e-01 2.9540461e-05]
40,negative,negative,TRUE,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[ 6.6948204 -4.603853  -2.736509 ],[9.9990737e-01 1.2388199e-05 8.0165089e-05]
41,negative,neutral,MISS,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[ 6.7695985 -4.7184896 -2.6270704],[9.9990678e-01 1.0250523e-05 8.2992316e-05]
42,positive,neutral,MISS,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-5.5074286  2.3752506  4.0187974],[6.1099672e-05 1.6197312e-01 8.3796579e-01]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 6.6569204 -4.3211126 -2.9908438],[9.9991834e-01 1.7071252e-05 6.4564498e-05]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 7.015526  -4.861093  -2.9161127],[9.9994445e-01 6.9506536e-06 4.8609367e-05]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 6.989242  -4.6551495 -3.040147 ],[9.999471e-01 8.767623e-06 4.408274e-05]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[-2.64173    6.2565656 -3.8179104],[1.3659718e-04 9.9982125e-01 4.2134019e-05]
