,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.7761465 -2.8196528  5.6885405],[5.7252089e-04 2.0165193e-04 9.9922585e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.4853568 -1.975212   6.4546137],[4.8195907e-05 2.1820137e-04 9.9973363e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.7338421  6.162772  -2.6724854],[5.0335002e-05 9.9980420e-01 1.4548270e-04]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.9876966  2.101316   2.4147696],[0.00095665 0.421868   0.5771754 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.298957  -1.6727244 -5.1352262],[9.99644160e-01 3.44975560e-04 1.08154045e-05]
5,negative,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 6.292967  -1.9617493 -4.903076 ],[9.9972636e-01 2.5995824e-04 1.3724655e-05]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.9641643 -2.811898   7.812205 ],[7.6837641e-06 2.4321873e-05 9.9996805e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 6.68034   -2.74456   -4.5131793],[9.9990559e-01 8.0682046e-05 1.3761798e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 6.377015  -2.5380147 -4.372838 ],[9.9984419e-01 1.3433346e-04 2.1445217e-05]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.2240062 -2.1467826  6.372622 ],[6.7939320e-05 1.9950488e-04 9.9973255e-01]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 6.5503616 -2.8030837 -4.351406 ],[9.9989486e-01 8.6657223e-05 1.8423696e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.064743  6.991309 -4.322051],[4.2922806e-05 9.9994493e-01 1.2208046e-05]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-2.1198661  7.149968  -5.502275 ],[9.421493e-05 9.999026e-01 3.200063e-06]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.624449    0.55819833 -5.427165  ],[9.8310560e-01 1.6851947e-02 4.2387688e-05]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-3.0798597  6.865885  -4.2689376],[4.7928177e-05 9.9993753e-01 1.4594215e-05]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.4208956 -1.969908   6.428171 ],[5.2781765e-05 2.2523708e-04 9.9972194e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.468587  -2.3737118 -4.68671  ],[9.9984121e-01 1.4446733e-04 1.4297082e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.5616553  7.087135  -3.8245468],[2.3728535e-05 9.9995804e-01 1.8243092e-05]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-4.0487523   4.0955343   0.37518042],[2.8344081e-04 9.7607088e-01 2.3645703e-02]
