,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,negative,TRUE,"Hun kritiserer hvad han siger, ikke at han siger noget. Det er så nemt at læse og fårstå at det må være bevidst det bliver misforstået. Ligesom at bevidst lod som om han ikke forstod hvad mente.",[ 5.655372  -2.2393665 -2.806911 ],[9.9941647e-01 3.7248177e-04 2.1116583e-04]
1,positive,positive,TRUE,".@USER
.@USER
.@USER
.@USER
Anders Thomsen gav det polske publikum fuld valuta for pengene i årets SEC-kvalrunde 2 i Poznan. Een efter een fightede han sig helt op til det afgørende race-off og vandt det. Er videre til SEC-CH
copyright: sportxpress",[-3.1563606 -1.9375229  4.3363543],[5.5577123e-04 1.8803147e-03 9.9756396e-01]
2,positive,positive,TRUE,"Tillykke med dokumentaren. Solidt arbejde, I har lavet der.",[-1.6829364 -2.5193055  3.6948607],[0.00458762 0.00198773 0.99342465]
3,neutral,neutral,TRUE,Danbolig dropper samarbejde med 15 butikker efter afsløring af kritisable metoder,[-1.667047   5.137185  -2.7067733],[1.1074090e-03 9.9850106e-01 3.9152609e-04]
4,neutral,neutral,TRUE,"Frankrig løfter pegefinger mod briter inden topmøde: De skal opføre sig pænt, hvis vi forlænger #eudk #brexit",[-2.5540302  5.1851096 -2.0079494],[4.3492974e-04 9.9881423e-01 7.5089448e-04]
5,negative,neutral,MISS,"Etisk dilemma: Er det ikke også Vesten som har påduttet Afrika vores religion(er) og ‘prævention er synd/skidt’? 
Jeg mener virkelig at de selv skal bestemme, men så skal Vestens (især USAs) bistand ikke længere kunne kobles sammen med præventionsmodstand.",[ 5.50575   -2.359338  -2.6106677],[9.9931788e-01 3.8365347e-04 2.9839267e-04]
6,negative,negative,TRUE,Jens Jørgen Thorsen var også en provokatør - men lur mig om han ikke kunne gå til gudstjeneste juleaften uden at skulle frygte for sit liv. Det er en god ting.,[ 2.1547616  -2.9138436   0.62573075],[0.8176369  0.00514391 0.17721924]
7,neutral,neutral,TRUE,Beskæftigelsesministeriet: Beskæftigelsesminister Troels Lund Poulsens kommentar til ledig,[-3.0534377  5.620739  -1.9938883],[1.708301e-04 9.993363e-01 4.928571e-04]
8,negative,negative,TRUE,Jeg savner ord. Hver stemme på Paludan og hans såkaldte parti er en for meget,[ 5.7066207 -2.63125   -2.5987816],[9.9951386e-01 2.3916501e-04 2.4705759e-04]
9,negative,negative,TRUE,Dansk Folkeparti er klar til at give togbroen dødsstødet #vaf,[ 5.980064  -2.681035  -2.8288374],[9.9967754e-01 1.7313809e-04 1.4934920e-04]
10,neutral,neutral,TRUE,"Altså, det der med at jeg stadig har alle mine cd’er? Og at mine playlists på Spotify er mine gamle mixtapes? Og at jeg mest hører mine cd-titler når jeg hører Spotify? Og at jeg sætter høj og kendt musik på, når der er høje/ubehagelige lyde? Ikke for at genere naboerne⏩",[ 1.314987   2.3991747 -2.9227967],[0.25179553 0.74456865 0.00363582]
11,neutral,negative,MISS,"Der er helligdag, Det gør hun selvfølgelig i morgen. Men som sagt, det er ikke første gang.",[-2.8277774   3.5504441  -0.35319728],[0.0016618  0.97860146 0.01973676]
12,negative,positive,MISS,Os der vil bevare Danmark Dansk og bevare vores kultur stemmer da på NB eller som nødløsning på DF. Personligt betragter jeg NB som vores bedste løsning fordi de er EU modstandere.!,[ 3.5752907 -1.0402597 -2.118824 ],[0.98691106 0.0097672  0.00332166]
13,negative,negative,TRUE,Magtmisbrug...! udøver i den grad magtmisbrug #politikerlede #øj #smiddemud #nyregeringnu #metaltræt,[ 6.0251174 -2.702485  -2.8350873],[9.9969614e-01 1.6200134e-04 1.4188288e-04]
14,neutral,neutral,TRUE,🇬🇧 Startopstillinger ‼️ #pldk,[-3.5890484  5.0432706 -1.0958327],[1.7783562e-04 9.9767035e-01 2.1518320e-03]
