,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,negative,TRUE,Her til aften nævner #DdR stadig ikke venstrefløjens voldsbøller og Allahs sønner med et eneste ord @USER @USER #dkpol #dkmedier #rasmuspaludan @USER @USER @USER @USER [LINK],[ 2.3475218  -0.00671011 -1.746024  ],[0.8995666  0.08542863 0.01500475]
1,neutral,negative,MISS,"@USER @USER @USER Det gøre det jo lige akkurat. Brøndby er vel den klub i kongeriget, der er mest interesse for. Mediedækningen ville på ingen måde være så massiv, hvis det alene drejede sig om Anderlecht/Brügge. Så spændende er Belgisk fodbold bare ikke.",[-1.1097047   1.1350417  -0.15601154],[0.07672654 0.72414684 0.19912662]
2,positive,negative,MISS,@USER @USER Ny betalingsring om Kbh ;-),[-3.3331904  0.4734788  2.3670332],[0.0028991  0.13046041 0.8666405 ]
3,neutral,negative,MISS,"@USER Martin Henriksen igen, igen, igen - tillader mig at holde gryden med hans udtalelser i kog...
Burde simre dagligt 😡
#dkpol #dkmedier [LINK]",[0.0047724  0.1787418  0.16613866],[0.29716495 0.35363197 0.34920305]
4,negative,negative,TRUE,"@USER Nej, det var det ikke. Der er også derfor, at jeg har trukket det tilbage. 
Men hvad med dig selv? Jeg bemærker, at du bruger grønlandsk flag-emoji. Er du overhovedet klar over, hvad det stolte fangerfolk har været igennem? Og er du måske fra Grønland?",[ 3.1801567 -1.3969285 -1.3560339],[0.97943294 0.0100733  0.01049379]
5,negative,negative,TRUE,"@USER @USER @USER @USER Nej. 

Nørrebro gav Paludan de sidste vælgererklæringer efter de smadrede byen igen igen igen #dkpol #dkmedier",[ 1.8825223  -0.20461702 -1.2746894 ],[0.85720235 0.10632863 0.03646899]
6,neutral,positive,MISS,"Miljøzoner og “betal-for-det-du-forurener-løsninger” i Kbh? Ja, synes vi. I London er i de i fuld gang. Se hvorfor her fra @USER [LINK] #dkgreen #dktrp #slutmedrøgstøjogmøg",[-2.9893954  1.5096049  1.3173261],[0.00605605 0.5446039  0.44934002]
7,neutral,positive,MISS,"Så er det nu, forslaget er godkendt @USER @USER

Støt borgerforslag om at redde @USER 
 
Skriv under på borgerforslag, del og like @USER @USER @USER
 
#DKPOL #DKMedier @USER @USER @USER @USER  [LINK]",[-2.1231105  1.603754   0.5505124],[0.01753125 0.7283993  0.25406942]
8,neutral,neutral,TRUE,Bavarian indleder fase 1/2a-forsøg med HPV-vaccine [LINK],[-1.4520845  2.181403  -0.2427039],[0.02369894 0.8968762  0.07942483]
9,negative,negative,TRUE,"@USER Der har virkelig været nogle kamp før i tiden, hvor jeg ikke har været glad for ham. Det er som om at han først op til denne her sæson har lært at aflevere og forsvare kontinuerligt. Kæmpe tab for AaB i den situation vi er i nu, men håber det giver plads til en af de unge.",[ 2.6868172 -1.7264459 -0.5506107],[0.9511305  0.0115235  0.03734591]
10,positive,positive,TRUE,RT @USER: Jeg siger ikke at socialisme er fremtiden... Men det er det! :-) #SF60 #SF60År #Sammen #Dkpol [LINK],[-3.2715034   0.04437767  2.6066797 ],[0.00259265 0.07141871 0.9259887 ]
11,negative,negative,TRUE,"Tak til DF, for at indvie mig i den ædle kunst, at få penge til noget der ikke er behov for. 

Jeg: Kone, jeg vil have ny bil. Den koster kr. 377.000,-. 

Kone: Det får du ikke. 

Jeg: Nå, men så nøjes jeg med nye fælge til kr. 80.000,-",[ 1.6132028  -1.0641408  -0.31454462],[0.8235733  0.05661698 0.11980975]
12,neutral,neutral,TRUE,Kan man selv male et badekar og hvilke maling kan man bruge? Et par gode råd anyone?,[-1.7188787  1.4106405  0.4232098],[0.03088308 0.7060793  0.26303756]
13,negative,negative,TRUE,"@USER @USER @USER @USER @USER Enig. @USER har bygget hele sin karriere på det ikke skal være embedsmændene der bestemmer, men politikkerne. Og nu bruger han et bestillingsarbejde om forligsjura til at gøre det sværere for Mette F. at hjælpe nedslidte danskere 😡
#dkpol #dkmedier #FV19 #POLITIKERLEDE",[ 2.6749306  -0.86689013 -1.3257182 ],[0.95486873 0.02765352 0.01747769]
14,positive,positive,TRUE,"En skilsmisse er en livskrise for både børn og deres forældre. @USER hilser ny skilsmisseaftale velkommen, for der er markant behov for at støtte forældrene i at huske, at deres beslutninger omkring bruddet har konsekvenser i børnehøjde #dksocial #dkmedier [LINK]",[-3.133481    0.27319086  2.3679297 ],[0.00362054 0.10921236 0.88716704]
15,neutral,negative,MISS,@USER Hvad er der galt? Lyder ikke rart. God bedring,[ 0.16189368  0.3071835  -0.00291701],[0.332842   0.38489002 0.28226805]
16,neutral,neutral,TRUE,"@USER Ok, vi husker lidt forskelligt, men essensen er jo den samme.",[-1.4245372   1.5258541  -0.04333732],[0.04150565 0.79331535 0.16517894]
17,negative,positive,MISS,"Jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister. Fascister er anti-demokrater, ikke unge der protesterer. Lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted, man skulle tro de ønskede konflikt. [LINK]",[ 3.0439262 -1.1478966 -1.4555964],[0.97443753 0.01473223 0.01083019]
18,negative,negative,TRUE,"“Vi skriver altså *indsæt årstal*” har virkelig aldrig været noget særlig godt argument - med mindre diskutionen er, hvilken dato der skal stå i højre hjørne af et dokument. Og han har jo ret. Det hører ingen steder hjemme! Men sgu da ikke fordi vi skriver 2019. [LINK]",[ 3.0169966 -1.406843  -1.2216432],[0.97426444 0.0116796  0.01405591]
19,negative,neutral,MISS,"I lyset af den senere tids episoder med @USER som formand, er det værd at se det her klip fra januar. Måske det meste tendentiøse af alle hendes indgreb, hvor hun stopper @USER, fordi han spørger en DF'er til partistøtte. #dkpol [LINK]",[ 1.5341966   0.01051232 -1.0045024 ],[0.77108335 0.1680249  0.06089173]
20,neutral,positive,MISS,"@USER @USER @USER Ja bestemt, jeg tænker bare at nogle af de små reklamepauser hvis man kunne skære dem fra på en måde, ville man spare en del tid man så kan bruge på den 3 kamp hvis det var + jeg tror der er nogle der bliver skræmt væk af alle de reklamer, blot en ide😉",[-2.5368302  1.1770571  0.8844014],[0.01377031 0.5647606  0.421469  ]
21,neutral,negative,MISS,@USER En hel del mennesker har nydt godt af nogle meget dyre clicks...,[-0.7617049   0.81057733  0.04246387],[0.12418552 0.59827995 0.2775345 ]
22,neutral,positive,MISS,"@USER 1. Prøv at slette din cache og cookies og prøv så igen?
2. Bliv ved med at råbe op til delegeretmøder. 

Måske hjælper det første mere end det sidste ;)",[-2.0784993   1.2945127   0.54841423],[0.02272869 0.66291046 0.31436083]
23,neutral,neutral,TRUE,"@USER @USER Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",[-0.92506963  1.2804266  -0.23830272],[0.08290475 0.75234026 0.16475497]
24,negative,neutral,MISS,"@USER Øh bøb - modsat den såkaldte ""Blå blok""? DF går til valg på at vælte den siddende regering, så DF selv kan komme i regering og LA sparkes ud. NB har 3 ultimative krav. DF vil gerne støtte Mette, hvis det kan holde RV ude. DF ved man ikke, hvor man har? #dkpol",[ 3.1039329 -1.1525021 -1.5454566],[0.9768102  0.01384408 0.00934558]
25,negative,negative,TRUE,@USER @USER @USER Jeg kigger skam i skemaet. Jeg bor nemlig lige op ad i terrænet. Går ture i naturen derude. Og når i skriver en artikel som denne afleverer i et falsk indtryk af forholdne. Problemstillingen er ikke ny. Men der er en politisk dagsorden om #LukSjælsmark.,[ 2.596439  -0.652714  -1.5397383],[0.94805527 0.03679124 0.01515356]
26,negative,negative,TRUE,"@USER Det mest suspekte er, at @USER selv bruger argumentet: “jamen, hun er jo bare en ung pige”, hvilket jo burde være absolut no-go for enhver med moderne identitetspolitisk snusfornuft.",[ 2.5856953 -0.5739261 -1.5718198],[0.9451008  0.04011179 0.01478742]
27,neutral,neutral,TRUE,"❗ ️Nix, det er ikke en aprilsnar, og det er ikke en fejl. Om præcis én måned - 1. maj klokken 12.00 - tester vi sirenerne 📣 over hele landet. Ved du, hvad sirenesignalerne betyder 👉  [LINK] [LINK]",[-1.6082779  1.632714   0.2007238],[0.03061529 0.78249824 0.18688649]
28,positive,neutral,MISS,"To løb kickstarter Outdoor Sydfyn på søndag Faaborg: Selv om der er næsten fire måneder til årets store outdoor-event, kommer det til at smage af Outdoor Sydfyn i Svanninge Bakker søndag 28. april. Her er Outdoor Sydfyn nemlig vært for to event…[LINK]",[-3.3377187  0.6754513  2.385508 ],[0.00276081 0.15273352 0.84450567]
29,negative,negative,TRUE,"@USER Ja, svært ikke at undre sig... Alle involverede er enige om, at testene er noget bras. Men fortsætte det skal de! #forhvisskyld?",[ 2.1568687  -0.84232146 -0.8581588 ],[0.91002417 0.04534414 0.04463167]
30,neutral,neutral,TRUE,"forskerzonen: RT @USER: Ja, det er vildt, så stort universet er: Et lysår = ca. 9.400 mia. km. Det sorte hul i Messier 87('en nær galakse') = 55 mio. lysår væk. Det svarer altså til en afstand på 9.400 mia x 55 mio. km = 522.000.000.000 mia. km (Til … [LINK]",[-1.1293691  1.6552231 -0.3935807],[0.05186631 0.8398822  0.10825157]
31,positive,positive,TRUE,"Vi har forsøgt os med et nyt format, der skal supplere Update-udsendelserne. Sig gerne, hvad I kan lide, ikke kan lide, og hvis I har spørgsmål, I vil have panelet til at vende, så tøv ikke med at sende dem afsted! [LINK]",[-3.241277   0.8925298  2.0221024],[0.00389791 0.24328797 0.7528141 ]
32,positive,positive,TRUE,"Stop al jagt på olie i Nordsøen❣️
For livet ❤️
For planeten 🌍
- Også på sigt 🌱 [LINK]",[-1.3726997   0.56499153  0.84590095],[0.05835272 0.40512568 0.53652155]
33,positive,positive,TRUE,"For 20 år siden kom der en udlænding i min fodboldklub. Han havde været i DK 1 måned - Han var forsvarsspiller.
Det eneste han kunne sige var ""Mustafa, mig stuppe bol""

Mødte ham igen i lørdags. Nu har han firma, 50+ ansatte og tjener +5Mil om året. 

Så slemme er de heller ikke!",[-2.8180838 -0.4041828  2.644424 ],[0.00403445 0.04509499 0.9508706 ]
34,negative,neutral,MISS,"@USER @USER @USER @USER Jeg ved hvor du kommer fra, men det ér prøvet. At standse en Paludan med kærlighed er som at rydde op i Tjernobyl-sarkofagen med en god gang knofedt.",[ 2.4534464 -1.2588285 -0.9188915],[0.94452673 0.02306714 0.03240608]
35,positive,positive,TRUE,"Alle fans af @USER bør tage sig tid til at se 'Oprøret fra heden'. Wow, det er fedt tv. Skønne anekdoter fra Steinlein/Ørgaard. Men hvor taler @USER dog meget statistik :-) [LINK] #sldk #fcmidtjylland",[-2.648709   -0.84871656  3.010912  ],[0.00340033 0.02057062 0.9760291 ]
36,neutral,positive,MISS,"@USER Ja, skat på fortjeneste ved salg af ejendom er mere rimelig. Højere skat ind på indkomst (jf. at det er en arbejdsfri indtægt).",[-1.6560075  1.3097104  0.2307029],[0.03702845 0.7186716  0.24429998]
37,negative,negative,TRUE,"@USER @USER @USER @USER @USER Godt nok et diskvalificerende tweet, Niels. Adskil avisens kritiske journalistik og holdningsbårne ledere. Svært at beskylde @USER (Cavling i 16 for afsløring af manipulation i landbrugspakken) for at tækkes Venstre. Vi mangler at se Pio gå hårdt til S når det er fortjent.",[ 3.1911383 -1.5314583 -1.2897909],[0.9801856  0.00871587 0.01109853]
38,positive,neutral,MISS,"Tersløse Kirke er blevet Vejkirke [LINK] Tersløse Kirke er blevet en såkaldt Vejkirke. Det indebærer, at kirken året rundt kan besøges af turister og alle interesserede på følgende dage: Tirsdag-onsdag-torsdag kl. 8-15.",[-3.1532362  1.2221173  1.7498925],[0.0046473  0.3693116  0.62604105]
39,negative,neutral,MISS,"@USER @USER Det mener jeg er en forsimpling. Det er indlysende, at der altid/som regel vil være gråzoner ved enhver magtanvendelse såvel interpersonel, statens voldsmonopol og mellemstatslig. At det kan være kompliceret er ikke noget argument for at se bort fra jura. /1",[ 1.7232134   0.04831762 -1.3755031 ],[0.81140196 0.15199807 0.03659996]
40,neutral,negative,MISS,"Skatteprofessor: »Det er medlemmernes penge, pensionsselskaberne spiller artig dreng med« [LINK] @USER",[-1.4135914  1.5049479 -0.2609675],[0.04409032 0.81629807 0.13961159]
41,positive,neutral,MISS,Denne her perspektivering på lønudviklingen i #pldk bliver du næppe overrasket over. Men du bliver bestemt heller ikke dummere af at læse den [LINK],[-0.7226097   0.20368384  0.35983354],[0.15439211 0.3898605  0.4557474 ]
42,negative,negative,TRUE,Gad godt vide hvad de enkelte betjente tænker når de skal ligge krop til socialistiske voldsbøller og Allahs sønners angreb og mangel på respekt for ytringsfriheden og demokratiet #dkpol #rasmuspaludan [LINK],[ 3.470439  -1.3963914 -1.5278772],[0.9857588  0.0075881  0.00665318]
43,positive,positive,TRUE,Intet mindre end GENIALT afsnit af #hergårdetgodt Panda Special! Sammenligningen mellem @USER og pandaens parringsritualer var noget af det bedste danske satire i nyere tid! @USER I skal nok ikke regne med at kunne lave en #ikinagårdetgodt sæson 2 #freetibet,[-3.000402   -0.17883317  2.6863875 ],[0.00319746 0.05372751 0.943075  ]
44,neutral,neutral,TRUE,Ny samarbejdsaftale på plads i Kommune Qeqertalik [LINK],[-2.9053884  1.7147998  1.1132886],[0.00632349 0.64191693 0.35175952]
45,negative,negative,TRUE,"‘Jeg er nu nået til den konklusion, at det allerværste ved mig er, at jeg er en kvinde, man ikke kan lukke munden på.’ Læs og måb, når @USER fortæller fra debattens stormende bølgetoppe, hvor det fremgår at kvinder - de skal bare holde deres kæft. #dkpol [LINK]",[ 2.001469   -1.1074     -0.53313595],[0.8897237  0.03972744 0.07054891]
46,positive,negative,MISS,"Hvor er det forfærdeligt at se det smukke Notre-Dame i flammer. Hvor er jeg glad for, at jeg nåede at besøge det smukke sted.",[ 0.07257626 -0.8742731   1.0487447 ],[0.24738833 0.09597712 0.6566345 ]
47,positive,positive,TRUE,"Det her er to meget kloge mennesker. Mest fordi de tør indrømme, at de har flere tanker og spørgsmål end svar. Og derfor var det en fornøjelse at lytte til dem den sidste time hos @USER. Og Mette er også ret god... #IWD2019 [LINK]",[-2.8921123 -0.7113442  3.1204371],[0.00239019 0.02116061 0.97644925]
48,neutral,neutral,TRUE,@USER @USER Ja. Kun få forundt at have positiv record mod RF...,[-1.3787439   1.6247337  -0.44106835],[0.04217711 0.850101   0.10772192]
49,neutral,negative,MISS,"@USER @USER @USER @USER @USER @USER @USER Uh! Den kender jeg godt! Det er der, hvor man skal tolerant, med mindre det truer demokratiets mulighed for at sikre tolerancen, for så skal man derimod være intolerant overfor intolerancen.",[-0.2631159   0.7054476  -0.14357127],[0.21003367 0.5532618  0.2367045 ]
50,positive,neutral,MISS,Sommerrock får en socialansvarlig lillebror på Axeltorv [LINK] [LINK],[-3.0959907   0.59127086  2.3287916 ],[0.00373277 0.1490696  0.84719765]
