,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,negative,TRUE,Her til aften nævner #DdR stadig ikke venstrefløjens voldsbøller og Allahs sønner med et eneste ord @USER @USER #dkpol #dkmedier #rasmuspaludan @USER @USER @USER @USER [LINK],[ 7.197767  -1.0010561 -5.0271516],[9.9972016e-01 2.7490009e-04 4.9052810e-06]
1,neutral,negative,MISS,"@USER @USER @USER Det gøre det jo lige akkurat. Brøndby er vel den klub i kongeriget, der er mest interesse for. Mediedækningen ville på ingen måde være så massiv, hvis det alene drejede sig om Anderlecht/Brügge. Så spændende er Belgisk fodbold bare ikke.",[-3.433693   5.823617  -2.4549756],[9.5378324e-05 9.9965084e-01 2.5380551e-04]
2,positive,negative,MISS,@USER @USER Ny betalingsring om Kbh ;-),[-3.0214868 -2.7441485  4.7283278],[4.3039233e-04 5.6795136e-04 9.9900168e-01]
3,positive,negative,MISS,"@USER Martin Henriksen igen, igen, igen - tillader mig at holde gryden med hans udtalelser i kog...
Burde simre dagligt 😡
#dkpol #dkmedier [LINK]",[-2.2491179 -3.1396778  4.3934693],[1.3012575e-03 5.3406990e-04 9.9816471e-01]
4,negative,negative,TRUE,"@USER Nej, det var det ikke. Der er også derfor, at jeg har trukket det tilbage. 
Men hvad med dig selv? Jeg bemærker, at du bruger grønlandsk flag-emoji. Er du overhovedet klar over, hvad det stolte fangerfolk har været igennem? Og er du måske fra Grønland?",[ 7.2298517 -1.3659735 -4.7590933],[9.9980897e-01 1.8484068e-04 6.2113268e-06]
5,negative,negative,TRUE,"@USER @USER @USER @USER Nej. 

Nørrebro gav Paludan de sidste vælgererklæringer efter de smadrede byen igen igen igen #dkpol #dkmedier",[ 7.1048603 -1.34164   -4.6624875],[9.9977762e-01 2.1460248e-04 7.7519217e-06]
6,positive,positive,TRUE,"Miljøzoner og “betal-for-det-du-forurener-løsninger” i Kbh? Ja, synes vi. I London er i de i fuld gang. Se hvorfor her fra @USER [LINK] #dkgreen #dktrp #slutmedrøgstøjogmøg",[-2.4159582 -2.3874052  3.8935568],[0.00181223 0.00186472 0.9963231 ]
7,neutral,positive,MISS,"Så er det nu, forslaget er godkendt @USER @USER

Støt borgerforslag om at redde @USER 
 
Skriv under på borgerforslag, del og like @USER @USER @USER
 
#DKPOL #DKMedier @USER @USER @USER @USER  [LINK]",[-3.9174457  6.1982102 -2.365841 ],[4.0432078e-05 9.9976879e-01 1.9080054e-04]
8,neutral,neutral,TRUE,Bavarian indleder fase 1/2a-forsøg med HPV-vaccine [LINK],[-3.912143   6.5036006 -2.5619135],[2.99527510e-05 9.99854445e-01 1.15567105e-04]
9,negative,negative,TRUE,"@USER Der har virkelig været nogle kamp før i tiden, hvor jeg ikke har været glad for ham. Det er som om at han først op til denne her sæson har lært at aflevere og forsvare kontinuerligt. Kæmpe tab for AaB i den situation vi er i nu, men håber det giver plads til en af de unge.",[ 7.2810254 -2.3521986 -3.9126275],[9.9992073e-01 6.5510263e-05 1.3760171e-05]
10,positive,positive,TRUE,RT @USER: Jeg siger ikke at socialisme er fremtiden... Men det er det! :-) #SF60 #SF60År #Sammen #Dkpol [LINK],[-2.5728865 -3.6607516  5.1292043],[4.5160859e-04 1.5216273e-04 9.9939620e-01]
11,negative,negative,TRUE,"Tak til DF, for at indvie mig i den ædle kunst, at få penge til noget der ikke er behov for. 

Jeg: Kone, jeg vil have ny bil. Den koster kr. 377.000,-. 

Kone: Det får du ikke. 

Jeg: Nå, men så nøjes jeg med nye fælge til kr. 80.000,-",[ 7.217042  -2.0584292 -4.1370893],[9.9989462e-01 9.3684663e-05 1.1719727e-05]
12,neutral,neutral,TRUE,Kan man selv male et badekar og hvilke maling kan man bruge? Et par gode råd anyone?,[-3.648656   6.7598233 -3.0388415],[3.0172929e-05 9.9991429e-01 5.5520919e-05]
13,negative,negative,TRUE,"@USER @USER @USER @USER @USER Enig. @USER har bygget hele sin karriere på det ikke skal være embedsmændene der bestemmer, men politikkerne. Og nu bruger han et bestillingsarbejde om forligsjura til at gøre det sværere for Mette F. at hjælpe nedslidte danskere 😡
#dkpol #dkmedier #FV19 #POLITIKERLEDE",[ 6.6946654 -2.412377  -3.4588182],[9.9985015e-01 1.1086557e-04 3.8934366e-05]
14,positive,positive,TRUE,"En skilsmisse er en livskrise for både børn og deres forældre. @USER hilser ny skilsmisseaftale velkommen, for der er markant behov for at støtte forældrene i at huske, at deres beslutninger omkring bruddet har konsekvenser i børnehøjde #dksocial #dkmedier [LINK]",[-2.2003932 -4.010114   5.1543527],[6.3907431e-04 1.0461634e-04 9.9925631e-01]
15,positive,negative,MISS,@USER Hvad er der galt? Lyder ikke rart. God bedring,[-0.28810823  0.0749275   0.40179145],[0.22567235 0.32444626 0.44988135]
16,neutral,neutral,TRUE,"@USER Ok, vi husker lidt forskelligt, men essensen er jo den samme.",[-4.0374093  6.637918  -2.5455709],[2.3105193e-05 9.9987411e-01 1.0270860e-04]
17,negative,positive,MISS,"Jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister. Fascister er anti-demokrater, ikke unge der protesterer. Lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted, man skulle tro de ønskede konflikt. [LINK]",[ 7.2296576 -1.2219096 -4.8687196],[9.9978083e-01 2.1351855e-04 5.5673222e-06]
18,negative,negative,TRUE,"“Vi skriver altså *indsæt årstal*” har virkelig aldrig været noget særlig godt argument - med mindre diskutionen er, hvilken dato der skal stå i højre hjørne af et dokument. Og han har jo ret. Det hører ingen steder hjemme! Men sgu da ikke fordi vi skriver 2019. [LINK]",[ 7.216556  -1.3110466 -4.783507 ],[9.9979597e-01 1.9788844e-04 6.1425717e-06]
19,negative,neutral,MISS,"I lyset af den senere tids episoder med @USER som formand, er det værd at se det her klip fra januar. Måske det meste tendentiøse af alle hendes indgreb, hvor hun stopper @USER, fordi han spørger en DF'er til partistøtte. #dkpol [LINK]",[ 6.2108254 -1.8245692 -3.656696 ],[9.9962449e-01 3.2367511e-04 5.1811585e-05]
20,neutral,positive,MISS,"@USER @USER @USER Ja bestemt, jeg tænker bare at nogle af de små reklamepauser hvis man kunne skære dem fra på en måde, ville man spare en del tid man så kan bruge på den 3 kamp hvis det var + jeg tror der er nogle der bliver skræmt væk af alle de reklamer, blot en ide😉",[ 0.97313225  4.6624136  -5.1888986 ],[2.4379427e-02 9.7556919e-01 5.1391035e-05]
21,negative,negative,TRUE,@USER En hel del mennesker har nydt godt af nogle meget dyre clicks...,[ 4.8008537   0.05684785 -4.063696  ],[9.9123257e-01 8.6274035e-03 1.4007176e-04]
22,negative,positive,MISS,"@USER 1. Prøv at slette din cache og cookies og prøv så igen?
2. Bliv ved med at råbe op til delegeretmøder. 

Måske hjælper det første mere end det sidste ;)",[ 3.070787  -4.997605   1.5981365],[8.1325263e-01 2.5478122e-04 1.8649258e-01]
23,neutral,neutral,TRUE,"@USER @USER Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",[-4.443625   5.9023857 -1.5635104],[3.2101289e-05 9.9939597e-01 5.7192630e-04]
24,negative,neutral,MISS,"@USER Øh bøb - modsat den såkaldte ""Blå blok""? DF går til valg på at vælte den siddende regering, så DF selv kan komme i regering og LA sparkes ud. NB har 3 ultimative krav. DF vil gerne støtte Mette, hvis det kan holde RV ude. DF ved man ikke, hvor man har? #dkpol",[ 7.1596417 -1.1253866 -4.8809605],[9.997420e-01 2.522004e-04 5.898221e-06]
25,negative,negative,TRUE,@USER @USER @USER Jeg kigger skam i skemaet. Jeg bor nemlig lige op ad i terrænet. Går ture i naturen derude. Og når i skriver en artikel som denne afleverer i et falsk indtryk af forholdne. Problemstillingen er ikke ny. Men der er en politisk dagsorden om #LukSjælsmark.,[ 7.2245917 -1.1905881 -4.8774633],[9.9977297e-01 2.2142928e-04 5.5468427e-06]
26,negative,negative,TRUE,"@USER Det mest suspekte er, at @USER selv bruger argumentet: “jamen, hun er jo bare en ung pige”, hvilket jo burde være absolut no-go for enhver med moderne identitetspolitisk snusfornuft.",[ 7.028027  -0.953457  -4.9254527],[9.9965191e-01 3.4161299e-04 6.4345545e-06]
27,neutral,neutral,TRUE,"❗ ️Nix, det er ikke en aprilsnar, og det er ikke en fejl. Om præcis én måned - 1. maj klokken 12.00 - tester vi sirenerne 📣 over hele landet. Ved du, hvad sirenesignalerne betyder 👉  [LINK] [LINK]",[-3.3563356  6.3954144 -3.0037825],[5.8184538e-05 9.9985909e-01 8.2778890e-05]
28,positive,neutral,MISS,"To løb kickstarter Outdoor Sydfyn på søndag Faaborg: Selv om der er næsten fire måneder til årets store outdoor-event, kommer det til at smage af Outdoor Sydfyn i Svanninge Bakker søndag 28. april. Her er Outdoor Sydfyn nemlig vært for to event…[LINK]",[-2.4395075 -3.6808412  5.104173 ],[5.2908424e-04 1.5290460e-04 9.9931800e-01]
