,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,negative,TRUE,"Hun kritiserer hvad han siger, ikke at han siger noget. Det er så nemt at læse og fårstå at det må være bevidst det bliver misforstået. Ligesom at bevidst lod som om han ikke forstod hvad mente.",[ 7.0201607 -2.9226067 -3.3882434],[9.9992180e-01 4.8070335e-05 3.0175432e-05]
1,positive,positive,TRUE,".@USER
.@USER
.@USER
.@USER
Anders Thomsen gav det polske publikum fuld valuta for pengene i årets SEC-kvalrunde 2 i Poznan. Een efter een fightede han sig helt op til det afgørende race-off og vandt det. Er videre til SEC-CH
copyright: sportxpress",[-3.7766583 -3.1746094  5.916902 ],[6.1668652e-05 1.1259807e-04 9.9982578e-01]
2,positive,positive,TRUE,"Tillykke med dokumentaren. Solidt arbejde, I har lavet der.",[-1.5358086 -4.273586   4.9974914],[1.4519511e-03 9.3961600e-05 9.9845409e-01]
3,neutral,neutral,TRUE,Danbolig dropper samarbejde med 15 butikker efter afsløring af kritisable metoder,[-2.764068   6.98117   -3.5621912],[5.8567937e-05 9.9991512e-01 2.6365704e-05]
4,neutral,neutral,TRUE,"Frankrig løfter pegefinger mod briter inden topmøde: De skal opføre sig pænt, hvis vi forlænger #eudk #brexit",[-2.562198   6.031522  -2.8683085],[1.8520615e-04 9.9967849e-01 1.3636827e-04]
5,negative,neutral,MISS,"Etisk dilemma: Er det ikke også Vesten som har påduttet Afrika vores religion(er) og ‘prævention er synd/skidt’? 
Jeg mener virkelig at de selv skal bestemme, men så skal Vestens (især USAs) bistand ikke længere kunne kobles sammen med præventionsmodstand.",[ 7.0600357 -3.235163  -3.1819925],[9.9993062e-01 3.3792632e-05 3.5638015e-05]
6,negative,negative,TRUE,Jens Jørgen Thorsen var også en provokatør - men lur mig om han ikke kunne gå til gudstjeneste juleaften uden at skulle frygte for sit liv. Det er en god ting.,[ 2.8848038 -4.5967484  1.4148575],[8.1267703e-01 4.5784784e-04 1.8686520e-01]
7,neutral,neutral,TRUE,Beskæftigelsesministeriet: Beskæftigelsesminister Troels Lund Poulsens kommentar til ledig,[-3.2872934  7.20749   -3.2920997],[2.7678943e-05 9.9994481e-01 2.7546224e-05]
8,negative,negative,TRUE,Jeg savner ord. Hver stemme på Paludan og hans såkaldte parti er en for meget,[ 7.1245637 -3.3616095 -3.1744952],[9.9993849e-01 2.7918106e-05 3.3662691e-05]
9,negative,negative,TRUE,Dansk Folkeparti er klar til at give togbroen dødsstødet #vaf,[ 7.2082915 -3.347965  -3.263969 ],[9.9994576e-01 2.6028707e-05 2.8309456e-05]
10,neutral,neutral,TRUE,"Altså, det der med at jeg stadig har alle mine cd’er? Og at mine playlists på Spotify er mine gamle mixtapes? Og at jeg mest hører mine cd-titler når jeg hører Spotify? Og at jeg sætter høj og kendt musik på, når der er høje/ubehagelige lyde? Ikke for at genere naboerne⏩",[ 0.32975322  5.1272717  -4.4428315 ],[8.182121e-03 9.917487e-01 6.920841e-05]
11,neutral,negative,MISS,"Der er helligdag, Det gør hun selvfølgelig i morgen. Men som sagt, det er ikke første gang.",[-3.3508725  6.2706814 -2.4335325],[6.6269182e-05 9.9976784e-01 1.6584675e-04]
12,negative,positive,MISS,Os der vil bevare Danmark Dansk og bevare vores kultur stemmer da på NB eller som nødløsning på DF. Personligt betragter jeg NB som vores bedste løsning fordi de er EU modstandere.!,[ 5.959379 -2.430491 -2.914134],[9.9963284e-01 2.2707347e-04 1.3999829e-04]
13,negative,negative,TRUE,Magtmisbrug...! udøver i den grad magtmisbrug #politikerlede #øj #smiddemud #nyregeringnu #metaltræt,[ 7.228895  -3.3678837 -3.2477074],[9.9994683e-01 2.4995068e-05 2.8186829e-05]
14,neutral,neutral,TRUE,🇬🇧 Startopstillinger ‼️ #pldk,[-3.737899   6.5019226 -2.3172102],[3.5712670e-05 9.9981648e-01 1.4784941e-04]
15,neutral,positive,MISS,"NATUREN ER TØR 🚒👨‍🚒
- og derfor er det vigtigt at tænke sig godt om, når vi hygger os udenfor i det gode påskevejr🐣 En af vores vagthavende indsatsledere🚒👨‍🚒 giver gode råd i indslaget fra TV2 Nord 
#NaturenErTør #ViPasserPåJer #NordjyllandsBeredskab",[-5.5048933  3.546172   1.5106887],[1.03707825e-04 8.84380758e-01 1.15515456e-01]
16,negative,negative,TRUE,"Really? - det bliver sgu sværere og sværere at overbevise min bedre halvdel om at at Danmark overhovedet ønsker at man skal integrere sig. Jeg fattes ord. Gad vide om vil støtte det?

#dkpol #pakker #snart #sydfrugter",[ 5.846796  -2.6031044 -2.6317391],[9.9957830e-01 2.1383147e-04 2.0779543e-04]
17,neutral,neutral,TRUE,Venezuelas præsidentudfordrer får udrejseforbud,[-2.7295716  6.787564  -3.4802487],[7.3572155e-05 9.9989176e-01 3.4729506e-05]
18,negative,positive,MISS,Han sagde skam The grundspil. Det var forrygende. Maybe we Can use it in another interview,[ 7.116572  -3.2365403 -3.2216105],[9.9993563e-01 3.1891326e-05 3.2371026e-05]
19,negative,negative,TRUE,"Altså, biler IDAG (Især lastbiler og busser, en del tog)kører jo faktisk på brændstof baseret på olie
hvor mange kilometer kan en lastbil køre på strøm?
for lang ladetid har en elektrisk lastbil?
Findes de overhovedet idag? 
vi vil nok gerne have varer leveret. vi skal bruge olie",[ 4.4649563e+00 -1.9983004e-03 -3.7028756e+00],[9.8837101e-01 1.1348703e-02 2.8033406e-04]
20,negative,positive,MISS,"Eller sagt på en anden måde. Det er ikke en analyse som bare er trukket op af en hat. :-)
Logikken i Bruxelles er anderledes end i København og på X-borg :-)",[ 4.895218  -2.4129884 -2.0046353],[9.9832481e-01 6.6889520e-04 1.0062449e-03]
21,positive,positive,TRUE,"Gode forslag fra ⁦@USER⁩ om kemi, holdbarhed og reparationer, flere som ⁦@USER⁩ også tidligere har forslået. Håber ⁦@USER⁩ i dk også støtter op om den vej #dkpol #eudk",[-2.6676848 -3.7800705  5.4845405],[2.8798325e-04 9.4681309e-05 9.9961734e-01]
22,neutral,neutral,TRUE,Ny rekord i opkald om dyr i nød sidste år,[-3.3186743  6.926678  -3.0962553],[3.5519362e-05 9.9992013e-01 4.4367036e-05]
23,neutral,neutral,TRUE,"Skal iøvrigt sælge denne Spark Digital mikrofon (kan tilsluttes iPhone). Så hvis du skal i gang med podcast eller noget. 
Pris 800,-",[-3.7384179  7.0909414 -2.8609061],[1.9807962e-05 9.9993253e-01 4.7636346e-05]
24,positive,positive,TRUE,"UDSOLGT TIL DERBY🔥 En dejlig nyhed, som vi er glade og stolte over at kunne præsentere. Men vi ved erfaringsmæssigt, at der kan komme et antal billetter retur, så skriv dig på DERBY-ventelisten, hvis du vil have muligheden #fcklive #fckbif",[-2.8383913 -3.7118185  5.6650834],[2.0270424e-04 8.4632768e-05 9.9971265e-01]
25,neutral,negative,MISS,"Klart - nu skal der glattes ud. Spin fra klubbens side. Se hele scenariet igen. Der var ingenting at misforstå i kommunikationen fra Kepa om, at han var klar igen.",[-3.1620333  6.311546  -2.7040749],[7.6840573e-05 9.9980170e-01 1.2147287e-04]
26,negative,negative,TRUE,"Jeg kan ikke klare at være på twitter i dag. Jeg bliver nemlig så edderspændt rasende, når jeg læser om karaktermordet på #radio24syv #dkpol #skamjer",[ 7.207053  -3.4823427 -3.1169868],[9.9994445e-01 2.2784014e-05 3.2832395e-05]
27,neutral,neutral,TRUE,"Med den store træner udskiftning vi har haft siden Sir Alex, skal man være skeptisk, men udover Poch i Spurs kan jeg ikke se andre klare kandidater, som kan bringe os tilbage i toppen. Tålmodighed og få udskiftninger er nøgleordene for næste sæson #pldk",[-3.8874395   5.075723   -0.91470057],[1.2770476e-04 9.9737632e-01 2.4960374e-03]
28,negative,negative,TRUE,RP er heldig at han som den eneste har fået minimumsnormeringer - bare af politiet. #dkpol,[ 7.013179  -3.218874  -3.1449456],[9.9992526e-01 3.5995105e-05 3.8756982e-05]
29,negative,neutral,MISS,"Jeg udstiller lige min egen dumhed/uvidenhed: Er det en fersken på billedet, og hvad er forklaring bag den?
Hvis der skulle være en frugt, ja så var der vel et mere åbenlyst valg..",[ 5.033284   -0.04437148 -4.1929436 ],[9.9370688e-01 6.1952723e-03 9.7804419e-05]
30,neutral,negative,MISS,"Motion på recept - hvornår sker der noget? fortalte i november 2018 at de ville støtte det med 23,7 mio. kr., men der sker ikke rigtig noget? #motionpårecept #dkpol",[-3.2353852  6.1411376 -2.3970768],[8.4665400e-05 9.9971956e-01 1.9578467e-04]
31,positive,positive,TRUE,"Som Brøndby fan synes jeg det er helt på sin plads at tumpen, bliver vist et rødt kort og så tænker jeg ikke det er ham vi kommer til at savne specielt 🤷‍♂️ #bifaab #Superliga",[-1.4116393 -3.9534366  4.6547585],[2.313725e-03 1.821474e-04 9.975042e-01]
32,negative,negative,TRUE,"Misundelse er en grim ting. Glædelig påske.
Og husk, at man betaler skat i det land, hvor man tjener sine penge.",[ 5.0239058  -4.043342   -0.76564634],[9.96835291e-01 1.15018556e-04 3.04966979e-03]
33,positive,positive,TRUE,"Om du så var kommet i forgårs, Kamran, ville du stadig virke mere ""dansk"" (det er nemlig dansk at dele, have empati, være rummelig og i godt humør). 🇩🇰.",[-2.9229383 -3.4391506  5.398108 ],[2.4324648e-04 1.4516395e-04 9.9961168e-01]
34,negative,negative,TRUE,"Tilbage til eksemplet Britney: Det der med bare løbe blindt med løse rygter og tro at det er på sin plads og op til en skare af fremmede mennesker at træde til og 'fixe' hendes mentale tilstand, som de overhovedet ikke kender til, skal bare stoppe.",[ 7.215603  -3.3910165 -3.238464 ],[9.9994636e-01 2.4750310e-05 2.8829227e-05]
35,negative,negative,TRUE,Skal man grine eller græde … kommunisten her bruger den yderste venstrefløjs egen opdigtede fortælling … alle der så tv-billederne kunne se at det var gadehær der var bøllerne #dkpol #1maj,[ 7.222032  -3.3730655 -3.2371128],[9.9994624e-01 2.5037114e-05 2.8683218e-05]
36,neutral,neutral,TRUE,Ny samarbejdsaftale på plads i Kommune Qeqertalik,[-3.756925   7.057079  -2.8072562],[2.011437e-05 9.999279e-01 5.199270e-05]
37,negative,negative,TRUE,"""afhængighed"" er et dybt problematisk ordvalg. Det stammer fra en patologisk fagværktøjskasse, og er dermed en sproglig sygeliggøre af noget, der helt klart ikke handler om at teenagerne der snapper er syge. Sig det sammen med mig: Ikke 👏 en 👏 diagnose 👏.",[ 7.1320567 -3.377538  -3.0973244],[9.9993658e-01 2.7271773e-05 3.6091798e-05]
