,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,negative,TRUE,"Hun kritiserer hvad han siger, ikke at han siger noget. Det er så nemt at læse og fårstå at det må være bevidst det bliver misforstået. Ligesom at bevidst lod som om han ikke forstod hvad mente.",[ 7.241369  -2.99464   -3.5309486],[9.9994314e-01 3.5853638e-05 2.0970900e-05]
1,positive,positive,TRUE,".@USER
.@USER
.@USER
.@USER
Anders Thomsen gav det polske publikum fuld valuta for pengene i årets SEC-kvalrunde 2 i Poznan. Een efter een fightede han sig helt op til det afgørende race-off og vandt det. Er videre til SEC-CH
copyright: sportxpress",[-4.478563  -2.2307823  5.770053 ],[3.539338e-05 3.350583e-04 9.996295e-01]
2,positive,positive,TRUE,"Tillykke med dokumentaren. Solidt arbejde, I har lavet der.",[-2.6097767 -4.2180476  5.876782 ],[2.0617063e-04 4.1282288e-05 9.9975258e-01]
3,neutral,neutral,TRUE,Danbolig dropper samarbejde med 15 butikker efter afsløring af kritisable metoder,[-2.9978323  7.1954165 -3.5759954],[3.7419926e-05 9.9994159e-01 2.0989877e-05]
4,neutral,neutral,TRUE,"Frankrig løfter pegefinger mod briter inden topmøde: De skal opføre sig pænt, hvis vi forlænger #eudk #brexit",[-3.0067327  7.0695925 -3.4539263],[4.2060798e-05 9.9993098e-01 2.6894530e-05]
5,negative,neutral,MISS,"Etisk dilemma: Er det ikke også Vesten som har påduttet Afrika vores religion(er) og ‘prævention er synd/skidt’? 
Jeg mener virkelig at de selv skal bestemme, men så skal Vestens (især USAs) bistand ikke længere kunne kobles sammen med præventionsmodstand.",[ 7.30631   -3.3440723 -3.3127275],[9.9995184e-01 2.3690625e-05 2.4444978e-05]
6,negative,negative,TRUE,Jens Jørgen Thorsen var også en provokatør - men lur mig om han ikke kunne gå til gudstjeneste juleaften uden at skulle frygte for sit liv. Det er en god ting.,[ 2.5540988 -4.053621   1.274229 ],[0.781602   0.00105509 0.21734281]
7,neutral,neutral,TRUE,Beskæftigelsesministeriet: Beskæftigelsesminister Troels Lund Poulsens kommentar til ledig,[-3.3825018  7.3755674 -3.3749883],[2.1272152e-05 9.9995732e-01 2.1432574e-05]
8,negative,negative,TRUE,Jeg savner ord. Hver stemme på Paludan og hans såkaldte parti er en for meget,[ 7.3396935 -3.4748402 -3.270002 ],[9.9995518e-01 2.0104277e-05 2.4674500e-05]
9,negative,negative,TRUE,Dansk Folkeparti er klar til at give togbroen dødsstødet #vaf,[ 7.3597608 -3.4298713 -3.3338141],[9.9995673e-01 2.0611218e-05 2.2689277e-05]
10,neutral,neutral,TRUE,"Altså, det der med at jeg stadig har alle mine cd’er? Og at mine playlists på Spotify er mine gamle mixtapes? Og at jeg mest hører mine cd-titler når jeg hører Spotify? Og at jeg sætter høj og kendt musik på, når der er høje/ubehagelige lyde? Ikke for at genere naboerne⏩",[-1.0691539  6.3643327 -4.3890862],[5.9076113e-04 9.9938786e-01 2.1359130e-05]
11,neutral,negative,MISS,"Der er helligdag, Det gør hun selvfølgelig i morgen. Men som sagt, det er ikke første gang.",[-3.526571  6.799648 -2.776938],[3.2759395e-05 9.9989784e-01 6.9326183e-05]
12,negative,positive,MISS,Os der vil bevare Danmark Dansk og bevare vores kultur stemmer da på NB eller som nødløsning på DF. Personligt betragter jeg NB som vores bedste løsning fordi de er EU modstandere.!,[ 5.649465  -1.7815832 -3.220763 ],[9.9926740e-01 5.9213181e-04 1.4040765e-04]
13,negative,negative,TRUE,Magtmisbrug...! udøver i den grad magtmisbrug #politikerlede #øj #smiddemud #nyregeringnu #metaltræt,[ 7.3723035 -3.4367278 -3.3203366],[9.9995697e-01 2.0215226e-05 2.2710499e-05]
14,neutral,neutral,TRUE,🇬🇧 Startopstillinger ‼️ #pldk,[-3.7904675  6.938226  -2.6839013],[2.1905296e-05 9.9991179e-01 6.6240682e-05]
15,neutral,positive,MISS,"NATUREN ER TØR 🚒👨‍🚒
- og derfor er det vigtigt at tænke sig godt om, når vi hygger os udenfor i det gode påskevejr🐣 En af vores vagthavende indsatsledere🚒👨‍🚒 giver gode råd i indslaget fra TV2 Nord 
#NaturenErTør #ViPasserPåJer #NordjyllandsBeredskab",[-5.1248446  4.7301164  0.2123023],[5.1916857e-05 9.8915356e-01 1.0794486e-02]
16,negative,negative,TRUE,"Really? - det bliver sgu sværere og sværere at overbevise min bedre halvdel om at at Danmark overhovedet ønsker at man skal integrere sig. Jeg fattes ord. Gad vide om vil støtte det?

#dkpol #pakker #snart #sydfrugter",[ 5.4994435 -1.98819   -2.8820486],[9.9921155e-01 5.5952492e-04 2.2888718e-04]
17,neutral,neutral,TRUE,Venezuelas præsidentudfordrer får udrejseforbud,[-2.906718  7.01598  -3.543318],[4.9044964e-05 9.9992502e-01 2.5949130e-05]
18,negative,positive,MISS,Han sagde skam The grundspil. Det var forrygende. Maybe we Can use it in another interview,[ 7.2825747 -3.2114096 -3.3813572],[9.9994898e-01 2.7701190e-05 2.3371742e-05]
19,negative,negative,TRUE,"Altså, biler IDAG (Især lastbiler og busser, en del tog)kører jo faktisk på brændstof baseret på olie
hvor mange kilometer kan en lastbil køre på strøm?
for lang ladetid har en elektrisk lastbil?
Findes de overhovedet idag? 
vi vil nok gerne have varer leveret. vi skal bruge olie",[ 3.0487263  2.1314325 -4.302274 ],[7.1416283e-01 2.8537875e-01 4.5845655e-04]
20,negative,positive,MISS,"Eller sagt på en anden måde. Det er ikke en analyse som bare er trukket op af en hat. :-)
Logikken i Bruxelles er anderledes end i København og på X-borg :-)",[ 4.2908955 -1.3942333 -2.3587704],[0.9953312  0.00338024 0.00128841]
21,positive,positive,TRUE,"Gode forslag fra ⁦@USER⁩ om kemi, holdbarhed og reparationer, flere som ⁦@USER⁩ også tidligere har forslået. Håber ⁦@USER⁩ i dk også støtter op om den vej #dkpol #eudk",[-3.5509603 -3.5742354  6.124338 ],[6.2808329e-05 6.1363324e-05 9.9987578e-01]
22,neutral,neutral,TRUE,Ny rekord i opkald om dyr i nød sidste år,[-3.4207606  7.192637  -3.2452264],[2.4583098e-05 9.9994612e-01 2.9300170e-05]
23,neutral,neutral,TRUE,"Skal iøvrigt sælge denne Spark Digital mikrofon (kan tilsluttes iPhone). Så hvis du skal i gang med podcast eller noget. 
Pris 800,-",[-3.7577875  7.311667  -3.049329 ],[1.558033e-05 9.999528e-01 3.164142e-05]
24,positive,positive,TRUE,"UDSOLGT TIL DERBY🔥 En dejlig nyhed, som vi er glade og stolte over at kunne præsentere. Men vi ved erfaringsmæssigt, at der kan komme et antal billetter retur, så skriv dig på DERBY-ventelisten, hvis du vil have muligheden #fcklive #fckbif",[-3.5780625 -3.5848489  6.229599 ],[5.502237e-05 5.465023e-05 9.998903e-01]
25,neutral,negative,MISS,"Klart - nu skal der glattes ud. Spin fra klubbens side. Se hele scenariet igen. Der var ingenting at misforstå i kommunikationen fra Kepa om, at han var klar igen.",[-3.5096118  6.9795785 -3.0112722],[2.7833681e-05 9.9992633e-01 4.5813849e-05]
26,negative,negative,TRUE,"Jeg kan ikke klare at være på twitter i dag. Jeg bliver nemlig så edderspændt rasende, når jeg læser om karaktermordet på #radio24syv #dkpol #skamjer",[ 7.380179  -3.572988  -3.1929626],[9.9995685e-01 1.7501743e-05 2.5593190e-05]
27,neutral,neutral,TRUE,"Med den store træner udskiftning vi har haft siden Sir Alex, skal man være skeptisk, men udover Poch i Spurs kan jeg ikke se andre klare kandidater, som kan bringe os tilbage i toppen. Tålmodighed og få udskiftninger er nøgleordene for næste sæson #pldk",[-3.927592   6.024629  -1.7447884],[4.7599377e-05 9.9953020e-01 4.2226067e-04]
28,negative,negative,TRUE,RP er heldig at han som den eneste har fået minimumsnormeringer - bare af politiet. #dkpol,[ 7.1730905 -3.1583853 -3.3311172],[9.9994004e-01 3.2588985e-05 2.7419186e-05]
29,negative,neutral,MISS,"Jeg udstiller lige min egen dumhed/uvidenhed: Er det en fersken på billedet, og hvad er forklaring bag den?
Hvis der skulle være en frugt, ja så var der vel et mere åbenlyst valg..",[ 4.0347342  1.6506627 -4.7848063],[9.1548067e-01 8.4383987e-02 1.3532299e-04]
30,neutral,negative,MISS,"Motion på recept - hvornår sker der noget? fortalte i november 2018 at de ville støtte det med 23,7 mio. kr., men der sker ikke rigtig noget? #motionpårecept #dkpol",[-3.6201217  6.729462  -2.6183624],[3.2002303e-05 9.9988091e-01 8.7144479e-05]
31,positive,positive,TRUE,"Som Brøndby fan synes jeg det er helt på sin plads at tumpen, bliver vist et rødt kort og så tænker jeg ikke det er ham vi kommer til at savne specielt 🤷‍♂️ #bifaab #Superliga",[-2.6710303 -3.7096398  5.5768   ],[2.6173322e-04 9.2639551e-05 9.9964559e-01]
32,negative,negative,TRUE,"Misundelse er en grim ting. Glædelig påske.
Og husk, at man betaler skat i det land, hvor man tjener sine penge.",[ 4.6980014  -4.064032   -0.47049645],[9.9418443e-01 1.5565538e-04 5.6600040e-03]
33,positive,positive,TRUE,"Om du så var kommet i forgårs, Kamran, ville du stadig virke mere ""dansk"" (det er nemlig dansk at dele, have empati, være rummelig og i godt humør). 🇩🇰.",[-4.2722125 -2.7714806  6.0194135],[3.3909611e-05 1.5208368e-04 9.9981397e-01]
34,negative,negative,TRUE,"Tilbage til eksemplet Britney: Det der med bare løbe blindt med løse rygter og tro at det er på sin plads og op til en skare af fremmede mennesker at træde til og 'fixe' hendes mentale tilstand, som de overhovedet ikke kender til, skal bare stoppe.",[ 7.3619676 -3.475457  -3.3017874],[9.9995697e-01 1.9649329e-05 2.3376053e-05]
35,negative,negative,TRUE,Skal man grine eller græde … kommunisten her bruger den yderste venstrefløjs egen opdigtede fortælling … alle der så tv-billederne kunne se at det var gadehær der var bøllerne #dkpol #1maj,[ 7.387858  -3.4504268 -3.3202233],[9.9995792e-01 1.9632454e-05 2.2362541e-05]
36,neutral,neutral,TRUE,Ny samarbejdsaftale på plads i Kommune Qeqertalik,[-3.820592   7.2265573 -2.9129896],[1.5931613e-05 9.9994457e-01 3.9484483e-05]
37,negative,negative,TRUE,"""afhængighed"" er et dybt problematisk ordvalg. Det stammer fra en patologisk fagværktøjskasse, og er dermed en sproglig sygeliggøre af noget, der helt klart ikke handler om at teenagerne der snapper er syge. Sig det sammen med mig: Ikke 👏 en 👏 diagnose 👏.",[ 7.357862  -3.4659889 -3.2176461],[9.9995458e-01 1.9917814e-05 2.5532623e-05]
38,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 7.3781667 -3.4739583 -3.316092 ],[9.9995804e-01 1.9362600e-05 2.2673798e-05]
39,positive,neutral,MISS,"Tyr: Det er en belønnende søndag for familieaffærer, indkøb og",[-3.6284704 -3.6089268  6.2821536],[4.9639493e-05 5.0619125e-05 9.9989974e-01]
40,neutral,negative,MISS,Den må du gerne uddybe!?!,[-3.6309397  7.043254  -2.9360666],[2.313271e-05 9.999305e-01 4.634533e-05]
41,neutral,positive,MISS,"Jeg kommenterer på EU-kandidaternes løfte om bl.a. ikke at bruge desinformation. Min pointe opsummeret: Det er et lille skridt i den rigtige retning, men kommer sandsynligvis ikke til at gøre den store forskel alene.
#dkpol #dkmedier",[-3.5849245  6.972421  -2.9861133],[2.5999878e-05 9.9992669e-01 4.7318576e-05]
42,neutral,neutral,TRUE,"Mest læste seneste uge #1: Stine Bosse: Med ’paradigmeskiftet’ skulle fokus flyttes fra inklusion til hjemsendelse. Nu ser vi fortsættelsen

Gratis at læse: #dkpol",[-2.3671303  5.366115  -2.3526387],[4.3763412e-04 9.9911839e-01 4.4402230e-04]
43,neutral,neutral,TRUE,"Vi har i dag holdt grøn eksamen for partierne i #dkpol. I alt var der eksamen i fire fag - nemlig vores fire forslag om klima og natur. Se hvem der set fra vores synspunkt bestod, hvem der dumpede og hvor censor stadig er i tvivl 👇🏼#dkgreen #grøngrønnerealternativet #derforuffe",[-3.0670764  7.1892233 -3.509418 ],[3.5133424e-05 9.9994230e-01 2.2574299e-05]
44,negative,negative,TRUE,"Nej. 

Nørrebro gav Paludan de sidste vælgererklæringer efter de smadrede byen igen igen igen #dkpol #dkmedier",[ 7.210479  -3.0181007 -3.5319777],[9.999423e-01 3.612096e-05 2.160655e-05]
45,neutral,negative,MISS,Der er kommet 30% flere akut syge børn på Herlev Hospital. Alligevel har de skåret ned: #dkpol #dksundhed,[-2.8625946  7.2554655 -3.7542734],[4.0342016e-05 9.9994314e-01 1.6538894e-05]
46,positive,positive,TRUE,"For 30 år siden var der 15 landsdækkende handicapvidenscentre. I dag er der et. Nu styrker Parasport Danmark og Handicapidrættens Videnscenter viden på handicapområdet i nyt, uafhængigt videnscenter. Godt initiativ. #dkpol #dkhandicap
[LINK]",[-3.8239524 -3.367851   6.1539536],[4.6408597e-05 7.3228599e-05 9.9988031e-01]
47,negative,negative,TRUE,"Det er en Thomas Helmig-reference, der varmer - ikke, ?",[ 3.9696214  1.0948365 -4.079555 ],[9.4629967e-01 5.3398058e-02 3.0221493e-04]
48,negative,negative,TRUE,Det er vel egentlig ikke provokationen der er det værste. De provokerede er jo helt udenfor demokratisk rækkevidde. Jeg tager afstand fra racismen men jeg mener at vi bør gøre meget mere ved at vi kan miste livet på at sige vores mening. Det er bare ikke dansk,[ 6.8595495 -3.0739777 -3.128912 ],[9.9990559e-01 4.8515783e-05 4.5922476e-05]
