,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.9314137 -2.7439394  6.226062 ],[3.8778624e-05 1.2714694e-04 9.9983406e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-4.0787177  5.7915907 -2.4011393],[5.1669838e-05 9.9967170e-01 2.7656675e-04]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.9715936  6.0553555 -2.7639184],[4.4184308e-05 9.9980801e-01 1.4782728e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.153247   5.7860384 -2.3200085],[4.8224891e-05 9.9965012e-01 3.0160372e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.353475 -4.340765 -3.265571],[9.9975783e-01 6.1622544e-05 1.8058870e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.8183012  6.0175915 -2.8736012],[5.3486368e-05 9.9980897e-01 1.3756919e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.205903  -2.4373443  6.1723213],[3.1095802e-05 1.8229593e-04 9.9978667e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 2.4433236 -1.8182046 -1.5865397],[0.9691073  0.01366513 0.01722759]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.863526   -0.66197497 -2.1624384 ],[0.9108593  0.07288533 0.01625538]
9,negative,negative,TRUE,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[ 1.5303863  -0.34206226 -1.9667026 ],[0.84457165 0.12985013 0.0255782 ]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.0899396 -4.2567086 -2.9625447],[9.9959463e-01 8.7222026e-05 3.1818103e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.681386   5.9699597 -2.9582539],[6.4326232e-05 9.9980313e-01 1.3256863e-04]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 1.4820436  -2.0823014  -0.11036957],[0.8118533  0.02298805 0.16515864]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.190989  -4.3608966 -3.0358949],[9.996617e-01 7.104308e-05 2.672777e-04]
14,positive,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-0.3499076 -1.8469229  1.780867 ],[0.10367869 0.02320299 0.8731183 ]
15,neutral,positive,MISS,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.1090872  2.007805   0.7045537],[0.00469194 0.782692   0.21261606]
