,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.952249  -1.5688975  3.6610239],[0.00361655 0.00530617 0.9910773 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.4453385  2.9635167 -0.5871263],[0.00433298 0.96788275 0.02778421]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.6543145   3.5227787  -0.92709005],[0.00204828 0.98643005 0.0115216 ]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.8571916  0.439572   2.4775934],[0.00424713 0.11477881 0.8809741 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 1.9184312  -0.20516138 -2.4458044 ],[0.88313824 0.10562437 0.01123739]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.5878241  3.1730464 -1.7315395],[0.00842363 0.98428035 0.00729599]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.3213558 -1.4057212  3.903866 ],[0.00196528 0.00490997 0.9931248 ]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-2.6102386  1.5467038  1.0777531],[0.0095383  0.609268   0.38119364]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 0.4732963  1.0551784 -1.973455 ],[0.3477079 0.6221896 0.0301026]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.5830468  2.952623  -1.4825596],[0.01048309 0.97792566 0.01159126]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 3.7927663 -2.6616068 -2.2824008],[0.99614197 0.00156755 0.00229039]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.3497694  3.5520446 -1.2666622],[0.00270523 0.98930395 0.00799083]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 1.6107093  -1.382823   -0.73040295],[0.8723486  0.0437135  0.08393788]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 3.8216684 -2.6519806 -2.344704 ],[0.9963708  0.00153798 0.00209122]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 3.4587297 -2.1938093 -2.3032863],[0.9933907  0.00348541 0.00312398]
15,neutral,positive,MISS,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.5502163  1.0335777  0.5147827],[0.04518222 0.59854275 0.35627505]
