,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-4.5976152 -3.4338105  6.534653 ],[1.4631550e-05 4.6851605e-05 9.9993849e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.1615514 -2.7230413  2.8952372],[0.01694966 0.00355643 0.9794939 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.4104404  5.257722  -2.13712  ],[6.322316e-05 9.993228e-01 6.139976e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.8506618   3.0147452   0.44131374],[3.5646735e-04 9.2880088e-01 7.0842765e-02]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.2182484 -5.023668  -4.576633 ],[9.9996638e-01 1.3112424e-05 2.0503490e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-4.19497     2.8302264   0.23238795],[8.2690723e-04 9.2995274e-01 6.9220379e-02]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.9346466 -3.3459868  6.691168 ],[8.9320274e-06 4.3741737e-05 9.9994731e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 6.349225 -5.674213 -4.241453],[9.9996889e-01 6.0016946e-06 2.5148576e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.7193583 -1.4434819 -1.1705065],[0.91083884 0.03853341 0.05062781]
9,negative,negative,TRUE,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[ 6.0193577 -5.2280564 -4.070625 ],[9.9994552e-01 1.3040272e-05 4.1490857e-05]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 6.43591   -5.6172194 -4.3957734],[9.9997437e-01 5.8261462e-06 1.9762791e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.9253786  6.833834  -4.4141326],[2.1248021e-05 9.9996579e-01 1.3033326e-05]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.320524   -3.3710554  -0.49494943],[0.9405121  0.00317353 0.05631445]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 5.0265846 -4.5635    -3.1130955],[9.9963999e-01 6.8379049e-05 2.9162553e-04]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 5.356822  -4.7703557 -3.436048 ],[9.9980837e-01 3.9970462e-05 1.5178262e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.8111156 -1.5343682  2.7111714],[0.01059718 0.01397592 0.9754269 ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.3875017 -5.698865  -4.2747326],[9.9997103e-01 5.6356639e-06 2.3411967e-05]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-5.4533596  -0.27604946  4.0906806 ],[7.07240979e-05 1.25327045e-02 9.87396538e-01]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-4.3135977  5.8311863 -2.8353612],[3.9272127e-05 9.9978846e-01 1.7221630e-04]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-4.961358 -3.017624  6.43355 ],[1.1251627e-05 7.8590187e-05 9.9991012e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.1198545  6.1259065 -4.4587665],[9.6508185e-05 9.9987817e-01 2.5297761e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.567361 -5.801417 -4.459885],[9.9997950e-01 4.2491197e-06 1.6252448e-05]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-0.54430544  2.5354066  -2.8372724 ],[0.04375774 0.95182425 0.00441806]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-3.4937112  6.09509   -3.9340017],[6.8483758e-05 9.9988735e-01 4.4093224e-05]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 2.338158  -1.5535048 -1.9273751],[0.96669185 0.01973152 0.01357659]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.1233597 -3.45926   -4.464944 ],[9.9974424e-01 1.8728568e-04 6.8508045e-05]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 6.048476  -5.1042356 -4.2291064],[9.99951243e-01 1.43356565e-05 3.43939137e-05]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 1.9819211 -5.008515   0.6235654],[7.9491013e-01 7.3183002e-04 2.0435800e-01]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 0.3584156  2.040898  -3.7198863],[0.1563519  0.8410001  0.00264801]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.0443993 -4.464992  -3.198776 ],[9.9966288e-01 7.4127129e-05 2.6295893e-04]
