,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.4179957 -2.5654693  4.7790375],[7.4776117e-04 6.4523192e-04 9.9860698e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.9309027  4.6541886 -2.1589026],[5.0715310e-04 9.9839526e-01 1.0975255e-03]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.3426728  5.418737  -2.5736246],[1.5658613e-04 9.9950552e-01 3.3786774e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.833207   4.8562145 -2.4611118],[4.5713011e-04 9.9887973e-01 6.6319102e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.915831  -3.992534  -2.9518213],[9.9948210e-01 1.3518269e-04 3.8273394e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-2.3239467  4.7740355 -2.9718418],[8.257316e-04 9.987424e-01 4.319781e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.2415802 -2.234909   5.3017573],[1.9469710e-04 5.3278415e-04 9.9927253e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 3.1882029 -1.9859284 -2.4755216],[0.9909519  0.00560991 0.00343818]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 4.165367  -3.0337572 -2.8044791],[9.983158e-01 7.459814e-04 9.382146e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.0060635  5.0056496 -2.458585 ],[3.3125657e-04 9.9909604e-01 5.7270564e-04]
