,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.9754076 -2.5302947  5.024678 ],[3.3514597e-04 5.2305125e-04 9.9914181e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.8855162  5.592349  -3.4052987],[2.0795332e-04 9.9966836e-01 1.2365935e-04]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.085415   6.494878  -3.1568768],[2.5409630e-05 9.9991035e-01 6.4306878e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.850322   6.1212783 -2.9666574],[4.67002828e-05 9.99840260e-01 1.13003116e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.632525  -4.3220587 -3.8894112],[9.9987924e-01 4.7503607e-05 7.3218893e-05]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.49805    6.2186813 -3.438955 ],[6.0259197e-05 9.9987578e-01 6.3927509e-05]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.5776987 -2.452706   6.3833447],[1.7362358e-05 1.4537212e-04 9.9983728e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 4.214466  -3.3056996 -2.7141407],[9.9848086e-01 5.4121943e-04 9.7787636e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 4.9190464 -3.6550949 -3.4361215],[9.9957603e-01 1.8884848e-04 2.3507841e-04]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.280492   5.82304   -3.1977227],[1.11246300e-04 9.99767959e-01 1.20845885e-04]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.5956755 -4.2208734 -3.9043722],[9.9987054e-01 5.4534408e-05 7.4838572e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.7071276  6.4414287 -3.4824262],[3.9129111e-05 9.9991190e-01 4.8987626e-05]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.1384256 -1.8560528 -1.1979423],[0.948782   0.01747377 0.03374429]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 4.804797  -3.5918248 -3.3347902],[9.9948287e-01 2.2551160e-04 2.9160667e-04]
14,negative,neutral,MISS,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[ 5.7726173 -4.5953736 -3.8190982],[9.9990022e-01 3.1419233e-05 6.8285335e-05]
15,neutral,positive,MISS,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-4.83418     3.582651    0.42411155],[2.1205752e-04 9.5904046e-01 4.0747475e-02]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.0420175 -5.066888  -3.790281 ],[9.9993134e-01 1.4977305e-05 5.3685540e-05]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.1432037  6.115149  -2.6946301],[3.5056953e-05 9.9981576e-01 1.4923871e-04]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.675019   5.9142046 -2.9342325],[6.8448018e-05 9.9978799e-01 1.4357554e-04]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-5.002946  -1.1584791  5.419934 ],[2.9701920e-05 1.3880827e-03 9.9858224e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.5369704  6.180854  -3.348921 ],[6.0192866e-05 9.9986720e-01 7.2646348e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.1959248 -4.3481693 -3.1881068],[9.9969995e-01 7.1601520e-05 2.2841842e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-3.2177083  5.8571715 -3.3180506],[1.14481460e-04 9.99781907e-01 1.03551596e-04]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-2.8813818  5.4885144 -3.2809868],[2.3164997e-04 9.9961299e-01 1.5534100e-04]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-3.2553966  5.321052  -2.6822631],[1.8839473e-04 9.9947745e-01 3.3417769e-04]
25,neutral,negative,MISS,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[-2.2203288  5.1478324 -3.709254 ],[6.3053984e-04 9.9922729e-01 1.4225929e-04]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 4.556751  -3.4818614 -3.0476809],[9.9917966e-01 3.2249177e-04 4.9782981e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 3.6304576 -2.1326826 -3.0925338],[0.99567455 0.00312764 0.00119773]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.678358   3.6286027 -3.9343314],[1.3288485e-02 9.8619926e-01 5.1218190e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 1.3358054   0.98186517 -3.4676318 ],[0.5847548  0.41044933 0.00479587]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 2.79771   -1.1362923 -2.9902828],[0.97787136 0.01913226 0.00299632]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-3.5688863  6.2081695 -3.3531494],[5.6731387e-05 9.9987280e-01 7.0390895e-05]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 5.9616356 -4.8915973 -3.8396726],[9.9992526e-01 1.9340523e-05 5.5374996e-05]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 2.315148   -0.17163241 -3.5356283 ],[0.9207637  0.07658665 0.00264965]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-4.0749817  6.277906  -2.9405768],[3.1896339e-05 9.9986887e-01 9.9176046e-05]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 3.531119  -3.630338  -1.4804807],[9.9261874e-01 7.7019591e-04 6.6110804e-03]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-4.057279   6.5023932 -3.1917882],[2.5939078e-05 9.9991238e-01 6.1635721e-05]
37,neutral,positive,MISS,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-4.563094    3.3593671   0.49867797],[3.4276827e-04 9.4554442e-01 5.4112852e-02]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-4.5815945  5.4089932 -1.5997761],[4.5785800e-05 9.9905115e-01 9.0306246e-04]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-3.6765172  5.5663033 -2.5468688],[9.676579e-05 9.996038e-01 2.994483e-04]
