,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.32071   -1.5478281  3.957269 ],[0.0018661  0.00404197 0.9940919 ]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.548722   1.9125236  1.5425382],[0.00250636 0.5899731  0.4075206 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.3050795  3.755734  -0.6178284],[8.4667985e-04 9.8671454e-01 1.2438773e-02]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.2235436   0.98135144  1.1816843 ],[0.01792948 0.44201386 0.54005665]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 4.068921  -2.8599596 -2.6208978],[9.9778241e-01 9.7692490e-04 1.2407504e-03]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-2.9243934  3.9138298 -1.1797559],[0.00106433 0.99284357 0.00609207]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.7613084 -1.4400624  4.302683 ],[8.5189723e-04 3.1929868e-03 9.9595511e-01]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 0.44950354  0.9265749  -1.8525739 ],[0.36881325 0.5942866  0.03690005]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.3823416 -2.0357332 -2.5339065],[0.9929195  0.00440427 0.00267621]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-0.8596373  2.757675  -2.2283473],[0.02597957 0.96741027 0.00661011]
